clade_name	NCBI_tax_id	H1F413846	H1F512951	H1F513817	H1F513818	H1F613739	H1M213648	H1M313811	H1M412743	H1M412809	H1M412832	H1M412835	H1M412837	H1M412844	H1M412949	H1M413802	H1M413815	H1M413822	H1M413827	H1M414905	H1M511833	H1M511841	H1M511842	H1M512808	H1M512821	H1M512831	H1M512834	H1M512836	H1M512840	H1M512853	H1M512854	H1M512855	H1M513606	H1M513729	H1M513730	H1M513738	H1M513747	H1M513803	H1M513804	H1M513807	H1M513810	H1M513813	H1M513816	H1M513819	H1M513820	H1M513823	H1M513826	H1M513828	H1M513852	H1M513912	H1M514901	H1M5XX814	H1M612950	H1M613745	H1M613824	H1M613825	H2F413935	H2F514910	H2F514923	H2M411920	H2M413913	H2M413915	H2M413924	H2M414102	H2M414926	H2M414927	H2M414931	H2M414940	H2M415914	H2M511919	H2M513933	H2M513934	H2M513936	H2M513937	H2M513938	H2M513939	H2M514107	H2M514108	H2M514818	H2M514841	H2M514901	H2M514903	H2M514905	H2M514906	H2M514909	H2M514911	H2M514917	H2M514925	H2M514930	H2M514943	H2M515822	H2M515921	H2M614742	H2M614832	H2M614904	H2M614929	H2M615912	H2MX14816	H2MX14928	H3F416103	H3F516111	H3M414933	H3M415117	H3M415131	H3M415140	H3M415852	H3M415906	H3M416124	H3M416127	H3M419939	H3M420126	H3M513141	H3M514142	H3M514143	H3M514144	H3M515101	H3M515107	H3M515123	H3M515128	H3M515130	H3M515137	H3M515138	H3M515902	H3M515910	H3M515915	H3M515920	H3M515935	H3M515936	H3M515950	H3M516105	H3M516113	H3M516114	H3M516118	H3M516129	H3M516154	H3M516751	H3M516804	H3M516845	H3M516909	H3M517134	H3M517921	H3M517922	H3M517925	H3M518108	H3M518112	H3M518116	H3M615132	H3M615747	H3M615846	H3M616753	H3M616848	H3M617849	H3MX16919	nHF409542	nHF411719	nHF411741	nHF511704	nHF512818	nHF512829	nHF611623	nHF611710	nHF612722	nHM410714	nHM410727	nHM410833	nHM411801	nHM412703	nHM412716	nHM412839	nHM412840	nHM412844	nHM510732	nHM510737	nHM510831	nHM511615	nHM511712	nHM511717	nHM511720	nHM511730	nHM511735	nHM511738	nHM511813	nHM511821	nHM511825	nHM512705	nHM512802	nHM512806	nHM512811	nHM512828	nHM512834	nHM611708	nHM612607	nHM612709	nHM612724	nHM612743	nHM612836	nHMX11726
s__Dialister_sp_CAG_357	0	0.0	1.71945	0.0	6.37968	1.25616	0.0	4.28371	0.25732	15.0349	0.0	5.3389	10.56524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08599	0.0	0.0	0.0	13.30621	0.06277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.77157	0.0	0.0	0.0	9.74994	0.0	0.0	0.00251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.61402	0.0	0.46194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81069	0.0	5.67879	0.0	0.0	4.1846	3.63704	16.20587	0.0	0.0	0.0	2.2654	0.0	0.0	0.0	0.0	0.13333	0.0	0.0	0.0	0.0	0.0	0.40976	10.16273	0.00593	0.0	0.0	0.0	0.0	0.0	0.0	2.07679	0.0	13.52645	0.0	0.0	0.0	0.0	0.0	7.4087	0.0	0.0	0.0	5.28338	0.0	0.0	0.0	0.0	1.20426	0.0	0.0	8.28132	0.0	0.0	0.0	0.0	0.0	1.85603	0.0	0.0	0.0	0.0	19.01822	0.2456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.23349	0.0	0.03023	0.0	0.0	0.0	0.0	4.17346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.01964	0.00028	16.67268	0.0	0.0	21.45319	0.0	0.0	1.72198	0.0	0.0	0.0	7.68217	4.13681	0.0202	0.0	0.0	0.0	7.78858	1.64083	0.0	0.0	1.47107	0.0	0.0	0.0	1.32317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.54388
s__Megasphaera_elsdenii	0	0.0	0.78324	0.0	0.03792	0.0	0.0	0.00501	0.0	2.04471	0.0	0.0	0.0	0.0	0.0	0.02432	0.0	0.0	0.0	0.0	3.88398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11702	0.0	0.0	0.0	9.70473	0.0	0.0	0.22249	0.12752	0.0	0.0	0.0	0.0323	0.0	0.0	0.0	0.0	0.32423	2.19499	0.0	0.0	0.0	0.0	0.0	0.01172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.17882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09631	0.0	0.0	0.0	0.0	0.0	0.0	0.25681	0.0	0.0	0.0	0.0	0.0	0.0	0.56276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07649	0.0	0.0	0.13194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33595	0.0	0.0	0.20161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13645	0.0	0.0	0.0	0.0	0.77424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00946	0.0	0.44515	0.0	0.09438	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_bromii	0	0.0	0.46188	0.00384	0.0	0.0	0.0	0.00528	0.0	0.0	2.72409	0.0	0.02406	0.0	7.12405	0.0	0.69316	0.0	0.25142	2.89501	0.0	0.97367	0.00904	0.02225	0.04812	0.42619	0.0	0.08142	3.84294	0.0	0.0	0.0	0.11702	0.06774	0.0	0.03714	0.0	0.0	0.0	0.0	0.0	0.0	0.59403	0.0	0.0	0.0	0.0	0.0	0.01074	0.0	0.0	0.03187	0.0	0.0	0.11812	0.31542	0.03169	0.0	0.0	0.13474	0.0	0.0382	0.05216	0.0	0.0	0.0	1.20479	0.0	0.0	0.0	0.00124	0.0	0.02339	0.12619	0.0	0.0	0.02527	0.0	0.09177	0.17651	0.08776	0.05077	0.0	0.0	0.53199	0.0	0.0	0.0	0.00077	0.0	0.0	0.0	0.06815	0.0	3.53871	9.51033	0.0	0.0	0.0	0.58257	0.0	0.06976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01427	0.0	0.0	0.0	0.0	0.0	0.43691	0.0	0.0	0.0	0.0	0.24349	0.0	0.01794	0.0	0.33288	0.0	0.00054	0.0082	0.0	0.0	0.0	0.0	0.45022	0.98634	5.14701	0.02121	0.0	0.44056	0.0	0.11739	0.0253	0.0	0.0	0.0388	0.0	2.61159	0.05952	0.0	0.03185	0.0	0.0249	0.0	0.0	0.0	0.31644	0.0	0.03852	0.0	0.04247	0.0988	0.22262	0.0	0.05952	0.00021	0.0	0.0	0.48384	0.01517	0.0	0.0	0.0	0.02869	0.17529	0.0	0.0	0.0	0.0	0.0	0.36323	0.0	0.032	0.14538	0.00619	0.0	0.0064	0.01841	0.0	1.27297	0.05382	0.0	0.62946	0.15615	0.0	0.0	0.0	0.00534	0.0
s__Megamonas_funiformis	0	0.0	0.3696	0.01218	0.03658	0.0	0.0	0.0	0.0	0.16802	0.0	0.00832	0.0	0.0	0.0	0.00551	0.0	0.0	0.0	0.0	0.19754	0.0	0.0	0.0	0.0	0.54439	0.06168	0.0	0.10804	0.0	0.0	0.0	0.08482	0.0	0.0	0.02517	0.0	0.04322	0.0	0.37455	0.0	0.0	0.0	0.0	0.0	0.04164	0.0	0.03296	0.0	0.13263	0.0	0.0	0.0	0.02102	0.0	0.0	0.0	0.0	0.0	0.05841	0.00359	0.0	0.00067	0.02633	0.0	0.0	0.0	0.02208	0.00614	0.0	0.0	0.91838	0.0	0.1127	0.0	0.0	0.0	0.0105	0.0	0.0	0.0	0.00368	0.0	0.0	0.0	0.0	0.08522	0.0	0.0	0.0	1.73541	0.0	0.0	0.0	0.0	0.0	0.00322	0.0	0.00438	0.01197	0.0	0.00625	0.0	0.0	0.04215	0.05456	0.0	0.0	0.0	0.0	0.0	0.04551	0.09836	0.0	0.0	0.00065	0.0	0.03478	0.00482	0.54894	0.0	0.0	0.0	0.0	0.00872	0.04322	0.0	0.0	0.5677	0.0623	0.0	0.0	0.0	0.03695	0.00075	0.0	0.0	0.0	0.08008	0.0	0.04848	0.1065	0.01175	0.10031	0.0	0.0	0.0	0.0131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01373	0.043	0.0	0.47056	0.0	0.00796	0.0	0.0	0.0	0.0	0.0	0.0	0.2279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17202	0.0133	0.0	0.0	0.03157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00304
s__Bifidobacterium_bifidum	0	0.0	0.17886	0.0	4.86037	0.0	0.0	0.0	3.47677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05455	0.0752	0.03104	0.0	0.0	0.0	0.06625	0.22838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03762	0.0	0.0	0.0	0.0	0.0	0.07925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3637	0.0	0.0315	0.0	1.52743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42452	0.0	0.0	0.0	0.0	2.23583	0.0	0.0	0.0	0.0	0.0	0.37196	0.0	0.0	0.0	3.75131	0.0	0.0	0.0	0.52345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51255	0.0	4.00494	0.0	0.00531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01003	0.0	0.0	0.0	0.0	0.0	0.86168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00584	0.0	0.26442	0.0	1.80008	0.0	0.0	0.0	0.0
s__Bifidobacterium_adolescentis	0	0.0	0.17239	0.0	5.29804	0.0	0.0	0.07232	0.0	0.0	0.0	0.30537	0.76895	0.0	0.0	0.0	0.0	0.0	0.0	0.26644	0.36799	0.0	0.0	0.0	0.06388	0.05286	0.11157	0.01696	0.0	0.0	0.0	0.0	2.06375	0.02987	0.03299	0.02527	0.0	8.97965	0.0	0.0	0.0	0.00053	0.2303	0.08888	0.0	0.0	0.18222	0.0	0.23436	0.09532	0.0	0.0	0.0	0.1068	0.0	0.0	0.0	2.34186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28654	0.0	0.0	0.0	0.0	0.0	0.0	1.73006	0.06744	0.0	0.0014	10.22758	0.0	0.0	0.0	0.10969	0.0	0.0	0.42355	0.34765	0.0	0.0	0.0	0.0	0.00897	0.18596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30111	0.0	0.0	0.0	1.00009	0.45846	0.0	0.0	0.0	0.0	0.0	0.0	0.00419	0.0	0.0	0.0135	0.19721	0.0	0.0	0.19184	0.86838	0.0	0.0	0.25599	0.0	0.0	0.0	1.04605	0.0	0.23684	0.0	5.70577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21377	0.16485	1.51556	0.0	0.0	0.0	0.24128	0.54293	0.0	2.3932	0.0	0.0	0.0	0.0	1.66145	0.0	0.0	0.0	0.0	0.64428	0.0	0.09191	0.0	0.01052	0.3171	0.0	0.0	0.0	2.30448	0.0	0.0	0.04541	0.01791	0.0	5.17173	0.0	9.19287	0.0	0.61425	0.0	0.0	0.0	0.29436	0.08498	0.10479	0.05482	0.01828	0.0	0.0	0.0	1.99609	1.04991	0.0	0.0	0.0	0.0	0.0
s__Fusicatenibacter_saccharivorans	0	0.0	0.09064	0.06172	1.56191	0.54221	0.42693	0.01138	0.39221	0.04712	0.0	0.18697	0.60651	0.49499	0.41865	0.04713	0.03397	0.0	0.03246	0.66577	0.08353	0.64368	0.0	0.00765	0.16416	0.0427	0.24054	0.07431	1.7283	0.0	0.04645	0.10098	1.00126	0.01876	0.08474	0.02912	3.43849	2.96662	1.23962	2.33028	0.00923	0.03744	0.06146	1.38762	3.27449	0.01796	0.15774	0.35073	0.05459	0.10682	0.21694	0.0251	0.0	0.05665	0.12652	0.67265	0.11402	0.40807	10.78118	0.02453	0.84815	3.26887	0.04493	0.0	0.0	0.0	0.86531	0.07976	0.14238	0.0	0.61359	0.1749	1.11419	0.23606	1.7468	0.05501	0.04027	0.52016	0.0	0.11314	0.13506	0.26761	0.0	0.10221	0.18156	0.01309	1.3535	4.39764	0.0	0.00325	0.0	0.09101	6.14649	0.11924	0.49992	1.90256	0.02327	0.37893	0.00044	0.11786	1.55448	0.16771	0.0	0.73233	1.37432	0.2257	0.18365	0.06994	0.0	0.10728	0.05049	0.0	0.06026	0.0065	0.03878	0.1575	0.0024	0.68749	0.10712	0.58141	0.18219	0.14374	0.0164	6.52094	0.3456	0.0	0.47962	0.01633	0.1831	0.00539	0.0193	0.0	0.26522	4.88963	0.14513	0.05481	0.11442	0.04636	0.0	1.37274	0.05537	0.03014	0.13312	2.37821	0.0	0.164	0.75831	0.2651	0.3671	0.98726	0.93067	0.2736	0.65588	0.36809	0.75543	0.04207	0.23737	7.3486	2.7338	4.2077	0.15298	0.25125	0.29506	0.0429	0.22042	2.8583	0.87843	0.10668	0.07268	0.0	0.53277	0.12125	0.03386	0.37167	0.89086	0.41485	0.07006	1.52869	0.41575	0.0	0.21916	0.00989	0.0	0.54255	0.059	0.19061	0.8456	1.40122	0.07348	2.01157	0.3574	0.5921	3.92647	0.0	0.29322	0.42049	0.08555
s__Dorea_longicatena	0	0.0	0.0742	0.02627	0.00784	0.13346	0.06531	0.00145	0.00609	0.0	0.01267	0.00386	0.0	0.00844	0.07236	0.00588	0.04941	0.0	0.02055	0.24323	0.0	0.03545	0.0	0.0039	0.02994	0.0791	0.00538	0.03245	0.23156	0.0	0.01988	0.01744	0.01004	0.0	0.00712	0.05887	0.0	0.03655	0.00478	0.54123	0.01095	0.0	0.1852	0.03607	0.02001	0.00175	0.0	0.01163	0.0	0.53939	0.0	0.0	0.0	0.0	0.00628	0.0	0.0	0.00182	0.00313	0.03439	0.03191	0.01415	0.0	0.0	0.0	0.0491	0.05152	0.01324	0.00187	0.43281	0.07438	0.00524	0.0044	0.05103	0.40539	0.0176	0.0	0.0	0.04068	0.01315	0.01071	0.07839	0.0	0.02473	0.03236	0.00429	0.04623	0.16715	0.0	0.0	0.14057	0.0	0.04953	0.05374	0.73665	0.2022	0.0	0.0	0.00453	0.10404	0.05178	0.00181	0.0	0.0203	0.02183	0.0	0.03495	0.0	0.0	0.01419	0.00521	0.0	0.00331	0.0	0.008	0.01185	0.0	0.01291	0.03245	0.1738	0.11196	0.0	0.0279	0.07821	0.05569	0.01704	0.1676	0.0044	0.24053	0.0088	0.0	0.0	0.01833	0.10136	0.01685	0.01738	0.01774	0.01756	0.0	0.03864	0.0344	0.0594	0.44444	0.03003	0.067	0.06626	0.13201	0.0656	0.1444	0.00736	0.12332	0.08669	0.0	0.0	0.06033	0.00861	0.0	0.02191	0.0	0.03483	0.11204	0.0	0.01021	0.07463	0.00423	0.12961	0.07088	0.0203	0.00817	0.0	0.14211	0.0	0.00442	0.03149	0.0077	0.0	0.00865	0.04118	0.00364	0.02759	0.00107	0.01198	0.01575	0.38838	0.0	0.02722	0.0	0.1719	0.01434	0.00477	0.02523	0.0	0.0	0.01488	0.0267	0.0	0.04563
s__Roseburia_hominis	0	0.0	0.07069	0.19284	0.24363	0.21754	0.0	0.22875	4.09606	0.0	0.0	0.73113	0.38364	0.03611	0.01887	0.06279	0.19537	0.0	0.15195	0.22777	0.0674	1.67278	0.8599	0.09514	2.38708	0.00094	0.0	0.07015	0.38302	0.0	0.91031	0.0	0.10771	0.69588	0.57364	0.0	0.12945	0.01628	0.36605	0.0	0.60028	0.32118	0.19191	0.00792	0.0	0.0	0.05484	0.0	0.02668	0.01431	0.00675	0.77972	0.0	0.17886	0.05757	5.21418	0.68332	0.63271	0.10617	0.04293	2.04258	0.0	0.09118	0.12204	0.0	0.0	0.01776	0.0	0.24334	0.0	0.0656	0.25257	0.00573	0.00631	0.0	0.0	0.72736	0.05671	0.0	1.58167	0.76076	0.38022	0.0	0.0	0.09745	0.08568	0.0	0.0	0.0	0.15578	0.0	0.33698	1.11188	1.70444	0.69386	0.09956	0.34241	0.0	0.0	0.06351	0.0	0.05855	0.0	1.42016	0.72121	0.04601	0.0	0.1635	0.0	0.0375	0.37984	0.0	0.0	0.19833	0.0	0.4329	0.02595	0.11006	0.07616	0.20075	0.13081	0.02239	0.09059	0.0	0.00084	0.0	0.0	0.42841	0.0	0.0	0.29198	0.01288	0.0128	1.71431	0.01806	0.18975	0.0	0.06032	0.0	0.23309	0.22542	0.0	0.50615	0.14436	0.0	0.0	0.19785	0.00408	0.14191	0.13037	0.86416	1.72178	0.70738	1.48857	0.11743	1.17314	2.25889	0.07214	0.0	9.57468	0.10053	0.38197	0.38287	0.19993	0.09008	0.0	1.49481	0.09284	0.59807	0.0	0.0	0.03407	0.01494	0.0	0.1702	0.32811	0.43757	0.51	0.05617	0.01073	0.05198	0.0	0.0	0.01092	0.2469	0.03681	0.0139	0.13466	0.0	0.61896	2.03907	4.92553	0.35705	0.35275	0.38717	0.07672	0.05949
s__Oscillibacter_sp_57_20	0	0.0	0.06877	0.20347	0.5687	0.40387	0.0	0.74642	0.30669	1.30927	0.70799	3.17353	5.06739	0.13387	0.07445	0.63632	3.2504	0.0	0.98655	0.64302	0.6368	0.67137	0.02969	0.45956	2.94647	0.03083	0.00819	0.18845	0.35012	0.0	0.00096	0.00748	0.0	2.08438	4.45603	0.0	0.0	0.38236	2.90744	0.45594	0.12439	1.37274	1.14649	0.51477	0.00851	0.0	1.71046	0.0	0.10756	0.39365	0.02566	6.84568	0.0	0.83061	9.31139	5.73856	1.98902	3.57021	0.00715	0.00157	8.03106	0.0	0.94052	0.03449	0.0	0.0	0.0	0.08497	3.60255	0.0	6.83464	0.14318	0.20152	1.93832	3.37707	0.0	2.71856	0.24126	0.3142	3.51319	4.96353	0.67062	0.00141	0.0	4.76079	1.43504	0.94872	0.0	0.0019	0.83252	0.04207	6.86828	1.23554	1.4479	2.06657	0.70426	2.75782	5.47815	0.19631	1.56058	0.00154	0.58235	0.0	2.00862	0.0	0.92206	0.03049	3.66705	0.0	0.30582	2.5602	0.0	0.0	1.4901	0.53437	0.59477	1.36123	4.00221	0.77322	0.0	2.57251	0.57012	0.42358	0.0	0.10436	0.00101	0.01376	1.23728	0.0	0.0	3.79469	0.25467	0.49165	7.17609	0.0	1.25773	0.50064	0.59471	0.0	0.0	1.88522	0.0	1.5096	1.11963	0.02986	0.0	0.29169	0.84958	0.54917	0.83994	0.39081	1.14252	2.58064	1.26891	0.34674	0.0	2.81744	0.0	0.0	4.98123	0.48963	7.19366	1.28469	2.05796	0.0	0.0	3.11837	4.23154	19.88122	0.0	1.92086	6.67681	0.15865	0.0	0.0	5.58496	2.51753	0.0	2.05603	0.6109	0.94542	0.90885	0.0	0.0	2.05761	0.40145	0.0	0.26693	0.13701	6.34802	11.6703	0.64092	0.0	3.43759	0.68949	0.0	0.63852
s__Eubacterium_sp_CAG_274	0	0.0	0.06872	0.01796	0.0	0.0	0.0	0.0	0.0	0.0	0.01017	0.0	0.0	0.0	0.09667	0.0	0.0	0.0	0.0	0.07487	0.0	0.0	0.0	0.0	0.0	0.0	0.00735	0.00131	0.0391	0.0	0.0	0.0	0.0	0.0	0.0	0.19095	0.0	0.06715	0.0	0.0	0.0	0.0	0.04755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00408	0.0	0.0	0.0	0.0	0.05637	0.0	0.0	0.01367	0.05427	0.0	0.0	0.0	0.1567	0.0	0.0	0.0	0.0	0.0	0.0	0.03944	0.0	0.01609	0.0	0.0	0.09304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04241	0.0	0.0	0.0	0.0	0.01862	0.0	0.00532	0.0	0.01049	0.0	0.0	0.0	0.00044	0.00482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01478	0.0	0.0	0.0	0.14948	0.0	0.93915	0.0	0.1128	0.0	0.0	0.0	0.00613	0.00065	0.0	0.0	0.0	0.0	0.0	0.00301	0.0	0.0417	0.00726	0.0	0.0	0.01907	0.0	0.0	0.00419	0.0	0.0	0.0	0.0	0.0	0.07844	0.0	0.0	0.0	0.01698	0.00607	0.00819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00933	0.0	0.0	0.0223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02536	0.0	0.0	0.0	1.25471	0.01964	0.00041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Megamonas_hypermegale	0	0.0	0.06606	0.00374	0.0	0.0	0.0	0.0	0.0	0.01569	0.0	0.00547	0.0	0.0	0.0	0.00263	0.0	0.0	0.0	0.0	0.01556	0.0	0.0	0.0	0.0	0.01385	0.00496	0.0	0.0	0.0	0.0	0.0	0.01471	0.0	0.0	0.79015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00213	0.0	0.01253	0.0	0.0	0.0	0.0	0.0	0.00302	0.0	0.0	0.0	0.0	0.0	0.00363	0.00508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20943	0.0	0.07376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07212	0.0	0.0	0.0	0.09725	0.0	0.0	0.0	0.0	0.0	0.00168	0.0	0.0	0.0	0.0	0.0026	0.0	0.0	0.02479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01762	0.0	0.00121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00319	0.00899	0.0	0.0	0.1361	0.0	0.00273	0.0	0.0	0.00795	0.00562	0.0	0.0	0.0	0.06092	0.0	0.00417	0.0	0.0	0.06608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01987	0.00304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00132
s__Eubacterium_sp_CAG_251	0	0.0	0.05926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03585	0.0	0.0	0.0	0.0	0.01414	0.0	0.0	0.01826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01918	0.0	0.05629	0.0	0.0	0.0	0.0	0.0	0.0011	0.0	0.0	0.06932	0.0	0.0	0.0	0.0	0.04572	0.0	0.07458	0.0	0.01175	0.03689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00542	0.0	0.0	0.16249	0.00318	0.0	0.0	0.01381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0165	0.0	0.0	0.0	0.0	0.0	0.0	0.01668	0.0	0.10468	0.09816	0.0	0.01261	0.0	0.0	0.0	0.06707	0.05205	0.0	0.0	0.10818	0.0	0.0	0.02491	0.0	0.01165	0.12072	0.0	0.02066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08534	0.0	0.0	0.00147	0.0	0.0	0.0	0.0	0.00178	0.0
s__Bifidobacterium_pseudocatenulatum	0	0.0	0.0512	0.0	0.67557	0.0	0.0	0.0	0.0	0.00182	0.0856	0.05245	0.86222	0.05281	0.0	0.0	0.0	1.80534	0.0	0.0	0.03307	0.0	0.05576	0.0	0.00805	0.08991	0.26053	0.21047	0.98854	0.0	0.00697	0.0	0.0	0.0	0.00378	0.02457	0.0	1.8117	0.0	0.0	0.0	0.0	0.03468	0.21368	0.9619	0.0587	0.0	0.0	0.01786	0.01977	0.0	0.00907	0.0	0.01069	0.0	0.0	0.0	0.0	0.0	0.01012	0.0184	0.22847	0.05225	0.0	1.40214	0.03296	0.0	0.0	0.0	0.0	1.1924	0.00121	1.37803	2.09218	0.0	0.04987	0.0	0.02971	0.0	0.0	0.49835	0.03481	0.0	0.0	0.25075	0.02799	0.0	4.4947	0.0	0.0	0.0	0.008	9.53615	0.0	9.56826	0.0	0.0	0.0	0.00494	0.0	0.0868	0.0	0.0	0.65416	0.0	0.04445	0.1262	0.02846	0.36604	0.72388	0.0	0.0	0.0	0.0	0.0	0.0298	0.0	0.10779	0.0	0.08012	0.01737	0.29149	0.0	18.88347	0.00576	0.0	0.12994	0.0	0.02362	0.0	0.0	3.16961	0.22639	3.22919	0.00583	0.0	0.0	0.0	1.21723	0.0	0.0	0.00311	0.0	1.76779	0.0	0.0	0.0	0.0	0.0	0.20449	0.0	0.03696	0.0933	0.03203	0.0	0.08566	0.0	0.0	10.7137	1.9796	0.0	0.35354	0.0	0.01334	0.0	10.17096	0.39356	0.02882	0.0	0.0	0.02326	0.0	0.0	0.40412	1.76387	0.60059	0.04207	0.73948	0.0	0.0	0.2476	0.0	0.0	0.0	0.0	0.07784	0.04504	0.0	0.0	3.47379	0.0	0.0	5.74835	0.50534	0.12355	0.07961	0.0
