clade_name	NCBI_tax_id	D_1118_R4_010202	D_2646_R5_290108	D_3185_R2_160304	D_3313_R0_230300	D_5120_R1_200409-R4_041017	D_6911_R6_271006	FMT_01_t0	FMT_02_t7	FMT_03_t15	FMT_04_t30	FMT_05_t90	FMT_06_t0	FMT_06_t7	FMT_07_t15	FMT_07_t7	FMT_08_t30	FMT_09_t0	FMT_09_t30	FMT_10_t7	FMT_10_t90	FMT_11_t0	FMT_11_t15	FMT_12_t30	FMT_12_t7	FMT_13_t0	FMT_13_t15	FMT_14_t30	FMT_14_t7	FMT_15_t15	FMT_15_t90	FMT_16_t0	FMT_16_t30	FMT_17_t0	FMT_17_t7	FMT_18_t30	FMT_18_t7	FMT_19_t15	FMT_19_t90	FMT_20_t0	FMT_20_t30	FMT_21_t7	FMT_22_t15	FMT_23_t30	FMT_24_t90	FMT_25_t0	FMT_26_t7	FMT_27_t15	FMT_28_t30	FMT_29_t0	FMT_29_t90	FMT_30_t0	FMT_30_t15	FMT_31_t30	FMT_31_t7	FMT_32_t15	FMT_32_t90	FMT_33_t30	FMT_34_t90	FMT_35_t0	FMT_36_t7	FMT_37_t15	FMT_38_t30	FMT_39_t90	FMT_40_t0	FMT_41_t7	FMT_42_t15	FMT_42_t30	FMT_43_t30	FMT_43_t90	FMT_44_t0	FMT_44_t90	FMT_45_t7	FMT_46_t15	FMT_61_t0	FMT_62_t15	FMT_65_t180	FMT_66_t180	FMT_67_t90	FMT_68_t90	FMT_69_t180	FMT_70_t180	FMT_71_t90	FMT_73_t7	FMT_74_t15	FMT_75_t0	FMT_76_t7	FMT_77_t15	FMT_78_t180	FMT_79_t0	FMT_80_t15	FMT_DD_01	FMT_DD_02	FMT_DD_19	FMT_DD_81	R0_230300_t0	R0_230300_t7	R1_200409_t0	R1_200409_t30	R1_200409_t7	R2_160304_t0	R2_160304_t30	R3_200508_t0	R3_200508_t30	R4_010202_t0	R4_010202_t30	R4_041017_t0	R4_041017_t30	R5_290108_t0	R5_290108_t7	R6_271006_t0	R6_271006_t30	S2_FMT_01_t0	S2_FMT_02_t7	S2_FMT_03_t15	S2_FMT_04_t30	S2_FMT_25_t0	S2_FMT_26_t7	S2_FMT_27_t15	S2_FMT_28_t30	S2_FMT_40_t0	S2_FMT_41_t7	Sample_S25222_FMT_01_t0	Sample_S25223_FMT_01_t7	Sample_S25224_FMT_01_t15	Sample_S25225_FMT_01_t30	Sample_S25226_FMT_02_t0	Sample_S25227_FMT_02_t15	Sample_S25228_FMT_02_t30	Sample_S25229_FMT_03_t0	Sample_S25230_FMT_03_t15	Sample_S25231_FMT_03_t30	Sample_S25232_FMT_04_t7	Sample_S25233_FMT_04_t15	Sample_S25234_FMT_04_t30	Sample_S25235_FMT_09_t7	Sample_S25236_FMT_09_t15	Sample_S25237_FMT_09_t30	Sample_S25238_FMT_10_t0	Sample_S25239_FMT_10_t7	Sample_S25240_FMT_10_t15	Sample_S25241_FMT_05_t0	Sample_S25242_FMT_05_t15	Sample_S25243_FMT_05_t30	Sample_S25244_FMT_06_t7	Sample_S25245_FMT_06_t15	Sample_S25246_FMT_06_t30	Sample_S25247_FMT_07_t0	Sample_S25248_FMT_07_t15	Sample_S25249_FMT_07_t30	Sample_S25250_FMT_08_t0	Sample_S25251_FMT_08_t7	Sample_S25252_FMT_08_t15	Sample_S25253_FMT_08_t30	Sample_S25254_FMT_CC_01	Sample_S25255_FMT_CC_03	Sample_S25256_FMT_CC_04	Sample_S25258_FMT_CC_06	Sample_S25259_FMT_CC_07	Sample_S25260_FMT_CC_08	Sample_S25261_FMT_CC_09	Sample_S25262_FMT_CC_10	Sample_S25263_FMT_CC_11	Sample_S25265_FMT_DD_01	Sample_S25266_FMT_DD_02	Sample_S25267_FMT_04_t30
s__Turicibacter_sanguinis	0	0.09891	0.0	0.00254	0.00052	0.03164	0.00272	0.0	0.06928	0.28311	0.50081	0.0	0.0	0.1086	0.00514	0.00316	0.00476	0.0	0.01967	0.0	0.07781	0.3943	0.0	0.0	0.0	0.0	0.00288	0.0	0.00872	0.0	0.0	0.0	0.0051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13343	0.0	0.0	0.11835	0.0	0.0	0.00362	0.0	0.0	0.0	0.00544	0.0	0.0	0.00074	0.0	0.0	0.26359	0.0	0.0	0.0	0.0	0.88484	0.0	0.0	0.0	0.00253	0.0	0.14321	0.0	0.01292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1587	0.0061	0.0	0.0	0.0	0.00239	0.0	0.0	0.0271	0.0	0.0	0.0	0.0	0.0	0.18255	0.00586	0.0	0.0	0.0	0.0	0.12512	0.0	0.0	0.0	0.0	0.0	0.0638	0.0	0.0	0.19862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1646	0.00562	0.0	0.00719	0.0872	0.0	0.0	0.0	0.0	0.02028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_finegoldii	0	0.08838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17656	0.13864	7.27152	0.0	0.16977	0.06715	4.10617	0.29096	0.0	11.13983	0.0	2.43806	0.0	0.62254	0.07938	28.53149	0.0	11.3896	11.05527	0.1502	0.08037	2.95781	0.0	0.05296	0.0	2.34878	2.42869	0.03684	1.08732	0.28346	0.0	0.1351	0.0	0.0	0.0	0.0	0.0	0.06137	0.29827	0.00421	0.0	3.6587	0.0	17.69726	1.32154	3.83775	0.14387	7.76876	1.19629	2.38124	0.0	0.0	0.00063	0.0	0.0	0.0	0.2897	0.88153	0.70873	18.29038	0.22387	0.0	5.64117	0.05323	0.04389	0.0	0.0	0.48255	4.10968	2.64853	0.15386	7.13174	0.24111	0.13457	10.25125	13.84278	0.0	0.0	0.0	0.0	0.0	1.35	0.31561	2.37442	1.7271	0.19516	0.0	0.0	0.0	0.01458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.30992	16.63301	35.52357	0.0	2.214	1.64794	1.14871	0.0	0.15772	2.26146	2.73672	1.14719	3.14865	1.42388	3.7819	0.43763	0.04889	0.03344	0.50297	2.22781	4.6582	1.11077	1.29075	0.07621	0.97422	0.68685	1.41226	0.8961	0.20724	0.14919	0.37911	0.02075	0.0	0.09345	0.0	0.10948	0.16134	0.22626	0.05429	0.04116	0.02156	0.07191	0.24962	0.0	0.02974	0.8777	4.64175	0.84422	0.0	7.45871	0.33448	2.69715	0.0
s__Bifidobacterium_animalis	0	0.08714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23446	0.0	0.0	0.06318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49165	1.71659	0.0	2.03927	0.24568	0.0	0.0	0.0	0.0	0.0	0.07259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.3657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37217	0.0	0.0	0.0	0.00128	0.0	0.0	0.0	0.0	0.0
s__Agathobaculum_butyriciproducens	0	0.08511	0.07644	1.36621	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05594	0.22539	0.36382	0.19714	0.0	0.24609	0.0	0.08025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08708	0.00739	0.0	0.0	0.26054	0.11758	0.0	0.0	0.24519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37607	0.31619	1.23131	0.0	2.51733	0.0	0.0	0.0	0.9864	0.28969	0.0	0.11263	0.09049	0.0	0.81124	1.08849	0.00962	0.50515	0.0	0.3638	0.0	0.94607	0.0	1.55743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01758	0.0	0.0	0.0	1.1463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00773	1.79396	0.50471	0.46016	1.43313	0.0	0.00164	0.0	0.0	0.16226	0.0	0.01232	0.0	0.0	0.0	0.0	0.14954	0.0	0.0	0.0	0.0	0.14606	0.00978	0.04688	0.03908	0.00931	0.0	0.0	0.0	0.0	0.0	0.0	0.11201	0.69169	0.08837	0.28822	0.45347	0.21841	0.0	0.09739	0.26094	0.23361	0.19666	0.08408	0.0	0.35059	0.66507	0.01595	0.30629	1.44208	0.07688	0.02057	0.0	0.0	0.20915	3.07555	0.08558	1.26453	0.33193	0.682	1.56977	0.09958	0.09438	0.15705	0.32476	0.35171	0.49934	2.5251	0.48344	0.0	0.49583	0.06485	0.37131	0.18807	0.00463	0.0
s__Roseburia_faecis	0	0.0823	0.62214	0.28752	0.04733	0.0548	0.02679	0.0	0.0	0.0	0.0	0.0	0.0	0.06365	0.04084	0.0	0.09059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39446	0.0	0.0	0.0	6.15232	0.21911	0.0	0.86465	4.98041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61201	2.88241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06498	8.95844	0.0	1.58323	0.0	0.0	0.0033	0.0	0.01947	0.0	0.02963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09534	1.30259	1.51405	1.13643	0.0	1.86251	0.17361	0.14737	0.0	0.0	0.0	1.00698	0.09298	0.0	8.67254	5.60974	0.0	0.15215	0.0	0.0	0.0	0.0	1.70356	0.0	1.0606	1.18093	3.51403	0.18482	0.17256	0.13901	0.58352	1.87493	0.0	0.48351	2.93659	4.87967	0.51353	0.0	0.0	0.06484	1.78414	4.18067
s__Phascolarctobacterium_faecium	0	0.0797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02376	0.01758	0.0	0.0	0.0	0.0	0.31242	0.04063	0.0	0.0	0.02725	0.0	0.0	0.0	0.0	0.0	0.0	0.39521	0.05596	0.13769	0.01604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98341	0.29995	0.0	0.0	0.44622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37496	1.02593	0.59089	0.21179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61551	0.64867	0.06532	0.50058	0.04575	0.0	0.57312	0.0	0.0	0.0	1.1172	0.0	0.0	0.6127	0.29483	0.94903	0.0	0.2441	0.0	0.0	0.0	0.0	0.0	0.26655	0.18476	0.0	0.0	0.0	0.0	0.24433	0.60971	0.0	1.67975	0.0	0.0
s__Eubacterium_sp_CAG_38	0	0.06774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45784	0.00197	0.0	0.06567	0.24289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0679	0.0	0.0	0.0	0.0	0.0	0.0	4.07922	0.0	0.0	0.0	0.0	0.11276	0.0	0.0	0.0	0.0	0.01668	0.0	0.77407	0.0	0.0	0.32304	0.81793	0.0	0.03396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91394	0.0	0.0	0.0	0.0	0.0	0.0	1.28037	0.0	0.0	0.30717	0.0	0.0	0.0	0.0	0.00429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63734	0.0	0.0	0.0	0.0	0.0	0.00055	0.0	0.0	0.0	0.06796	0.03432	0.0	0.38865	0.0	0.0	0.0	1.10555	0.03617	0.00446	6.29105	0.0	0.0	0.0	0.0
s__Barnesiella_intestinihominis	0	0.06745	0.0068	0.0	0.01543	0.15661	0.07077	0.0	0.0	0.0	0.0	0.84294	0.0	1.39717	0.96352	2.96682	2.8235	0.0	3.03536	0.0	4.03561	0.0	0.13206	0.0827	0.0	0.0	0.0	0.0	0.11472	0.44198	0.0	0.0	0.0717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27329	0.57941	0.04691	0.0	2.02562	0.0	0.54833	1.46163	4.04573	0.06612	3.35969	0.60864	1.18311	0.0	0.0	0.0	0.0	0.0	0.0	0.99633	0.0	2.25525	0.0	0.98933	0.0	0.0	0.73285	2.72486	0.0	0.0	0.0	0.5046	1.52509	0.12779	3.72959	1.081	1.75644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9498	0.44644	0.675	0.0	0.53227	0.0	0.02604	0.0	6.67731	0.0	0.0	0.0	0.0	0.0	0.05154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09338	0.74701	0.17883	0.0	1.28511	0.21182	0.09001	0.0	0.13343	0.0	5.05842	5.421	8.39832	2.64062	6.84003	2.02863	0.37139	0.28715	0.0	4.19876	7.16148	7.3376	0.3997	0.05649	7.24595	0.4785	1.65974	0.75517	3.83427	3.70964	4.99355	0.52271	0.13161	3.15321	0.0	0.0	2.13843	1.68522	2.05725	2.01836	1.20526	0.04322	1.60801	0.81819	0.75351	2.70445	3.89199	0.0	0.0	2.61012	0.0	4.15672	0.40248
s__Alistipes_shahii	0	0.06266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14239	0.0	0.03291	0.08686	0.0	0.16931	0.0	0.0	0.0	0.0	0.0	0.00093	0.0	0.0	0.0	0.0	0.0	0.00997	0.02291	0.0	0.0	0.00166	0.0	0.02745	0.01248	0.00688	0.04488	0.0008	0.0	0.05593	0.0	0.0	0.0	0.0	0.0	0.00643	0.03143	0.0	0.0	0.05593	0.0	0.09353	0.20985	0.06207	0.0	0.03747	0.02032	0.02143	0.0	0.0	0.0	0.0	0.0	0.0	0.03933	0.0	0.07595	0.22325	0.0194	0.0	0.20736	0.03833	0.15257	0.0	0.0	0.0	0.29148	0.03574	0.00345	0.11166	0.02704	0.13064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07617	0.06377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25158	0.02881	0.20579	0.05746	0.0	0.00991	0.0216	0.02178	0.0	0.00921	1.17375	0.34917	0.37118	0.99365	0.05659	0.93861	0.1284	0.23859	0.04475	0.16313	0.09216	0.01278	0.25091	0.0178	0.02174	0.19455	0.0	0.15341	0.20038	0.17387	0.31192	0.12225	0.37115	0.01571	0.0998	0.14798	0.09367	0.18265	0.10917	0.46369	0.44696	0.48113	0.73759	0.02405	0.0	0.0009	0.18185	0.0	0.37279	0.0	0.20114	0.19017	0.10334	0.0
s__Lachnospira_pectinoschiza	0	0.05532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0137	0.0	0.24602	3.04112	0.0	1.43066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05075	0.33272	0.0	0.0	0.04141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.62804	2.51109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39164	0.0	0.0	0.0	0.20152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.37215	0.69014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77243	0.31136	0.0	0.0	0.0	0.09688	0.0	5.56256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22254	0.0	0.0	0.0	4.20153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01224	0.0	0.0	0.0	0.0	0.0	0.0	1.09841	0.0	0.0
