clade_name	NCBI_tax_id	SID5411-1	SID5411-2	SID5411-3	SID5411-4	SID5412-1	SID5412-2	SID5412-3	SID5412-4	SID5413-1	SID5413-2	SID5413-3	SID5413-4	SID5414-1	SID5414-2	SID5414-3	SID5414-4	SID5415-1	SID5415-2	SID5415-3	SID5415-4	SID5416-1	SID5416-2	SID5417-1	SID5417-2	SID5417-3	SID5417-4	SID5418-1	SID5419-1	SID5420-1	SID5420-2	SID5420-3	SID5421-1	SID5421-2	SID5421-3	SID5421-4	SID5423-1	SID5423-2	SID5423-3	SID5423-4	SID5425-1	SID5425-2	SID5425-3	SID5425-4	SID5426-1	SID5427-1	SID5427-2	SID5427-3	SID5427-4	SID5428-1	SID5428-2	SID5428-3	SID5428-4	SID5429-1	SID5429-2	SID5429-3	SID5429-4	SID5433-1	SID5433-2	SID5433-3	SID5433-4	SID5434-1	SID5434-2	SID5434-3	SID5434-4	SID5435-1	SID5435-2	SID5435-3	SID5435-4	SID5438-1	SID5438-2	SID5438-3	SID5438-4	SID5439-1	SID5439-2	SID5439-3	SID5439-4	SID5440-1	SID5440-2	SID5440-3	SID5440-4	SID5441-1	SID5441-2	SID5441-3	SID5441-4	SID5442-1	SID5442-2	SID5442-3	SID5442-4	SID5443-1	SID5443-2	SID5443-3	SID5443-4	SID5444-1	SID5444-2	SID5444-3	SID5444-4	SID5445-1	SID5445-2	SID5445-3	SID5445-4	SID5446-1	SID5446-2	SID5446-3	SID5446-4	SID5448-1	SID5448-2	SID5448-3	SID5448-4	SID5449-1	SID5449-2	SID5449-3	SID5449-4	SID5450-1	SID5450-2	SID5450-3	SID5450-4	SID5451-1	SID5451-2	SID5451-3	SID5451-4	SID5452-1	SID5453-1	SID5453-2	SID5453-3	SID5453-4	SID5454-1	SID5454-2	SID5454-3	SID5454-4	SID5455-1	SID5455-2	SID5455-3	SID5455-4	SID5457-1	SID5457-2	SID5457-3	SID5457-4	SID5458-1	SID5458-2	SID5458-3	SID5458-4	SID5459-1	SID5460-1	SID5460-2	SID5460-3	SID5460-4	SID5461-1	SID5461-2	SID5461-3	SID5461-4	SID5462-1	SID5462-2	SID5462-3	SID5462-4	SID5463-1	SID5463-2	SID5463-3	SID5463-4	SID5465-1	SID5466-1	SID5466-2	SID5466-3	SID5466-4	SID5467-1	SID5467-2	SID5467-3	SID5467-4	SID5468-1	SID5468-2	SID5468-3	SID5468-4	SID5469-1	SID5469-2	SID5469-3	SID5469-4	SID5470-3	SID5470-4	SID5473-1	SID5473-2	SID5473-3	SID5473-4	SID5474-3	SID5474-4	SID5476-1	SID5476-2	SID5476-3	SID5476-4	SID5477-1	SID5477-2	SID5477-3	SID5477-4	SID5478-1	SID5478-2	SID5478-3	SID5478-4	SID5479-1	SID5479-2	SID5479-3	SID5479-4	SID5480-1	SID5480-2	SID5480-3	SID5480-4	SID5481-1	SID5481-2	SID5481-3	SID5481-4
s__Ruminococcus_bromii	0	2.0571	4.19836	1.59981	1.5408	0.0	0.0	0.0	0.00685	3.06763	7.32571	3.81683	3.67937	2.67894	7.80792	1.43085	11.58727	2.09961	2.34848	3.39367	11.3143	0.00237	0.0	0.0	0.0	0.0	0.0	0.0	0.00233	0.67128	5.39008	7.96064	4.53614	6.14871	2.38796	8.46624	0.38204	0.0	0.75118	4.09403	6.7576	10.49021	6.05182	0.00798	0.0	5.09726	11.01509	10.83765	10.82347	1.07459	4.29836	5.80596	6.05218	6.55791	2.58365	10.5042	8.90305	13.47162	31.04265	23.00837	7.77496	1.9509	1.73134	4.16468	1.65177	5.50883	11.26087	6.57426	11.48269	0.00769	0.02662	0.13168	0.01407	0.0	0.0	0.00083	0.0	0.3454	4.81439	2.92395	0.92763	2.33402	3.55689	2.07867	4.12706	4.33462	13.58799	7.2008	8.68649	3.87257	0.44793	0.0112	0.0	0.0	0.0	0.0	0.0	0.01181	0.0	0.0	0.0	2.32488	5.55047	5.23463	3.94461	7.04872	0.00139	0.0	0.0	0.0	0.0	0.00069	0.0	0.0	0.0	0.0	0.0	0.86366	3.55092	1.88534	2.81518	1.07628	6.40898	8.44717	0.87769	2.13205	0.0	0.0	0.0	0.0	4.57201	4.28696	6.97581	6.4237	0.0	3.14649	1.27312	0.00216	15.53455	2.80462	3.32357	1.96076	7.95771	0.00053	0.0	0.00045	0.00037	5.88829	14.42905	4.27662	2.63194	0.0	0.0	0.0	0.0	0.39067	3.42952	0.05919	1.66327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.68806	3.7634	5.11989	2.69042	6.66871	5.28571	1.63507	9.64668	0.0	0.0	3.06619	2.27857	4.43557	1.75317	6.08023	6.76956	6.6068	8.51714	2.38283	3.64084	2.62468	1.69136	0.60461	5.53507	1.83689	2.12872	2.33293	2.00183	0.91297	9.21514	6.17812	5.51993	0.0	0.0	0.0	5.17866	2.69904	0.0	0.0	0.0
s__Dorea_longicatena	0	1.72072	2.30616	2.5771	2.58072	0.33397	2.20813	1.82701	1.14961	1.87231	2.39434	1.58309	1.62127	1.65648	1.00129	0.87443	2.13505	1.2485	1.43889	1.60198	0.80299	1.95566	1.01284	0.0	0.0	0.0	0.0	3.88673	1.97704	1.76047	11.3078	4.52452	0.23712	0.53057	0.25547	0.39222	0.25007	0.1271	1.7595	1.06796	0.57274	0.85023	1.09046	0.68463	1.88561	0.59494	0.90048	1.91239	3.24873	3.73806	3.24578	3.40758	2.27671	1.08494	0.47411	0.90402	0.55512	7.11678	1.90143	3.62719	3.50847	0.56301	1.57114	1.20161	0.28899	0.69705	0.92272	1.06302	1.0258	5.3554	1.46472	6.79525	6.59592	0.73465	0.21992	0.79924	0.29422	3.64566	1.91716	3.26282	1.30175	0.5271	0.86305	0.2367	0.26517	0.66126	0.37665	0.44721	1.12367	0.86578	3.75479	0.74068	2.79604	2.62221	2.30209	1.11775	3.12202	1.56143	0.77186	1.36701	1.82687	2.11018	1.34018	0.85637	1.10005	0.44535	0.0278	0.31956	0.98126	0.76856	1.24496	0.84084	0.51575	0.0	0.0	0.0	0.0	0.65222	1.04542	1.51808	2.34958	1.09495	1.75893	2.962	2.31528	2.39632	0.66296	1.55054	0.80381	0.80757	0.51875	0.52719	0.42595	0.28998	1.05798	1.17325	2.16857	0.79726	2.11567	5.24305	3.6972	0.51309	3.07273	0.35321	0.39848	0.1781	0.30637	1.21935	2.60691	2.68426	0.56112	0.71431	0.99212	0.87552	0.47234	0.19682	0.25034	0.56169	0.1343	5.6037	0.93957	0.55944	0.21786	1.74535	0.0	0.0	0.0	0.0	1.06889	0.99728	0.85711	0.60885	1.31747	1.28772	0.46375	1.43017	0.47276	0.60634	1.53497	0.55197	1.01142	1.46405	0.76791	0.78749	0.50192	0.34481	0.19547	0.22874	0.94415	1.42929	1.36546	0.5532	0.30818	0.12841	0.66348	0.66769	0.89359	2.12686	0.7272	0.5588	0.0	0.0	0.0	0.0	1.05226	1.18273	0.44335	1.05288
s__Collinsella_aerofaciens	0	1.52488	1.0175	1.72623	1.63763	10.80328	5.03731	5.16525	2.14954	12.66631	6.70831	8.20411	3.17305	1.31724	1.59446	1.18275	2.30163	0.41555	0.44715	0.90519	0.43137	1.64682	0.5008	0.0954	1.87872	1.86156	0.46805	0.0	0.99139	0.41845	4.29988	5.77941	0.34028	0.21634	0.23184	0.07583	1.29151	0.69256	2.8144	4.69403	1.0437	1.40467	1.11471	0.86796	0.85354	0.00285	0.00057	0.0	0.00103	0.21846	0.36597	0.91113	0.1765	1.31283	1.12705	1.33687	1.09813	6.42776	2.41754	0.88163	1.00993	1.43054	3.2397	2.97615	0.29326	0.50232	2.28891	1.17636	2.07602	2.31446	0.76081	3.46081	1.42391	2.09197	0.1738	0.83024	0.19907	0.98244	0.7053	1.02139	0.35126	0.58433	0.54809	1.41958	0.26731	1.02736	0.56997	1.04843	2.54833	2.09631	0.49857	0.65671	0.671	0.0	0.0	0.0	4.23587	4.90719	4.22981	6.08994	2.68349	5.58715	2.00875	1.67933	1.10083	0.00037	0.0	0.0	0.0	0.74967	1.59223	1.02478	0.55438	0.76827	0.57047	0.65975	0.47503	0.60934	0.27853	0.64106	1.25324	0.0136	0.00403	0.44923	0.1626	0.14419	0.0	0.00044	0.0	0.00052	0.81038	0.32752	0.87605	1.40295	0.69046	1.03506	2.79198	0.54989	2.09805	3.1161	3.73022	1.29813	2.45737	0.0	0.0	0.0	0.00078	0.41195	1.91343	0.85563	0.35427	0.83644	0.67021	0.72446	0.41876	1.79929	1.0575	1.19142	0.86946	2.17061	0.53457	0.91282	0.36834	0.93569	0.32464	1.2006	10.38424	1.75618	0.81031	0.41142	0.6518	0.44424	3.22806	2.30172	2.3933	5.69772	0.29561	0.16516	2.09317	0.64622	2.76075	0.77711	0.89421	1.05233	6.43188	5.10606	4.6289	5.76702	0.63879	0.46601	1.32571	0.83689	0.66759	0.3307	1.99855	1.28859	0.74324	1.16836	0.4544	0.79053	1.33457	2.69505	4.08971	1.67415	1.61449	3.80003	0.55685	2.88563
s__Intestinibacter_bartlettii	0	1.49712	0.62985	2.01749	2.10013	0.02064	0.08103	0.05128	0.00027	0.0	0.18902	0.09287	0.05821	0.0	0.02114	0.0	0.0	0.01225	0.46349	0.01627	0.09995	0.2676	0.0639	0.0	0.0	0.0	0.0	0.0	0.64039	0.0	0.0	0.0	0.13029	0.01955	0.20668	0.00118	0.02799	0.02171	0.04686	0.08482	0.00442	0.00341	1.80165	0.30319	0.62293	0.32184	0.00825	0.0388	0.28745	0.0	0.00858	0.06462	0.13729	0.03248	0.06463	0.08575	0.14552	0.0	0.02345	0.0	0.0	0.00679	0.03846	0.00036	0.0	0.0103	0.0	0.10416	0.08864	0.11515	0.01513	0.02005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.02235	0.0678	0.06064	0.06176	0.0068	0.0	0.05891	0.05166	0.05666	0.13897	0.07207	0.0962	0.24044	0.19118	0.12319	0.04757	0.10136	0.01557	0.00565	0.02295	0.0	0.25829	0.0	0.0	0.0	0.01658	0.0	0.0123	0.0	0.0	0.0	0.01314	0.0	0.00439	0.0739	0.07547	0.34274	0.04367	0.0	0.41475	0.75139	0.21346	0.7894	0.15175	0.1894	0.08498	0.04316	0.03144	0.0	0.05388	0.00415	0.0007	0.00543	0.00429	0.00706	1.14317	0.7283	0.29579	0.2003	0.29565	0.0	0.0	0.00492	0.0	0.0	0.08451	0.00229	0.19155	0.0	0.00563	0.0	0.0	0.03234	0.0	0.0	0.0	0.00408	0.68115	0.78028	0.60033	0.79613	0.1502	0.09283	0.0	0.01137	0.22945	0.39528	0.10035	0.38311	0.05957	0.03172	0.3088	0.33732	0.05958	0.22736	0.16768	0.15841	0.11243	0.036	0.89264	0.8279	0.11854	0.02529	0.04346	0.40777	0.16756	0.01414	0.06301	0.12198	0.26271	0.04889	0.26121	0.17794	0.09029	0.18811	0.1745	0.11739	0.11201	0.17227	0.24661	0.22559	0.26847	0.0355	0.00943	0.01422
s__Fusicatenibacter_saccharivorans	0	1.33921	3.92669	2.35553	2.24752	1.42578	1.11504	2.48036	0.68352	1.72191	0.19876	0.15503	0.10149	2.73347	13.75038	3.41902	13.82361	1.2876	1.6847	1.12974	3.36695	1.1255	1.9722	0.19504	0.87761	0.60075	0.0	8.09239	1.17332	0.33577	2.77681	1.18086	0.5818	2.60267	6.1825	2.0773	0.6478	0.99738	1.968	1.5882	0.34036	0.31073	0.0771	0.65676	1.12737	1.81715	2.68262	2.4348	4.79504	2.37396	1.37048	3.68009	2.26897	0.57446	0.84433	0.30749	1.46054	0.0	0.0	0.00024	0.0	0.93023	0.75302	1.95715	0.25294	3.69766	3.57569	10.66713	2.70291	3.41241	0.53994	1.45281	1.77517	0.57985	0.16455	0.38934	0.5097	5.17493	3.58255	2.48725	2.82875	1.0237	1.34316	0.53252	0.38389	2.3698	3.66566	2.9179	2.86141	1.24868	6.44903	1.2298	2.16378	1.97535	0.56126	1.01326	1.2288	0.89345	2.72337	1.77108	0.57752	4.87766	2.25824	4.14197	1.20736	0.65618	0.05002	2.20411	2.67451	1.4407	1.48691	1.71905	2.19388	0.29973	0.37899	1.58857	0.86842	4.08751	0.92232	2.99523	2.32879	2.87989	0.8407	6.66826	4.49224	2.82488	1.28531	1.99688	3.28757	3.34957	1.67838	1.01106	2.49724	3.76921	0.40906	0.44241	0.33356	0.15124	1.74879	1.88072	1.42533	0.99788	4.51909	3.52145	4.62462	3.03095	1.23038	2.37924	3.66332	3.26931	2.28913	1.28182	2.41389	2.0636	2.44459	3.77672	1.44882	1.38952	1.18715	6.39288	1.88797	1.42512	0.94732	3.35379	0.0	0.0	0.0	1.50006	0.29549	0.46379	0.12557	0.44866	2.77312	3.11152	1.97284	1.62567	0.22393	0.45237	1.09333	0.4336	0.52	1.69478	0.74147	0.79954	1.93379	2.67865	1.81748	3.56892	2.112	3.0245	2.79244	2.20004	3.25732	1.56166	1.80681	1.8438	0.68278	0.47669	0.38386	2.24415	0.0	0.0	1.54281	1.06183	3.43363	2.33926	1.72664	2.63474
s__Bacteroides_caccae	0	1.32306	0.6088	0.34591	0.35193	0.52237	0.88827	1.06682	0.8909	0.0	0.0	0.0	0.0	0.5489	0.28952	0.55912	0.26889	0.17101	0.14977	0.44544	0.0484	0.15926	5.25514	6.3276	1.75413	1.0531	0.21753	0.02634	2.49286	2.02097	0.11806	0.07325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55279	0.66836	0.77243	1.24241	2.52248	0.00865	2.17713	1.32343	0.37373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05276	0.05853	0.02972	0.1231	0.28139	0.41322	0.1754	0.14832	0.0	0.0	0.0	0.0	0.418	0.21874	0.78607	0.39075	0.0	0.0	0.0	0.0	0.19094	0.01752	0.62384	1.26331	0.32623	0.18476	0.16283	0.09696	0.62359	0.51471	0.84386	1.34412	0.47832	0.02471	0.53582	0.108	0.73193	8.96848	4.4153	2.79441	0.0	0.0	0.15757	0.08423	0.0	0.0	0.0	0.05926	0.0	0.0	0.0	0.0	1.00372	0.32459	0.91215	0.43465	0.55835	1.01832	1.9221	0.70509	0.23323	0.16746	0.12387	0.22192	0.0	0.0	0.0	0.0	0.0	0.44535	0.71273	0.56061	0.66866	0.32855	0.30886	0.49637	0.32034	1.64924	3.47712	1.11037	1.23907	0.09504	0.29043	0.75722	0.0	0.09421	6.6081	1.75901	7.0863	5.37611	5.99919	0.21705	0.01413	0.00316	0.0	0.0	0.0	0.0	0.00073	0.00038	0.0	0.04471	0.09026	0.08116	0.8142	0.0778	0.22714	0.0	0.0	0.0	0.0	0.1051	0.27495	0.12923	0.149	0.66209	2.84532	1.187	5.97205	0.37125	0.99427	0.02733	0.08281	0.90383	0.13026	0.21824	0.46215	5.94088	2.35377	3.28313	5.73866	0.71058	0.47259	0.21167	0.44865	0.3818	0.99303	0.2188	0.12529	0.35129	0.69425	0.11786	0.44957	2.83311	5.19107	0.697	0.17365	0.05024	0.02479	0.09578	0.10516
s__Coprococcus_comes	0	1.12646	0.72548	0.95153	0.95124	2.22262	4.25732	4.98955	4.24344	4.25076	4.11384	2.11391	1.61706	1.41274	0.59955	1.08121	2.0211	0.61569	1.27369	0.62344	0.61744	1.6312	0.92712	0.0	0.0	0.0	0.0	0.91146	2.23815	0.41493	3.40881	5.6608	1.2168	1.15724	1.87327	0.63347	0.19156	0.09436	0.53215	0.6318	0.38148	0.70448	0.63817	0.64957	2.08297	0.36576	1.05097	1.32185	1.22	0.91294	0.58167	0.41929	0.26943	0.63081	1.7207	0.88465	0.83113	5.77017	1.31942	3.23471	3.91266	0.58175	0.80416	0.66704	0.29875	0.29999	0.84943	0.55242	0.81891	1.71105	0.47393	1.56347	2.00068	0.35176	0.23698	0.26515	0.27538	0.36727	1.77551	3.05828	1.02082	0.45065	0.63882	0.34716	0.39206	0.88218	0.52608	0.76969	2.32485	0.59166	0.94475	0.39268	0.98322	1.41306	2.72725	0.7605	3.77673	2.79182	1.82047	1.57856	0.77817	0.0	0.0	0.0	1.46532	0.66897	0.04936	0.42405	1.56248	2.45559	3.89649	0.33088	1.15832	1.16574	1.37763	1.71613	2.17089	1.38153	0.79699	0.91619	2.03064	1.79691	2.25052	1.84778	2.93201	2.02356	0.0	0.0	0.0	0.0	1.4457	0.77831	0.99198	1.94686	0.75291	0.79984	2.16864	0.88431	3.04935	4.87874	1.9132	0.0	1.74127	1.20643	1.36531	0.85322	1.81352	0.75312	1.99582	1.73723	0.33327	1.02879	0.67177	0.21225	0.18893	0.51598	0.49282	1.27006	1.41061	2.00816	1.22211	1.1423	1.35122	1.55446	0.0	0.0	0.0	0.0	1.96684	1.24802	0.609	0.92467	1.15396	1.03947	0.84054	1.84711	0.61854	1.29396	1.89584	0.32253	0.27459	1.71511	1.41082	1.35049	0.04356	0.10952	0.04256	0.00503	1.34974	1.15894	1.14564	0.62579	0.22757	0.08519	0.44628	0.57239	0.5753	1.14095	0.36486	0.65204	1.38504	3.0637	1.43702	0.38152	1.66793	2.83098	0.34409	2.44348
s__Bifidobacterium_adolescentis	0	0.93718	0.02368	1.03097	1.04195	1.15787	1.22072	2.02539	0.37654	3.02795	1.38023	1.48171	0.18361	0.18006	0.04975	0.16301	0.43679	5.01306	2.5727	8.50145	0.11799	1.58216	1.3779	0.0	0.0	0.0	0.0	0.0	0.74763	0.16827	0.98216	4.66353	0.26576	0.02205	0.20863	0.18473	0.60065	0.07632	3.53074	1.51769	3.61887	0.63612	0.46569	0.02122	0.65148	0.46015	1.74059	1.74768	0.58678	0.0	0.0	0.0	0.00162	1.85866	0.36905	5.5312	6.07252	0.0	0.00069	0.0	0.0	3.38206	6.63479	6.89794	0.0254	8.43934	25.91931	1.03603	0.4268	0.60759	0.30153	3.44132	1.32102	0.20832	0.0	0.0	0.0	0.0	0.03866	0.47339	0.08652	0.7138	0.68821	2.01378	0.04437	0.2458	0.0946	0.44014	10.55378	1.9325	0.84915	0.35765	1.68464	0.0	0.0	0.0	0.0	6.49133	4.87709	1.69153	0.28178	4.17348	0.76452	0.7096	0.30562	2.45884	0.07096	0.0	0.0	1.08092	1.74045	0.11856	0.47882	0.0	0.0	0.0	0.0	3.28578	0.0	2.39027	1.97457	0.05258	2.66768	0.08224	2.81057	0.37376	1.87414	0.9673	0.09728	0.01076	0.91248	0.88999	3.35677	0.90829	0.59035	2.99933	0.56555	0.14302	5.15673	3.11797	8.95734	0.23878	2.33876	0.0	0.0	0.0	0.0	0.29524	0.5505	0.188	0.06389	0.0	0.0	0.0	0.00023	4.28842	0.03994	1.40885	0.78681	0.0	0.34997	0.0	0.78516	0.36593	0.26068	1.11454	3.69066	7.86078	0.92818	0.47573	2.34071	0.00993	6.24384	1.87152	4.6042	6.23413	0.26577	0.06356	1.66055	3.45796	2.61622	1.24611	1.22291	2.11469	2.85501	4.95025	9.23531	3.79213	1.13347	0.42841	0.91579	0.65433	0.69554	0.06443	6.4595	4.39043	0.46275	0.515	1.69194	0.60827	0.68056	0.60763	3.26003	1.41763	0.63844	1.39559	0.51919	0.00204
s__Firmicutes_bacterium_CAG_83	0	0.88463	1.32524	1.3778	1.27992	0.0	0.0	0.0	0.44361	0.32896	0.39879	0.83986	1.29342	0.41668	0.27407	0.11304	0.1783	0.01363	0.01491	0.0	0.01411	0.96675	0.32519	1.79636	5.64497	1.35831	0.0	0.0	0.29576	2.04574	18.80695	1.48519	0.00253	0.01438	0.14186	0.19278	0.01223	0.01375	0.00746	0.06431	0.04958	0.05015	0.13014	0.35671	0.27387	0.23543	0.64611	0.14698	0.41659	0.18526	0.00053	0.0573	0.00095	0.41311	0.716	0.64545	0.67571	0.0	0.0	0.0	0.0	0.25869	0.54548	0.37844	0.09759	0.78952	1.21427	0.65522	0.83732	0.07453	0.01185	0.23945	0.03521	0.24254	0.20639	0.22455	0.12267	0.0	0.01591	0.10715	0.07055	0.04799	0.13423	0.1851	0.11118	0.22402	0.18616	0.25952	0.22337	0.02063	0.00755	0.01097	0.01092	4.73543	1.9504	10.82803	3.94163	0.08489	0.22439	0.27218	0.56698	0.45157	0.82029	0.19156	0.19463	0.18934	0.22984	0.0	0.0	0.63467	0.15678	0.49043	0.84983	0.17556	0.11824	0.12529	2.31373	0.27752	0.03754	0.04832	0.0791	0.0	0.16895	0.44975	1.12595	0.09283	0.0	0.0	0.0	0.0	0.19181	0.1547	0.09721	0.21534	0.02338	0.03946	0.03084	0.02587	0.22236	0.29848	0.32671	0.55806	0.01057	0.11189	0.28644	0.59408	0.14854	0.31246	0.59325	0.86904	2.00911	0.06556	0.11034	0.09183	0.04824	0.00778	0.01519	0.00501	0.05151	5.08597	0.18504	0.09952	0.0233	0.21102	0.0	0.0	0.0	0.0	0.16328	0.11499	0.07735	0.06762	3.18815	7.26966	4.19653	5.02908	0.13133	0.08969	0.27463	0.11885	0.10097	0.356	0.09418	0.04434	0.27901	0.01976	0.1938	0.08609	0.2711	0.44478	0.13701	0.26275	4.42327	1.66994	2.00174	0.83552	0.05042	0.07002	0.08624	0.24159	0.0	0.0	0.0	0.0	0.09222	0.03637	0.01792	0.04684
s__Eubacterium_ventriosum	0	0.87752	2.44871	0.70111	0.73378	0.0	0.0	0.0	0.0	0.34167	0.16105	0.39025	0.15207	0.18164	0.54404	0.15704	1.61607	0.18522	0.51576	0.63494	0.21836	0.62564	1.07239	0.0	0.0	0.0	0.0	0.37294	0.01184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17644	0.24392	0.31999	0.35728	0.20798	0.1848	0.40399	0.24554	0.00721	4.22161	0.61602	0.20125	0.7152	0.0	0.0	0.0	0.0	0.38383	0.42319	0.19986	0.53673	0.12743	0.02282	0.30989	1.21296	0.00017	0.01333	0.0422	0.04829	0.08137	0.11613	0.10774	0.57487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35614	0.49066	0.18719	0.16919	0.39385	0.07495	0.17169	0.49034	0.17896	0.20147	0.68783	0.35483	0.06341	0.31536	0.02726	0.0	0.0	0.0	0.00845	0.12244	0.08168	0.04795	0.01574	0.0	0.0	0.0	0.0	0.2594	0.05627	1.17164	1.44486	0.0	0.0	0.0	0.0	0.61388	0.30086	0.28694	1.74688	0.01852	0.01487	0.0	0.04055	0.4401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12993	0.61073	1.05694	1.91554	0.12405	0.17523	0.10705	0.03677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85642	0.65737	0.58816	0.29123	0.0	0.0	0.0	0.0	0.68297	0.18797	0.85575	0.19305	0.11459	0.0	0.0	0.0	0.0	0.02126	0.12137	0.04827	0.18634	0.00418	0.0	0.0	0.0	0.1382	0.07816	0.2465	0.07866	0.21534	0.01912	0.07293	0.14149	0.0	0.0	0.0	0.0	0.61997	0.28914	0.16311	0.26155	0.05579	0.21045	1.42844	0.5587	0.17754	0.05489	0.13628	0.25469	0.35324	0.25623	0.54053	0.15883	0.04368	0.22595	0.0342	0.12587
s__Desulfovibrio_piger	0	0.87215	0.38871	0.52967	0.512	1.02985	0.89609	1.28213	1.97637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02702	0.59848	0.95821	2.74172	1.07713	0.23136	0.0	0.06149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06495	0.0	0.0	0.0	0.0	0.0	0.22315	0.0	0.24466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25208	0.12096	0.27808	0.334	0.0	0.0	0.0	0.0	0.09602	0.16516	0.26498	0.25391	0.0	0.0	0.0	0.0	0.8159	0.68736	0.4925	0.342	0.0	0.0	0.0	0.0	0.37475	0.66529	0.72977	0.92977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.80151	1.28375	0.93843	1.6537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04993	0.04778	0.30714	0.0	0.0	0.0	0.0	0.0	0.0	0.74176	0.71825	0.66051	0.11755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07895	0.18309	0.07081	0.41986	0.0	0.0	0.0	0.0	0.56414	0.41122	0.39921	0.80243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18233	0.0	0.0	0.0	0.0	0.73413	0.60167	0.3629	0.19463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Barnesiella_intestinihominis	0	0.83417	0.25668	0.61997	0.63133	0.22056	0.48195	0.14145	0.06326	0.0	0.0	1.51776	1.82313	0.19274	0.14512	0.20445	0.04244	0.11927	0.10787	0.37335	0.01588	0.87122	0.70049	0.0	0.0	0.0	0.0	0.0	0.17876	2.74781	0.1246	0.18725	1.36007	1.97381	3.48771	5.32181	0.0	0.0	0.0	0.0	0.25222	0.44416	0.86785	0.77754	0.17204	0.0	0.0	0.0	0.0	0.2946	1.37737	0.07184	0.34606	1.06	1.97395	1.10096	2.38788	0.02452	0.10211	0.03927	0.04113	0.14799	0.15112	0.04047	0.04682	1.43615	0.22775	0.85214	0.91778	0.45976	0.4389	0.60089	0.59351	0.02	0.00929	0.11246	0.03064	0.0	0.00823	0.46709	0.34706	0.20483	0.24351	0.15277	0.37804	0.95913	1.22388	1.22874	0.77894	0.39334	0.47504	0.87892	0.16446	0.0	0.0	0.0	0.0	0.11972	0.37831	1.12373	0.55785	0.10111	0.51792	0.7252	0.39151	0.56753	2.51608	0.0	0.0	0.21306	0.11999	0.10762	0.14529	0.0	0.0	0.0	0.0	0.43714	0.17893	0.09042	0.72981	0.28083	0.0	0.02752	3.29475	4.23721	0.1751	0.18069	0.4198	0.88121	0.45017	0.41616	0.83969	0.40735	0.0	0.0	0.0	0.0	0.27683	0.36566	0.4832	0.70417	0.00684	2.46167	0.68169	2.08985	0.77155	0.24578	0.01795	0.08428	0.06664	0.80707	1.02897	1.35854	1.29627	0.08423	0.44511	0.46312	0.31109	0.0118	0.0122	0.14589	0.00607	0.01319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02527	0.52925	0.17766	0.15883	0.28396	0.63562	0.17465	0.52478	1.1743	1.21636	0.23617	0.48435	0.87127	0.52939	1.59614	0.98948	0.48292	0.91962	0.11623	0.35167	1.93319	0.08232	0.22525	0.14075	0.17987	0.1894	0.21662	0.35104	0.91036	1.22284	0.66469	0.11746	0.61944	0.41226	0.51915	0.10631
