clade_name	NCBI_tax_id	HCO02	HCO07	HCO09	HCO11	HCO12	HCO53	HCO61	HCO64	HCO67	HCO70	HCO72	HCO74	NO01	NO02	NO03	NO04	NO05	NO06	NO08	NO09	NO10	NO11	NO12	NO13	NO14	NO15	NO16	NO17	NO18	NO19	NO20	NO21	NO22	NO23	SM01	SM02	SM03	SM05	SM11	SM18	SM20	SM23	SM24	SM25	SM28	SM29	SM30	SM31	SM32	SM33	SM34	SM37	SM39	SM40	SM41	SM42	SM43	SM44
s__Clostridium_sp_CAG_590	0	0.0	0.0	0.0	0.0	0.0	0.0	0.15965	0.13942	0.0	0.66599	0.56105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50674	0.0	0.00279	0.0	0.0	0.05242	0.04454	0.02033	0.0	0.0	0.0	0.06185	0.03968	0.10022	0.0	0.0	0.0	0.0	0.0	0.02186	0.03476	0.05931	0.0	0.0066
s__Ruminococcus_sp_CAG_330	0	0.0	0.0	0.0	0.0	0.0	0.0	0.1164	0.31932	0.0	0.0	0.22907	2.78424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0097	0.0	0.0	0.0	0.0	0.01836	0.0	0.0	0.0	0.0	0.0	0.0	0.02258	0.0	0.0	0.0	0.07785	0.00652	0.0	0.04837	0.00944	0.0	0.0	0.0
s__Eubacterium_sp_OM08_24	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11193	0.0	0.13423	0.0595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02957	0.0272	0.0	0.0	0.0	0.01842	0.0	0.02052	0.03131	0.53463	6.52971	0.0	0.0	0.02298	0.0	0.00695	0.01613	0.00838	0.09547	0.01145	0.00053	0.00623	0.06691	9.43793
s__Eubacterium_sp_CAG_786	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07149	0.0	0.0	0.0	0.01452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73472	0.0	0.0	0.0	0.0	0.00492	0.0	0.00501	0.00944	0.0	0.0	0.02488	0.0	0.09485	0.0	0.00427	0.0	0.0	0.0
s__Anaerobiospirillum_thomasii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02521	0.0	0.0	0.0	0.08332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08931	0.01659	0.0	0.0	0.56937	0.0	0.12241	0.0	0.0	0.0	0.0	0.0	0.11897	0.0	0.0	0.17944	0.0	0.01261	0.03407	0.11357	0.0	0.05074	0.28732
s__Lactobacillus_rogosae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02194	0.0	0.0	0.03824	0.0	0.0	0.00111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01702	0.12124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05379	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_galacturonicus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.00918	0.00444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02846	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_parvula	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0125	0.0	0.0	0.0	0.0	0.43116	0.00081	0.0	0.01586	0.0	0.0024	0.0	0.0	0.0306	0.0	0.0	0.00361	0.00182	0.02935	0.0	0.0	0.00084	0.0	0.03583	0.0	0.0	0.0	0.0771	0.0338	0.06004	0.17498	0.02337	0.06142	0.0	0.12804	0.27899	0.14098	0.0	0.0	0.0449	0.03683	0.0138	0.0	0.02544	0.17081	0.10767	0.01829	0.05545	0.16006	0.02192	0.00622
s__Firmicutes_bacterium_CAG_555	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05955	0.0	0.06503	0.00435	1.40429	0.0	0.83427	0.13826	0.03004	0.0	0.06375	0.0	0.0
s__Romboutsia_ilealis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01142	0.00832	0.0	0.02135	0.00129	0.00669	0.00048	0.00113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016	0.0	0.0	0.01497	0.0	0.0	0.00059	0.0	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Akkermansia_muciniphila	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.62693	0.0	0.0	0.0	0.42301	0.09931	0.0	10.19123	0.0	0.00557	2.11349	1.15211	4.41355	0.0	1.40781	0.02841	5.14252	0.0	0.0	1.14908	0.05893	0.0	0.40638	5.99908	4.81185	0.0	0.0	0.0	7.05203	0.06964	0.00414	0.0	0.03752	0.15696	0.0	0.0	7.16793	0.0	0.0	0.0	0.0	0.0	0.05088	0.0	0.57995	0.11986	0.0	0.11446	0.02116
s__Bacteroides_dorei	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6826	0.0	0.0	0.0	0.0	0.93659	1.84363	0.39806	0.19716	0.0	0.0	0.0	0.72782	0.75269	11.77231	2.89099	0.00803	0.35349	0.0	0.0	3.80502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34815	0.00059	0.0	0.0	0.0	0.15664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06753
s__Parabacteroides_merdae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23764	0.0	0.0	0.0	0.0	0.10661	0.30187	0.4848	2.35878	0.00321	0.0	0.0	0.54063	0.0	3.99272	0.58534	0.76713	2.85011	0.03632	0.01744	0.0	0.0	0.31242	0.38689	0.0	0.0	0.0	0.0	0.03488	0.0	0.00248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_distasonis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19521	0.0	0.0	0.0	0.0701	0.26806	0.66489	0.20165	0.37305	0.04821	0.40228	0.11932	0.24634	0.0	1.7024	0.34827	0.33835	1.16175	0.00083	0.02292	0.0	2.83026	0.3603	0.15321	0.60248	0.0	0.0	0.0	0.43576	0.02917	0.19311	0.0	0.0	0.2742	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.30462	0.0	0.0	0.0	0.0	0.1627	0.6115	0.05581
s__Bacteroides_caccae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17146	0.0	0.0	0.0	0.55117	0.89687	0.0537	1.15342	1.04489	0.007	0.0	0.0	2.82388	2.68513	0.36451	1.45552	0.85372	1.20445	0.09493	0.00969	0.0	2.08875	1.21322	0.60563	0.41227	0.0	0.0	0.0	0.86019	0.0	0.04202	0.0	0.0	0.03368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03752	0.17853
s__Clostridium_disporicum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00333	0.0	0.0	0.02092	0.05852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Megasphaera_hexanoica	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Coprobacter_secundus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactococcus_petauri	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00941	0.0	0.0	0.02259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Helicobacter_cinaedi	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_gnavus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09422	0.0	2.62801	0.0	0.0	0.0	0.41378	0.90949	0.30027	0.02016	0.31136	0.72246	0.11885	0.0	0.10347	0.00923	2.63163	0.09779	2.68657	0.0	2.76364	1.46684	0.136	0.00319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactococcus_garvieae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerotruncus_sp_CAG_528	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17751	0.0	0.0	0.0	0.0
s__Enterococcus_hirae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_fragilis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00686	0.0	0.0	0.0	0.19307	0.0	10.42693	0.00656	0.0	1.41693	0.0	0.04196	0.0	0.80624	0.20861	0.43077	1.53946	0.00315	0.03348	5.56637	0.0	0.82961	0.03606	0.11879	0.0	0.0	0.0	0.18237	0.0	0.01484	0.11236	0.0	0.0	0.0	0.0	0.0	0.0	0.06533	0.0	0.0	0.0	0.0	0.02979	0.0	0.0	0.0	0.19315	0.0
s__Lactobacillus_mucosae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21705	0.07943	0.0	0.0	0.0	0.01377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Comamonas_kerstersii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_ruminantium	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Mitsuokella_multacida	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_catenulatum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00663	0.63195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_amylovorus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_buccae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.93061	0.01496	0.00606	0.0061	0.00658	0.01741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_clostridioforme	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.43982	0.0	0.0	0.0	0.00104	0.00248	0.0	0.00177	0.02696	0.0	1.05373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Erysipelatoclostridium_ramosum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.58086	0.0	0.00442	0.0	0.44566	0.33323	0.0	0.01047	0.00484	0.1408	0.00963	0.0	0.0	0.03718	0.02091	0.0	0.0	0.0	0.0	0.12014	0.00748	0.0	0.0	0.0	0.0	0.28134	0.0	0.0	0.02161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Hungatella_hathewayi	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.56386	0.0	0.0	0.0	0.02214	0.02628	0.0	0.00382	0.0177	0.03864	0.22409	0.0	0.0	0.1042	0.0	0.0	0.0	0.02133	0.0	0.01249	0.00202	0.0	0.0	0.0	0.0	0.05814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Flavonifractor_plautii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.10766	0.04531	0.03456	0.06989	1.50225	5.74541	0.15138	0.13594	0.47631	0.71944	2.25287	0.0	0.21608	0.15003	0.39678	0.02128	0.08581	0.31738	1.40598	2.61459	0.19143	0.05893	0.0	0.0	0.0	0.14487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_symbiosum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97946	0.0	0.01035	0.0	0.08908	0.04114	0.0	0.0	0.03357	0.01864	1.28735	0.0	0.00663	0.02815	0.0	0.0	0.0	0.00098	0.0	0.03438	0.0	0.01756	0.0	0.0	0.0	0.20702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_innocuum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9877	0.00061	0.0	0.0	0.04817	0.03907	0.00136	0.13506	0.30757	0.00308	0.0327	0.0	0.01467	0.0	0.01582	0.02186	0.08094	0.00058	0.00139	0.13037	0.0064	0.0	0.0	0.0	0.0	0.00075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_dentium	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14025	0.0	0.0	0.18491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_lavalense	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39181	0.00356	0.0	0.0	0.02967	0.0	0.0	0.0	0.0	0.0	0.10691	0.0	0.0	0.00049	0.0	0.0	0.0	0.0	0.0	0.0163	0.00976	0.0057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Dorea_sp_CAG_317	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32788	0.0	0.0	0.0	0.81696	0.0	0.0	0.0	2.10821	0.00688	4.06007	0.0	0.0	0.05893	0.0	0.0	0.0	0.0	0.0	2.38967	0.24335	0.02043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_bolteae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31176	0.00193	0.00316	0.0	0.11474	0.0	0.0	0.0	0.01975	0.00611	0.76399	0.0	0.02303	0.0	0.00871	0.0	0.0	0.0	0.01461	0.16479	0.01312	0.00364	0.0	0.0	0.0	0.00904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerotignum_lactatifermentans	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30491	0.0	0.0	0.0	0.07453	0.00604	0.0	0.11557	0.0	0.1789	0.02759	0.0	0.0	0.02836	0.19069	0.0	0.0	0.0	0.16073	0.80897	0.0	0.07624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Dialister_invisus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24079	0.0	0.00474	0.0	0.0	0.0	0.2174	0.10005	0.0	1.89	0.72577	0.0	1.28882	0.01735	0.0	0.03515	0.0	0.43132	0.0	0.0	0.28056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_pseudolongum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Faecalicatena_orotica	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_pneumoniae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1662	0.0	0.0	0.00233	0.0	0.0	0.00337	0.00652	0.0	0.0217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02599	0.02299	0.34854	0.13157	0.0167	0.06687	0.27731	0.09344	1.15178	0.25201	0.0	0.09881	0.0	0.44498	2.08756	0.07635	0.36112	0.83218	9.05559	1.56772	0.27555	0.5788	0.45082	0.61324
s__Veillonella_tobetsuensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0064	0.0	0.0	0.0	0.0	0.0
s__Ruthenibacterium_lactatiformans	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1077	0.07553	0.01715	0.12867	0.73687	0.78478	0.15646	0.25273	1.34275	3.05385	0.53701	0.01894	0.20076	0.59455	0.25371	0.46524	1.03793	0.19686	0.08069	3.26693	0.17706	0.09928	0.0	0.00113	0.0	0.0	0.06591	0.0	0.02443	0.0	0.0	0.0	0.0	0.01625	0.0	0.0	0.00083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01293
s__Blautia_coccoides	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00255	0.0	0.00143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_producta	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08687	0.0	0.0	0.0	0.00754	0.0	0.0	0.0	0.02656	0.00086	0.02408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_aldenense	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00178	0.0	0.03242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
