clade_name	NCBI_tax_id	CM.102_WGS	CM.103_WGS	CM.105_WGS	CM.107_WGS	CM.109_WGS	CM.111_WGS	CM.118_WGS	CM.126_WGS	CM.129_WGS	CM.13_WGS	CM.131_WGS	CM.132_WGS	CM.138_WGS	CM.139_WGS	CM.146_WGS	CM.147_WGS	CM.152_WGS	CM.157_WGS	CM.16_WGS	CM.160_WGS	CM.162_WGS	CM.164_WGS	CM.165_WGS	CM.168_WGS	CM.17_WGS	CM.172_WGS	CM.175_WGS	CM.176_WGS	CM.177_WGS	CM.178_WGS	CM.179_WGS	CM.18_WGS	CM.186_WGS	CM.187_WGS	CM.19_WGS	CM.194_WGS	CM.195_WGS	CM.199_WGS	CM.20_WGS	CM.203_WGS	CM.206_WGS	CM.208_WGS	CM.210_WGS	CM.211_WGS	CM.212_WGS	CM.215_WGS	CM.219_WGS	CM.220_WGS	CM.221_WGS	CM.222_WGS	CM.223_WGS	CM.224_WGS	CM.226_WGS	CM.227_WGS	CM.228_WGS	CM.231_WGS	CM.232_WGS	CM.233_WGS	CM.234_WGS	CM.235_WGS	CM.237_WGS	CM.239_WGS	CM.24_WGS	CM.247_WGS	CM.249_WGS	CM.25_WGS	CM.251_WGS	CM.253_WGS	CM.254_WGS	CM.255_WGS	CM.257_WGS	CM.259_WGS	CM.260_WGS	CM.261_WGS	CM.268_WGS	CM.270_WGS	CM.271_WGS	CM.273_WGS	CM.275_WGS	CM.278_WGS	CM.283_WGS	CM.284_WGS	CM.285_WGS	CM.289_WGS	CM.29_WGS	CM.291_WGS	CM.294_WGS	CM.30_WGS	CM.308_WGS	CM.31_WGS	CM.310_WGS	CM.315_WGS	CM.316_WGS	CM.317_WGS	CM.32_WGS	CM.328_WGS	CM.335_WGS	CM.339_WGS	CM.340_WGS	CM.342_WGS	CM.343_WGS	CM.345_WGS	CM.347_WGS	CM.358_WGS	CM.361_WGS	CM.364_WGS	CM.366_WGS	CM.367_WGS	CM.369_WGS	CM.370_WGS	CM.373_WGS	CM.375_WGS	CM.376_WGS	CM.378_WGS	CM.382_WGS	CM.389_WGS	CM.390_WGS	CM.392_WGS	CM.395_WGS	CM.397_WGS	CM.401_WGS	CM.402_WGS	CM.403_WGS	CM.408_WGS	CM.409_WGS	CM.41_WGS	CM.410_WGS	CM.412_WGS	CM.413_WGS	CM.418_WGS	CM.425_WGS	CM.432_WGS	CM.437_WGS	CM.438_WGS	CM.439_WGS	CM.44_WGS	CM.443_WGS	CM.445_WGS	CM.454_WGS	CM.46_WGS	CM.466_WGS	CM.47_WGS	CM.486_WGS	CM.490_WGS	CM.506_WGS	CM.507_WGS	CM.511_WGS	CM.512_WGS	CM.514_WGS	CM.520_WGS	CM.521_WGS	CM.525_WGS	CM.528_WGS	CM.530_WGS	CM.532_WGS	CM.536_WGS	CM.55_WGS	CM.553_WGS	CM.555_WGS	CM.57_WGS	CM.574_WGS	CM.580_WGS	CM.64_WGS	CM.65_WGS	CM.67_WGS	CM.7_WGS	CM.70_WGS	CM.75_WGS	CM.79_WGS	CM.80_WGS	CM.82_WGS	CM.86_WGS	CM.90_WGS	CM.94_WGS	CM.97_WGS
s__Prevotella_sp_AM42_24	0	1.15989	6.62718	1.52091	0.62701	4.88952	10.18222	0.71748	18.19394	0.70801	17.27615	1.09305	2.76155	2.22899	0.74314	1.34808	0.34525	0.43488	0.14298	0.76433	0.0	2.22785	0.0	0.05851	1.74958	14.17897	0.65299	0.28521	0.0	0.0	10.8482	0.41302	40.09873	0.1559	0.35728	5.33787	2.19874	0.08212	0.96657	0.00536	7.01386	0.58857	24.04169	1.64025	2.76001	1.57405	0.93557	3.0132	2.33383	2.77171	4.60392	0.27591	1.53138	1.16059	1.58543	0.91668	3.09	3.78874	0.00333	6.07579	0.50908	2.491	1.55302	2.26893	3.88613	0.01966	8.55137	1.37012	5.88127	10.99622	2.63436	2.02017	0.14446	0.13542	1.09215	0.08165	9.33766	0.0224	4.27014	0.0	2.0975	6.202	1.91544	0.0	0.0	0.0	0.64169	3.00118	3.60909	0.0	12.38771	0.0	0.31417	0.0	0.0	11.11309	0.0	0.0	6.16844	0.0	0.0	0.0	0.0	0.0	0.26887	5.31087	0.00372	5.01216	5.30623	1.64562	5.88581	9.30881	0.13076	0.0	1.71449	0.72094	2.01415	0.02775	0.0	0.0	3.82818	0.0	0.02364	2.9783	0.0	0.0	5.82415	0.38595	0.0	0.0	7.6754	0.08504	0.0	0.02967	0.0	3.63631	1.41534	0.5416	0.11838	8.83321	1.33404	0.0	1.21387	0.83633	0.0	12.28984	12.15871	0.0	0.00428	0.56415	0.0	0.0	0.0	0.0	0.0	1.56979	0.0	3.49931	2.62193	0.0	15.13442	0.0	0.0	12.91065	0.96425	6.30546	0.50132	4.24162	6.98359	4.19395	5.64983	1.38667	0.64071	4.33879	3.34313	1.09462
s__Oscillibacter_sp_57_20	0	1.14301	0.34265	1.34562	1.25581	0.93099	2.65976	2.18518	0.05653	0.5567	0.77765	0.18766	0.49894	1.49282	0.66807	0.05573	0.43784	3.40755	1.70157	6.28528	0.5648	0.47355	0.78291	0.4353	0.01952	0.09158	0.3099	0.15893	0.42271	0.38526	2.28211	0.47536	0.65328	1.67616	0.56588	3.92243	0.20415	0.79057	3.29566	1.0689	0.19401	2.31659	0.26478	0.40509	0.89682	0.75136	0.64562	0.05336	0.20821	0.86893	0.02534	1.6441	1.69633	0.12901	0.63357	0.85202	1.95855	1.16594	4.49106	1.47691	0.13668	0.20428	0.17394	3.72326	0.0	2.48082	1.2202	0.28078	0.7737	0.78579	0.63301	1.49626	0.69068	1.67061	0.92846	2.77538	0.16499	0.7651	2.4171	0.82005	0.86227	1.67303	0.62251	0.05911	0.99265	2.05782	2.4262	0.96228	0.51719	0.2606	0.76353	0.08924	4.41958	0.0	0.35879	0.72268	0.3766	2.65577	0.25455	0.72874	0.0	5.5982	0.78756	1.00505	0.17248	1.05547	1.18194	0.36642	0.10526	1.38198	0.76665	0.09049	0.82541	0.60422	0.43645	0.50972	0.33583	1.22208	0.23446	1.58807	3.37378	3.83005	1.1969	0.0331	0.10218	0.68078	0.20444	1.72533	0.0381	0.12102	0.09952	2.7024	1.6298	0.07126	1.33043	1.18377	2.29837	1.07679	0.00541	2.46584	0.22705	1.31432	1.62092	1.18892	0.89133	0.77344	0.00371	1.60159	4.45355	7.95538	0.19504	1.73716	0.85016	1.61473	3.74934	1.05728	0.0	2.37058	0.95152	1.89139	0.48169	1.57021	2.6459	1.58504	5.50228	0.65766	1.38985	0.39809	3.49508	1.08966	1.09463	0.43689	1.29073	1.8168	0.69748	0.04019
s__Roseburia_hominis	0	0.97098	0.17024	0.0	0.42445	0.4285	0.69796	0.57379	0.0	0.14348	0.42431	0.0	1.77461	0.43712	1.50938	0.01678	0.15975	0.56751	0.13184	4.32076	0.00448	0.49122	0.43664	0.0	0.0	0.0	0.15854	1.82896	0.0443	0.03437	0.0	0.4059	0.00336	0.0	0.031	0.07979	1.23111	0.17883	0.01527	0.10514	0.06223	0.0	0.0	0.0	0.0	0.0	0.71154	0.0	0.05802	0.0	0.11381	0.15259	0.0	0.0	0.0	0.0	0.0	3.98229	0.0	0.07107	0.0	0.31768	0.01215	0.0	0.0	0.03039	0.0	0.0	0.34458	0.33724	4.8767	0.0	0.11737	0.55129	0.0	0.79348	0.0	0.42744	0.0	0.0	2.03751	0.0	0.92995	0.3922	0.00746	0.01131	0.14509	0.54013	0.26351	0.82527	0.00254	0.68686	1.01025	0.0	0.4584	0.00591	5.7692	0.78472	0.01147	0.00449	0.0	3.07423	0.21129	0.20016	0.89398	0.12887	0.18948	0.66367	0.18199	0.09474	0.10752	0.0	0.57303	0.59343	0.16394	1.28206	0.00949	2.81175	0.00675	0.58941	0.34874	0.0	0.2811	1.00709	0.0	1.02527	0.0	0.1365	0.0	0.4543	0.13001	0.85954	0.04152	0.29224	0.4474	0.04606	0.07632	1.55245	0.0	0.22036	0.23874	0.7575	0.02193	0.42655	0.51536	2.6715	0.0	0.66922	1.58613	1.23389	0.00653	0.33146	0.19019	0.16258	1.00408	0.0	0.0	0.07264	0.07881	0.0	0.0	0.22905	0.00222	0.0	2.26408	0.36512	0.55528	0.05466	0.0	0.0	0.1619	0.32814	0.21973	0.0	0.35881	0.0
s__Brachyspira_sp_CAG_700	0	0.66167	0.0902	0.0	0.32854	0.0	0.38635	0.66699	0.0	0.0517	0.06888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00888	0.0	0.08414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07351	0.0	0.0	0.1838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.80388	0.0	0.04347	0.0	0.0	0.05108	0.0	0.16806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_obeum	0	0.52332	0.37967	0.02491	0.40239	0.0	0.0225	0.30393	0.0	0.22108	0.03435	0.02658	0.07024	0.05796	0.0	0.0	0.0	0.15311	0.1091	0.032	0.0	0.01946	0.0	0.03551	0.00837	0.00131	0.0	0.05075	0.0	0.0	0.05236	0.05376	0.32757	0.0	0.0	0.01827	0.0	0.0	0.0	0.38293	0.0	0.56458	0.0	0.0	0.25457	0.02439	0.0	0.04281	0.01673	0.08286	0.01387	0.0	0.02151	0.01755	0.02396	0.0	0.01011	0.22833	0.0	0.0	0.0	0.03362	0.0	0.01358	0.00533	0.09645	0.11103	0.0	0.0	0.30043	0.19917	0.04979	0.0	0.0181	0.11708	0.0625	0.0	0.06156	0.07353	0.0	0.0	0.0	0.02776	0.54215	0.0	0.23833	0.13203	0.00425	0.0	0.0046	0.0	0.07362	0.06014	0.0	0.0	0.05226	0.01323	0.04199	0.0	0.0	0.03885	0.0	1.31809	0.00789	0.07658	0.0	0.06168	0.05125	0.0	0.0382	0.02327	0.0	0.0074	0.04489	0.16051	0.0	0.0	0.0	0.09373	0.04197	0.15193	0.08427	0.002	0.0345	0.0	0.02507	0.0	0.06023	0.00362	0.0	0.06973	0.0426	0.02246	0.01965	0.03586	0.0	0.01231	0.0	0.0	0.22146	0.13117	0.0	0.0	0.04453	0.0	0.0	0.0	0.03639	0.1387	0.0	0.30832	0.08568	0.2521	0.00478	0.0191	0.0	0.035	0.0	0.0	0.33209	0.07299	0.13981	0.07635	0.20923	0.03339	0.0	0.2973	0.0	0.0	0.07972	0.0235	0.26643	0.0	0.0	0.14293	0.00994
s__Prevotella_sp_885	0	0.52042	6.03887	2.09892	6.54985	1.26233	1.92993	5.09726	0.0	4.74447	8.01769	0.18758	3.35608	18.7376	2.93824	2.27175	8.40845	0.0	2.20586	3.58392	3.84509	4.39964	0.0	8.11735	2.80279	8.11	0.38433	3.151	14.42157	3.95037	11.30852	1.8485	15.04807	5.70754	3.1965	0.35469	6.34064	0.13067	0.0	0.0	13.19169	0.78197	0.0	3.5041	10.0737	0.79477	2.72517	4.92115	1.68508	4.6696	3.21508	9.64791	0.11296	5.81552	6.41189	1.23929	8.61441	6.39962	2.63854	6.33142	1.32866	0.0	12.90732	10.462	3.46445	0.0	0.4669	13.45992	3.50792	1.72909	12.71236	0.19347	2.20611	3.80637	0.45835	7.48589	8.1536	2.35014	1.22921	0.0	3.23463	18.28892	0.91989	0.0	0.0	3.41607	0.3346	13.62753	0.40319	0.0	6.4144	0.0	0.38638	0.0	0.0	8.07201	0.0	0.0	5.40031	10.95284	0.0	5.46174	0.0	0.0	0.0	0.0	0.0	0.0	6.0329	0.0	0.0	21.13811	0.0	16.92447	17.14173	0.0	16.30007	0.0	0.0	7.54577	0.0	0.0	6.79115	0.0	12.21605	0.0	1.9523	2.16287	0.0	0.0	7.75441	0.0	0.0	0.0	0.0	0.0	0.45237	0.0	0.14779	0.0	15.05506	0.0	2.73492	2.04745	0.0	7.94354	10.91984	0.0	0.0	0.84047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.53056	0.0	0.0	6.15799	0.0	0.0	1.09394	0.05696	6.3266	0.18242	0.81362	5.29531	0.62776	3.36679	0.20119	0.08443	1.18259	0.61986	17.65411
s__Firmicutes_bacterium_CAG_170	0	0.49223	0.0	0.80927	2.12552	1.49149	0.40996	1.71629	0.0	0.08257	1.69408	0.07172	0.37535	0.01487	0.0	0.0	0.0	0.07092	0.22353	2.60669	0.06023	0.01739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04826	0.12683	0.16496	1.09601	0.61302	0.0	0.07198	0.04489	0.0217	0.38227	0.66271	0.0	0.10777	0.0	0.0	0.33356	0.19007	0.06736	0.0	0.0	0.0	0.07047	0.26078	0.0	0.0	0.0	0.20033	0.01506	8.28692	28.24448	1.57316	0.0	0.0	0.0	0.04223	0.0	0.34583	0.09843	0.05689	0.60418	0.40639	0.04313	0.07342	0.0	0.25846	0.24514	1.98092	0.01049	0.32057	3.50349	0.0	0.19337	0.4301	0.00239	0.17994	0.02804	0.59537	2.49326	0.03166	0.05327	0.0	0.59395	0.0	0.06907	0.0	0.00354	0.51642	0.0	1.05389	0.0	0.06625	0.0	3.3186	0.49495	0.01218	0.0	0.01603	0.0	0.07447	0.0	0.94187	0.04067	0.0	0.0027	0.05125	0.03685	0.0	0.0	0.49644	0.0	0.0	2.1845	0.0	0.37107	0.05133	0.0	0.19548	0.00792	1.01967	0.0	0.0	0.0	4.19204	0.0	0.00353	0.00169	0.35657	0.27441	0.38148	0.00696	0.21107	0.22618	0.0	0.01626	0.25396	0.05364	0.15452	0.0	0.0	1.18796	1.12506	0.0	12.77122	0.0	0.00256	0.04643	0.4707	0.0	0.59749	0.06742	0.0	0.15328	0.04426	0.22217	0.03057	0.70807	0.08389	0.0	0.0	1.06309	1.24267	0.29925	0.77526	0.34949	0.29905	2.00152	2.08192
s__Firmicutes_bacterium_CAG_95	0	0.49196	0.0	0.01813	0.10186	0.0	0.51675	1.0258	0.0	0.0	0.0	0.0	0.34215	0.0	0.02547	0.0	0.0	0.38153	0.06762	0.0	0.02813	0.09962	0.0	0.0	0.0	0.0	0.07682	0.0	0.0	0.02068	0.0	0.06212	0.0	0.21859	0.0	0.00145	0.0	0.00637	0.33583	0.03018	0.12261	0.01762	0.0	0.04359	0.0	0.0	0.0	0.0	0.0	0.0	0.00816	0.0454	0.05192	0.0	0.0	0.05262	0.18445	0.49487	0.0577	0.15901	0.0	0.0	0.23037	0.16749	0.0	0.0	0.04191	0.04642	0.70216	0.0	2.1345	0.40047	0.66708	0.0	0.06873	2.99722	0.0	0.0272	0.0	2.28379	1.02742	0.02783	0.0	0.0	0.01801	0.20485	0.27835	0.02739	0.0	1.32616	0.23719	0.0	0.37629	0.0	0.07312	0.0	0.00525	0.01136	0.0	0.2144	0.0	0.0	0.00706	1.68017	0.0	0.0537	0.0	0.29627	0.0	0.22604	1.17982	0.0	0.19035	0.03309	0.15905	0.01379	0.03023	0.65911	0.0	0.0	0.40093	0.0	0.26651	0.00217	0.01615	0.07921	0.0	0.07515	0.0	0.0	0.0	0.92707	0.0244	0.00672	0.21331	0.04261	0.01439	0.01593	0.0	0.37377	0.0	0.00387	0.22431	0.0675	0.01185	0.02795	0.0	0.0	0.0	0.0	0.37671	0.00425	0.0	0.4966	0.0	0.8674	0.0	0.0	0.303	0.0	0.0	0.05097	0.57193	0.04667	0.0	0.01544	0.0	0.18472	0.0	0.04685	0.0	0.0	0.00939	0.00876	0.0369	0.0
s__Bacteroides_pectinophilus	0	0.47677	0.0	1.5475	0.00347	0.11359	0.0	0.0	0.0	0.0	0.42583	0.0	0.0	0.0	0.0	0.0	0.0	0.08845	0.0	0.0	0.0	0.12824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27043	0.0	0.0	0.02049	0.0	0.00621	0.0506	0.68488	0.00871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09423	0.0	0.0	0.0	0.0	0.0	0.0	0.15852	0.36273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11369	0.05171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77142	0.0	0.0	0.0	0.0	0.01055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_salivarius	0	0.41637	0.16675	0.02945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09545	0.17442	0.0041	0.0	0.0	0.0	0.0	0.0	0.03066	0.02038	0.02534	0.02807	0.0	0.0	0.30969	0.0	1.77125	0.0	0.01283	0.00289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00695	0.0	0.06604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34233	0.42645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01088	0.01931	1.35314	0.0	0.0	0.0	0.01863	0.0	0.0	0.0	0.0	0.00208	0.08303	0.0	0.0	0.14533	0.02274	0.0	0.0	0.0	0.11384	11.53602	0.42606	0.0	0.0	0.0	0.03026	0.10482	0.43402	0.04895	0.18759	0.0	0.75385	0.01979	0.03253	0.09052	0.0	0.0	0.11638	0.01471	0.0	0.2441	0.0	0.03168	0.0	0.04275	0.01581	0.0	0.43838	0.0	0.0	0.0	0.0	0.04524	0.13288	0.10291	0.11648	0.0	0.55545	0.33298	0.0	0.10144	0.00964	0.01209	0.4909	0.05601	0.02337	0.51986	0.0	6.56354	0.0	2.34502	0.18506	0.0	0.0	0.0	0.0	1.56736	0.63095	0.53993	0.01564	0.0	0.0	0.0701	0.25645	1.25112	0.00767	0.08668	0.0	0.0	0.11588	0.01386	0.0	0.45414	0.0	0.04762	0.0	0.12995	0.0	0.28794	0.03534	0.1607	0.08199	0.0	0.47579	0.22117	0.0	0.0	0.0	0.06374	0.00661	0.04563	0.0	0.0	0.0
s__Dorea_longicatena	0	0.37523	0.52204	0.07357	0.22554	0.03515	0.0561	0.04534	0.00589	0.62335	0.54152	0.0034	0.31954	0.05852	0.14433	0.12138	0.04883	0.18369	0.15889	0.0	0.09876	0.75315	0.34884	0.31784	0.24725	0.3246	0.07548	0.13655	0.4079	0.28884	0.43738	0.27798	0.33392	0.50372	1.46241	0.19651	0.07157	0.0	0.10811	0.19077	0.04879	1.10705	0.10843	0.11079	0.59267	0.0792	0.10407	0.75178	0.65127	0.0689	0.27721	0.42807	0.03617	0.43179	0.38798	0.5526	0.92803	0.43966	0.12778	0.17114	0.5268	0.22682	0.12211	0.28224	1.30571	0.07588	0.95344	0.60773	0.76166	1.68271	1.16193	1.72035	0.05192	0.5067	0.392	0.52716	0.20464	0.76295	0.63371	0.0576	0.62465	0.0	0.00996	0.06799	0.11202	0.13013	0.34651	0.26181	0.0	0.18321	0.05613	0.04009	0.19772	0.0	0.06708	0.07842	0.01165	0.0	0.14536	0.19766	0.0	0.0	0.08772	0.1178	0.67836	0.0395	0.09491	0.22119	0.12842	0.3701	0.09608	0.13155	0.13189	0.0	0.08858	0.61726	0.08009	0.17345	0.03058	0.42415	0.05796	0.46593	0.4335	0.10141	0.05923	0.16473	0.06671	0.36558	0.29634	0.45272	0.11879	0.02321	0.08322	0.13042	0.16916	0.47848	0.55004	0.02448	0.04537	0.23009	0.06787	0.02517	0.01153	0.14227	0.1422	0.03688	0.14572	0.48933	0.38136	0.0	0.45031	0.06302	0.14908	0.39291	0.21418	0.00918	0.01344	0.0925	0.11034	0.1413	0.19477	0.09792	0.14977	0.08784	0.0	0.09343	0.33502	0.17548	0.19236	0.01818	0.02024	0.91367	0.04973	0.07625	0.01917	0.03946
s__Bacteroides_sp_CAG_530	0	0.37352	4.60557	0.17338	1.1093	3.13951	0.18026	1.14507	7.99427	0.90191	1.54644	0.19101	0.03104	0.67613	0.34797	0.29251	0.29171	0.0	0.81984	0.10633	0.0	0.60119	0.0	0.97979	0.15403	0.82781	0.19445	0.05362	0.8087	0.0	1.51399	0.06983	0.0	0.88623	0.0	3.9511	0.28499	0.0	0.11605	0.0	0.85113	0.0	1.61698	4.5459	1.3664	0.21879	0.06597	0.2418	0.38126	1.74998	0.09438	1.78933	0.63255	0.9891	1.75513	0.18976	0.22842	0.50383	0.0	0.36964	0.68442	0.0	2.08684	6.12818	0.09048	0.04329	0.90924	1.11132	0.08923	0.25598	0.4513	1.03044	0.24486	1.53306	0.04331	0.07506	0.22131	0.32209	2.04461	0.0	0.42752	0.0	0.073	0.0	0.0	0.35148	0.26645	0.73085	2.09941	0.0	0.55045	0.0	1.52972	0.0	0.0	1.87345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53576	0.0	0.0	0.0	0.79427	0.0	6.69073	1.59265	2.76911	0.0	0.0	0.0	0.0	0.0	5.18642	6.84741	0.0	0.18439	0.0	0.0	0.0	0.70113	1.28086	0.0	0.0	0.19256	0.0	0.0	0.0	0.0	0.0	0.51873	0.0	0.21091	0.0	0.25055	0.0	0.3379	0.06215	0.0	0.44848	0.92561	0.0	0.0	0.01173	0.0	10.13873	0.0	0.0	0.0	0.0	0.0	0.3183	0.0	0.0	0.0	0.0	0.0	0.47112	0.45548	0.34859	0.10765	1.64709	0.15927	0.57805	0.88372	0.61556	0.04529	2.01735	0.30685	0.46193
s__Roseburia_inulinivorans	0	0.36459	0.01481	0.58867	3.90516	0.01577	0.09632	0.69205	0.0	0.5559	3.57175	0.4659	0.0564	1.26935	2.3725	1.3402	1.0441	0.14212	3.41492	1.49537	0.16446	3.94405	2.96318	5.75949	1.92831	1.81823	9.47106	8.76278	6.57338	0.63521	7.81087	0.79398	0.30999	1.38707	0.98549	0.02034	0.42428	0.08089	0.02608	0.36167	0.41487	0.65363	2.02797	12.09691	0.8001	0.13192	2.16847	2.50498	0.0	24.53736	0.48144	0.76074	0.71539	3.6185	4.70758	0.88224	0.08078	0.04073	0.03338	0.17441	2.13537	4.11997	4.68505	14.29157	0.09056	2.12584	0.18763	1.70155	1.47551	2.47935	1.53296	1.51681	1.92165	6.23347	1.37672	0.0	4.2731	0.64721	0.0	1.08703	0.68092	1.13394	0.64236	0.00272	0.13369	0.42528	0.04821	0.92613	0.02763	2.20464	0.68348	5.09716	0.21756	0.0	3.70542	0.26938	0.0	0.0	0.22903	1.07778	9.54318	0.17807	0.06171	0.14252	0.17314	0.03524	0.70671	5.18359	1.20873	0.18193	1.32821	0.15708	3.28458	0.68878	2.73983	4.43364	0.2501	2.92385	0.01612	3.58574	5.80354	0.0	0.45213	0.12126	6.87709	0.29821	2.59422	3.2787	0.6643	0.0	0.21792	0.2267	0.84228	0.00332	0.0	0.0487	0.17864	0.02322	12.51307	4.66914	0.8121	0.1642	4.88527	0.96542	0.5365	1.29649	2.23356	0.81681	0.62497	0.89078	6.39133	0.45977	2.51443	0.23343	0.0	0.20784	0.29185	0.26223	2.61702	0.26262	2.45942	0.18833	4.67504	0.88534	1.75775	1.72078	0.0	6.26879	0.0	0.0	0.55845	1.91578	15.293	1.87641	2.34732	0.06097
s__Oscillibacter_sp_CAG_241	0	0.30568	1.52901	0.67382	0.65133	0.66603	1.09612	0.04481	0.0	0.60627	0.07951	0.06717	0.14476	0.04153	0.90068	0.0	0.0	1.17573	0.35305	0.52785	0.10101	0.07718	2.78027	0.0	0.0	0.07211	0.0666	0.0	0.20491	0.15236	1.6605	0.31833	0.29375	0.63915	0.01233	0.33368	0.01709	0.35888	0.05624	0.3861	0.0	4.09742	0.0	0.0	0.07145	0.04355	0.88752	0.0	0.18482	0.00828	0.0137	4.47134	0.24678	0.0	0.04761	0.46857	0.35837	0.81558	5.08512	0.4749	0.06326	0.76321	0.02952	0.37904	0.01048	2.13231	0.29095	0.19162	0.18778	1.69912	0.67422	0.23606	0.02666	0.66767	3.20633	0.42828	0.03899	2.07029	0.34223	0.13941	0.12084	0.21061	0.06444	0.1782	1.79771	1.6873	0.70811	0.29266	0.08828	0.01559	0.24669	0.0	0.50181	0.0	1.1774	1.37986	0.01357	0.04113	0.0171	0.28996	0.0	6.97711	0.35689	0.05146	0.96552	0.29044	7.03226	0.20855	0.03361	1.28248	2.01169	0.03502	0.15247	0.64636	0.79095	0.02352	0.37034	2.44186	0.45147	0.84392	0.6961	0.0	0.81979	0.38324	0.00867	0.45562	0.02027	2.06549	0.0	0.51257	0.0	15.24727	0.18088	0.0194	0.33826	0.11565	0.40477	1.09869	0.12997	8.03939	0.27668	0.0	0.20381	1.19075	0.77496	0.33466	0.0	0.29042	5.6017	0.99886	0.06411	0.46398	0.01342	0.95575	2.10641	0.24938	0.0	0.60249	0.11895	1.67806	0.40053	2.94576	1.67085	0.05485	3.77009	0.817	1.51028	0.02906	4.98968	3.02403	0.24886	0.51185	0.303	0.45695	1.64045	0.23602
