clade_name	NCBI_tax_id	CA_C10001IS2006FE_t1M15	CA_C10001IS2009FE_t2M15	CA_C10001IS2010SA_t2M15	CA_C10001IS2012FE_t3M15	CA_C10001MS2001SA_t0M15	CA_C10001MS2003VA_t0M15	CA_C10002IS2023FE_t2M15	CA_C10002IS2024SA_t2M15	CA_C10002IS2026FE_t3M15	CA_C10002IS2028FE_t4M15	CA_C10002MS2015SA_t0M15	CA_C10002MS2016FE_t0M15	CA_C10003IS2038SA_t2M15	CA_C10003IS2040FE_t3M15	CA_C10003IS2042FE_t4M15	CA_C10003MS2030FE_t0M15	CA_C10003MS2031VA_t0M15	CA_C10003MS2032SK_t0M15	CA_C10005IS2066FE_t1M15	CA_C10005IS2069FE_t2M15	CA_C10005IS2070SA_t2M15	CA_C10005IS2077FE_t4M15	CA_C10005MS2061SA_t0M15	CA_C10005MS2062FE_t0M15	CA_C10006IS2084FE_t1M15	CA_C10006IS2085SA_t1M15	CA_C10006IS2087FE_t2M15	CA_C10006IS2088SA_t2M15	CA_C10006IS2091FE_t3M15	CA_C10006IS2095FE_t4M15	CA_C10006IS2095FE_t5M16	CA_C10006MS2079SA_t0M15	CA_C10006MS2082SK_t0M15	CA_C10007IS2102FE_t1M15	CA_C10007IS2105FE_t2M15	CA_C10007IS2106SA_t2M15	CA_C10007IS2110FE_t3M15	CA_C10007IS2113FE_t5M16	CA_C10007IS2114FE_t4M15	CA_C10007MS2097SA_t0M15	CA_C10007MS2098FE_t0M15	CA_C10007MS2099VA_t0M15	CA_C10007MS2100SK_t0M15	CA_C10008IS2120FE_t1M15	CA_C10008IS2121SA_t1M15	CA_C10008IS2123FE_t2M15	CA_C10008IS2124SA_t2M15	CA_C10008IS2127FE_t3M15	CA_C10008IS2131FE_t5M16	CA_C10008MS2115SA_t0M15	CA_C10008MS2117VA_t0M15	CA_C10009IS2138FE_t1M15	CA_C10009IS2139SA_t1M15	CA_C10009IS2141FE_t2M15	CA_C10009IS2142SA_t2M15	CA_C10009IS2145FE_t3M16	CA_C10009IS2149FE_t4M15	CA_C10009IS2149FE_t5M16	CA_C10009MS2133SA_t0M15	CA_C10009MS2134FE_t0M15	CA_C10009MS2135VA_t0M15	CA_C10009MS2136SK_t0M15	CA_C10015IS2235FE_t3M15	CA_C10015IS2246FE_t1M15	CA_C10015IS2247SA_t1M15	CA_C10015IS2249FE_t2M15	CA_C10015IS2250SA_t2M15	CA_C10015MS2241SA_t0M15	CA_C10015MS2242FE_t0M15	CA_C10019IS2318FE_t1M15	CA_C10019IS2321FE_t2M15	CA_C10019IS2322SA_t2M15	CA_C10019IS2329FE_t4M15	CA_C10019IS2329FE_t5M16	CA_C10019IS2352FE_t3M15	CA_C10019MS2313SA_t0M15	CA_C10019MS2314FE_t0M16	CA_C10019MS2316SK_t0M15	CA_C10020IS2336FE_t1M15	CA_C10020IS2337SA_t1M15	CA_C10020IS2339FE_t2M15	CA_C10020IS2343FE_t3M15	CA_C10020IS2345FE_t5M16	CA_C10020IS2347FE_t4M15	CA_C10020MS2331SA_t0M15	CA_C10020MS2332FE_t0M15	CA_C10023IS2390FE_t1M15	CA_C10023IS2393FE_t2M15	CA_C10023IS2394SA_t2M15	CA_C10023IS2397FE_t3M15	CA_C10023IS2401FE_t4M16	CA_C10023IS2401FE_t5M16	CA_C10023MS2385SA_t0M15	CA_C10023MS2386FE_t0M15	CA_C10023MS2387VA_t0M15	CA_C10024IS2408FE_t1M15	CA_C10024IS2411FE_t2M15	CA_C10024IS2412SA_t2M15	CA_C10024IS2415FE_t3M15	CA_C10024IS2419FE_t4M15	CA_C10024IS2419FE_t5M16	CA_C10024MS2403SA_t0M15	CA_C10024MS2405VA_t0M15	CA_C10026IS2444FE_t1M15	CA_C10026IS2449FE_t2M15	CA_C10026IS2451FE_t3M15	CA_C10026IS2465FE_t4M16	CA_C10026MS2439SA_t0M15	CA_C10026MS2440FE_t0M15	CA_C10026MS2441VA_t0M15	CA_C10029IS2496FE_t1M15	CA_C10029IS2497SA_t1M15	CA_C10029IS2499FE_t2M15	CA_C10029IS2500SA_t2M15	CA_C10029IS2503FE_t3M15	CA_C10029MS2491SA_t0M15	CA_C10029MS2492FE_t0M15	CA_C10029MS2493VA_t0M16	CA_C10029MS2494SK_t0M15	CA_C10031IS2530FE_t1M15	CA_C10031IS2531SA_t1M15	CA_C10031IS2534SA_t2M15	CA_C10031IS2537FE_t3M15	CA_C10031IS2541FE_t4M15	CA_C10031IS2541FE_t5M16	CA_C10031MS2525SA_t0M15	CA_C10031MS2526FE_t0M15	CA_C10031MS2527VA_t0M15	CA_C10031MS2528SK_t0M15	CA_C10032IS2548FE_t1M15	CA_C10032IS2549SA_t1M15	CA_C10032IS2551FE_t2M15	CA_C10032IS2552SA_t2M15	CA_C10032IS2555FE_t3M15	CA_C10032IS2559FE_t4M15	CA_C10032IS2559FE_t5M16	CA_C10032MS2543SA_t0M15	CA_C10032MS2544FE_t0M15	CA_C10032MS2545VA_t0M15	CA_C10034IS2584FE_t1M15	CA_C10034IS2585SA_t1M15	CA_C10034IS2587FE_t2M15	CA_C10034IS2588SA_t2M15	CA_C10034IS2591FE_t3M15	CA_C10034IS2595FE_t4M15	CA_C10034MS2579SA_t0M15	CA_C10034MS2580FE_t0M15	CA_C10034MS2581VA_t0M16	CA_C10034MS2582SK_t0M15	CA_C10035IS2602FE_t1M15	CA_C10035IS2603SA_t1M15	CA_C10035IS2605FE_t2M15	CA_C10035IS2606SA_t2M15	CA_C10035IS2609FE_t3M16	CA_C10035IS2913FE_t4M16	CA_C10035MS2597SA_t0M15	CA_C10035MS2598FE_t0M15	CA_C10035MS2599VA_t0M15	CA_C10035MS2600SK_t0M15	CA_C10039IS2675SA_t1M15	CA_C10039IS2677FE_t2M16	CA_C10039IS2678SA_t2M15	CA_C10039IS2681FE_t3M16	CA_C10039MS2669SA_t0M15	CA_C10039MS2670FE_t0M16	CA_C10039MS2671VA_t0M15	CA_C10039MS2672SK_t0M16	CA_C10042IS2731FE_t2M16	CA_C10042IS2732SA_t2M16	CA_C10042IS2735FE_t3M16	CA_C10042IS2739FE_t4M16	CA_C10042IS2739FE_t5M16	CA_C10042MS2723SA_t0M16	CA_C10042MS2724FE_t0M16	CA_C10042MS2725VA_t0M15	CA_C10042MS2726SK_t0M15	CA_C10043IS2747SA_t1M16	CA_C10043IS2749FE_t2M16	CA_C10043IS2750SA_t2M16	CA_C10043MS2741SA_t0M16	CA_C10043MS2742FE_t0M16	CA_C10043MS2743VA_t0M15	CA_C10043MS2744SK_t0M15	CA_C10049IS2854FE_t1M16	CA_C10049IS2855SA_t1M16	CA_C10049IS2857FE_t2M16	CA_C10049IS2858SA_t2M16	CA_C10049IS2861FE_t3M16	CA_C10049IS2866FE_t4M16	CA_C10049IS2866FE_t5M16	CA_C10049MS2849SA_t0M16	CA_C10049MS2850FE_t0M16	CA_C10049MS2851VA_t0M15	CA_C10049MS2852SK_t0M15	CA_C10052IS2908FE_t1M16	CA_C10052IS2909SA_t1M16	CA_C10052IS2911FE_t2M16	CA_C10052IS2912SA_t2M16	CA_C10052IS2915FE_t3M16	CA_C10052IS2920FE_t5M16	CA_C10052MS2903SA_t0M16	CA_C10052MS2904FE_t0M16	CA_C10052MS2905VA_t0M15	CA_C10052MS2906SK_t0M15	CA_C10055IS2962FE_t1M16	CA_C10055IS2963SA_t1M16	CA_C10055IS2965FE_t2M16	CA_C10055IS2966SA_t2M16	CA_C10055IS2969FE_t3M16	CA_C10055IS2973FE_t4M16	CA_C10055MS2957SA_t0M16	CA_C10055MS2958FE_t0M16	CA_C10055MS2959VA_t0M16	CA_C10055MS2960SK_t0M15
s__Coprococcus_eutactus	0	0.00497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2244	0.0	0.0	0.0	0.0	0.0	0.0	0.00984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25033	0.0	0.0	0.0	0.0	0.0	1.31503	0.0	0.0	0.0	0.0	0.0	0.0	2.40491	0.03038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02535	0.0	0.0	0.0	0.0	0.00451	0.0	0.0	0.0	0.0	0.0	0.04566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_170	0	0.00086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.12482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66578	0.0	0.0	0.0	0.0	0.0	0.0	0.36679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_faecalis	0	0.0	0.04208	0.0	0.0813	0.0	0.0	0.0	0.0	0.0	0.00498	0.0	0.0	0.0	18.26013	0.07589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.09578	0.0	45.8727	0.0	2.08482	0.18317	0.84421	0.00356	0.05845	6.22342	0.35399	0.0	0.09839	0.1032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01461	0.0	0.0	0	0.0	0.87551	0.0	18.93151	0.05417	3.38199	0.0	0.0	0.0	0.0	0.06483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12141	0.01632	0.00473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53036	0.0	0.0	0.0	0.0	0.10082	0.0	0.00997	0.0	0.00516	0.0	0.0	0.0	0.0	0.00382	0.0	0.14562	0.0	0.0	0.0	0.0	27.97846	30.01261	0.45234	0.04578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41586	0.13019	0.28473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36148	0.04118	0.32774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0165	0.03462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1684	0.03081	0.0	0.0	0.0	0.0	0.0	0.17649	0.0	0.1058	0.0	0.0	0.0	0.0	42.43801	0.0	0.04101	0.0	0.19639	0.0	0.0	0.0	0.0	0.0	3.20088	0.0	0.0	0.01927	0.0	0.0	0.07657	0.0	3.05374	0.0	0.60426	0.0	0.0	0.0	0.0	0.0	0.0	30.90736	0.0	6.06382	0.0	3.12185	3.55522	0.0	0.0	0.0	0.0	3.44107	0.0	0.18927	0.0	0.04579	0.0	0.0	0.0	0.0	0.01852
s__Streptococcus_salivarius	0	0.0	0.02302	86.32053	0.00291	1.07972	0.0	0.0	0.0	0.0	0.0	4.86237	0.02826	0.04803	0.0	0.0	0.0212	0.0	0.0	0.27864	0.0	0.49534	0.07209	1.94949	0.34059	0.02364	0.0	0.06173	0.0	1.55453	0.15967	0.20069	0.66646	0.06558	0.00358	0.22303	31.61293	1.58629	0.00326	0.1388	1.53018	0.13467	0.0	0.0	5.66772	2.91051	0.10941	0.04039	0.4779	0.0	6.20125	0.0	0	0.0	0.0	0.0	0.0002	0.0396	0.0	1.32554	0.02551	0.0	0.0	0.32971	0.07552	0.0	0.0	0.0	0.66106	0.0	0.0071	0.0	0.0	0.00351	0.00052	12.29157	0.80199	0.0	0.0	0.48884	2.54111	0.77797	0.17289	0.0	0.00266	1.27057	0.0	0.68558	0.0	0.0	0.02821	0.1064	0.39363	0.47527	0.01382	0.01658	0.0	0.0	0.0	0.00045	0.0	0.00671	0.64567	0.0	1.33911	0.26858	0.0	0.43971	0.05982	0.0	0.0	2.75404	0.0	0.0	0.70669	12.55772	0.15631	0.0	0.0	0.0	2.96016	0.0	0.0	0.07843	0.06302	0.0	0.25205	0.20131	0.0	0.0	0.0	0.0	0.0	0.09602	2.10791	0.01713	0.04045	1.41181	0.0	0.0	3.07526	0.0	2.97448	0.0	0.0	0.0	2.48	0.0232	0.0	0.0	0.24673	0.0	0.00322	0.0	0.0	0.05952	0.35158	0.10159	0.0	0.0	0.0	0.00162	24.60983	0.11701	2.84608	0.1604	0.0	0.98879	0.00491	0.0	0.0	0.0	0.06042	1.57504	0.00205	0.0	0.0	0.0	3.62767	0.00975	1.43476	0.0	0.0	0.0	0.0982	0.0	1.43032	4.40504	1.64905	1.8366	0.13491	1.93807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.61673	0.08329	0.0	0.0	0.09084	0.0	0.0	0.0033	0.0	0.0	1.25427	0.1825	0.0	0.0
s__Rothia_mucilaginosa	0	0.0	0.00077	13.58162	0.02931	0.86124	0.0	0.032	21.18411	0.0808	0.00404	8.34631	0.0	7.21061	0.00488	0.06053	0.0	0.0	0.0	1.06988	0.0	0.0	0.01073	4.7108	0.0	0.01622	42.02705	0.13296	9.96732	0.03686	0.01033	0.0	27.84871	1.44334	0.00236	0.00799	1.50491	0.0	0.00619	0.0	2.32982	0.0	0.0	1.03252	14.26012	6.68137	0.46093	0.05582	0.29664	0.0	4.79185	0.0	0	0.0	0.07999	55.72006	0.00569	0.01826	0.0	2.18156	0.00152	0.0	0.0686	0.04448	0.56033	0.07285	0.0	64.23936	7.34295	0.0	0.00738	0.25738	22.92974	0.01828	0.00046	0.10903	23.67272	0.0	0.37238	0.00973	9.56899	2.62097	0.24846	0.00514	0.05597	9.12534	0.0	2.81425	0.0	99.12253	0.18212	0.0	0.03743	11.69735	0.0	0.0	35.65667	0.00311	3.0678	0.03632	0.09653	0.0	8.14966	0.0	3.44125	1.0672	0.25808	0.02916	6.54335	0.0	0.19836	1.63004	1.86601	0.0	0.13433	0.16793	1.8195	0.0	0.0	0.22307	1.58269	0.54334	0.00855	0.5275	0.15311	0.00322	0.86215	0.22094	0.0	0.03917	0.0	4.0912	0.18313	0.48055	0.03057	0.00307	0.00079	12.64979	0.0134	0.0	1.58012	0.0	1.71747	0.11118	0.97635	0.03366	1.16519	0.0	0.0	0.0	0.0679	0.0	0.0	0.19639	0.36852	0.14375	0.70404	0.02529	0.0	0.0	8.20273	0.02498	5.10412	0.0	3.21505	0.00159	0.0	9.35203	0.0	15.20112	0.0	0.0	0.00202	1.20243	0.00301	0.0	0.01192	0.0	0.19396	15.23378	6.3674	0.0	0.0	0.0	0.08991	4.71125	0.0	0.0	0.0	0.0	0.0	7.13997	0.0	0.0	0.09881	0.00141	0.0	0.0	0.43714	1.01482	0.01738	5.56853	0.0	0.0	0.0	0.04148	0.0	0.38551	7.5055	0.3962	0.04088	10.94581	0.0	0.0	0.23051
s__Neisseria_subflava	0	0.0	0.0	0.02669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0121	0.0	0.0	0.0	0.03153	0.0	0.0	0.0	0.0	0.02544	0.0	0.0	0.0	11.74658	0.29609	0.0	0.0	0.0	0.0	0.0	0.0	0.00961	0.0	0.0	0.0	0.42459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.01199	0.0	0.77568	0.0	0.0	0.0	0.01163	0.0189	0.0	0.0	0.0	0.01409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27096	0.0	0.0072	0.0	0.0	0.06483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05565	0.0	0.0	10.3701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02646	0.0	0.0	0.0	0.60719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07387	0.0	0.0	0.0	0.00727	3.38943	0.0258	0.0	0.0	0.0	6.72644	0.0	0.0	0.0	0.0	2.16202	0.0	0.0	0.00353	0.0	0.0	1.74711	0.0	0.0	0.0	0.0	0.0	0.01644	0.0	0.0	0.01324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52668	0.0	0.0	0.47448	0.0	0.03029	0.26069	0.0	0.0	8.31182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.47373	0.0	0.0	0.01464
s__Clostridium_sp_7_2_43FAA	0	0.0	0.0	0.0	3.43014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_putredinis	0	0.0	0.0	0.0	3.04747	0.0	0.0	0.0	0.0	0.0	0.00233	0.0	2.07147	0.0	0.0	0.0	18.0337	0.0	0.0	0.49488	0.0	0.0	0.0	0.0	53.54601	0.00424	0.0	0.01794	0.0	0.00143	0.0	0.0	0.0	0.0	0.00592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.00964	0.0	0.0	19.07137	0.0	0.0	13.29241	0.0	0.0	0.02538	5.34503	0.0	0.0	0.0	0.0	9.18258	16.96251	0.18779	0.0	0.0	0.0	0.0	0.0	12.28012	0.0	0.0	0.0	0.06249	0.0	0.0	0.00111	0.0	0.0	0.0	0.0	0.0	0.00409	0.0	0.0	0.0	14.34062	20.85461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12466	0.0	0.0	0.0	0.0	28.86634	0.0	4.99396	0.0	0.0	0.0	0.0	0.0	9.5072	0.0	0.0	2.59083	0.0	0.0	0.0	0.0	0.00149	0.0	20.27528	0.0	0.07589	0.3238	0.0	0.5931	0.0	0.0	0.0	0.0	0.0	10.34182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56427	0.0	0.03981	0.0	0.0	0.0	0.0	10.00161	0.0	0.22193	0.0	0.15861	0.0	0.0	0.0	2.90159	0.0	0.0	0.02928	0.0	0.0	0.0	0.0	0.0	15.49284	0.0	0.0	0.0	0.0	0.0	0.0	2.91437	0.0	0.0	0.22832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.55036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39302	0.0	0.0	24.56542	0.0	0.0	0.0	0.0	0.0	0.0	23.91969	0.0	0.0
s__Bacteroides_vulgatus	0	0.0	0.0	0.0	3.03315	0.0	0.0	0.0	0.0	0.0	0.00656	0.0	5.49486	0.0	0.0	0.0	12.34055	0.0	0.0	0.78492	26.84051	0.0	0.0	0.0	5.54106	0.00031	0.0	0.01021	0.0	0.22031	66.61682	3.66792	0.0	0.0	0.01369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00316	0.0	0.0	0.0	0	0.0	0.00579	0.0	0.0	4.28988	0.0	0.0	2.15685	0.0	0.0	34.00311	49.76957	0.0	84.31002	0.0	0.0	3.0064	1.91488	0.02173	0.0	0.0	0.0	0.0	0.0	2.09386	0.0	0.0	0.0	3.3209	0.0	0.0	0.00361	0.0	45.76535	0.0	0.0	0.0	0.00845	0.0	0.0	0.0	11.49162	26.22475	0.0	92.5317	0.0	3.08589	13.41236	35.7251	0.0	0.0	0.01075	0.0	0.0	0.0	0.0	4.04457	0.0	0.79532	0.0	11.50951	0.0	0.32876	0.0	12.72465	0.0	0.0359	0.38418	0.0	0.0	0.0	0.0	0.00348	0.0	3.22583	0.0	0.44735	1.89226	0.0	2.05308	0.0	0.0	0.0	0.0	0.0	0.84314	0.0	0.0	0.0	0.0	0.02316	0.0	0.0	0.0	5.9361	0.0	0.15626	0.20839	0.0	0.03068	0.0	0.0	0.0	0.0	6.54623	0.0	0.58048	0.0	0.07277	0.0	0.0	0.0	4.37851	0.0	0.0	0.00276	0.0	0.0	0.0	0.0	0.0	2.97444	0.0	0.0	0.0	0.0	0.0	0.0	5.55479	0.0	0.0	0.36876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.85855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.31724	0.0	0.0	7.77777	0.0	6.64638	0.0	0.00157	0.0	0.0	9.34295	0.0	0.0
s__Bacteroides_caccae	0	0.0	0.0	0.0	2.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92873	0.0	0.0	0.0	11.96776	0.0	0.0	0.0	0.01722	0.0	0.0	0.0	0.98413	0.0	0.0	0.00325	0.0	0.0	0.0	0.0	0.0	0.0	0.03238	0.0	0.0	0.0	0.0	0.0	0.0	1.95018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.00035	0.0	0.0	11.60692	0.0	0.0	2.17214	0.0	0.0	0.00456	0.16044	0.0	0.0	0.0	0.0	0.0	1.33143	0.00379	0.0	0.0	0.0	0.0	0.0	1.01399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99631	1.86498	0.0	0.0	0.0	1.4202	0.38463	4.36551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04489	0.0	0.00066	0.0	0.0	0.0	5.96112	0.0	0.0	0.08958	0.0	0.0	0.0	0.0	0.0	0.0	0.11418	0.0	0.0	0.0	0.0	0.0565	0.0	0.0	0.0	0.0	0.0	6.30789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.76577	0.0	0.0	0.0071	0.0	0.00126	0.0	0.0	0.0	0.0	1.44228	0.0	0.0	0.0	0.10082	0.0	6.05112	0.0	35.35402	0.0	0.0	0.05882	0.0	0.0	0.0	0.0	0.0	15.13558	0.0	0.0	0.0	0.0	0.0	0.0	40.05574	0.0	0.0	1.49532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.61512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.02802	0.0	0.0	0.91048	0.0	0.47696	0.0	0.0	0.0	0.0	0.35752	0.0	0.0
