clade_name	NCBI_tax_id	wHAXPI032581-18	wHAXPI032582-19	wHAXPI032583-21	wHAXPI032584-22	wHAXPI032585-23	wHAXPI032586-25	wHAXPI032587-26	wHAXPI032588-27	wHAXPI032589-28	wHAXPI032590-29	wHAXPI032591-31	wHAXPI032592-32	wHAXPI032593-34	wHAXPI032594-36	wHAXPI032595-39	wHAXPI032596-40	wHAXPI032597-41	wHAXPI032598-42	wHAXPI032599-45	wHAXPI032600-47	wHAXPI032601-50	wHAXPI032602-54	wHAXPI032603-63	wHAXPI032604-74	wHAXPI032605-75	wHAXPI032606-80	wHAXPI032607-89	wHAXPI032608-111	wHAXPI032609-18	wHAXPI032610-19	wHAXPI032611-21	wHAXPI032612-22	wHAXPI032613-23	wHAXPI032614-24	wHAXPI032615-25	wHAXPI032616-26	wHAXPI032617-27	wHAXPI032618-28	wHAXPI032619-29	wHAXPI032620-32	wHAXPI032621-34	wHAXPI032622-36	wHAXPI032659-39	wHAXPI032660-40	wHAXPI032661-41	wHAXPI032662-42	wHAXPI032663-45	wHAXPI032696-31	wHAXPI032697-24	wHAXPI032780-47	wHAXPI032781-50	wHAXPI032782-54	wHAXPI032783-63	wHAXPI032784-74	wHAXPI032785-75	wHAXPI032786-80	wHAXPI032787-89	wHAXPI032788-111	wHAXPI032789-18	wHAXPI032790-19	wHAXPI032791-21	wHAXPI032792-22	wHAXPI032793-23	wHAXPI032794-24	wHAXPI032795-25	wHAXPI032796-26	wHAXPI032797-27	wHAXPI032798-28	wHAXPI032799-29	wHAXPI032800-31	wHAXPI032801-32	wHAXPI032802-34	wHAXPI032803-36	wHAXPI032804-39	wHAXPI032806-41	wHAXPI032807-42	wHAXPI032808-45	wHAXPI032809-47	wHAXPI032810-50	wHAXPI032811-54	wHAXPI032812-63	wHAXPI032813-74	wHAXPI032814-75	wHAXPI032815-80	wHAXPI032816-89	wHAXPI032817-111	wHAXPI033593-26	wHAXPI033594-31	wHAXPI033598-32	wHAXPI033601-28	wHAXPI033605-29	wHAXPI033606-30	wHAXPI033608-27	wHAXPI033632-52	wHAXPI033633-76	wHAXPI033634-77	wHAXPI033635-78	wHAXPI033636-79	wHAXPI033788-13	wHAXPI033789-15	wHAXPI033790-16	wHAXPI033791-18	wHAXPI033792-19	wHAXPI033793-20	wHAXPI033794-21	wHAXPI033795-22	wHAXPI033796-23	wHAXPI033810-24	wHAXPI033811-25	wHAXPI033812-26	wHAXPI033813-27	wHAXPI033814-28	wHAXPI033815-29	wHAXPI033816-30	wHAXPI033817-31	wHAXPI033818-32	wHAXPI033819-34	wHAXPI033820-35	wHAXPI033821-36	wHAXPI033822-39	wHAXPI033823-40	wHAXPI033824-41	wHAXPI033825-42	wHAXPI033826-45	wHAXPI033827-47	wHAXPI033828-50	wHAXPI033829-54	wHAXPI033830-58	wHAXPI033831-59	wHAXPI033832-61	wHAXPI033833-63	wHAXPI034447-36	wHAXPI034448-37	wHAXPI034449-39	wHAXPI034450-40	wHAXPI034451-47	wHAXPI034452-50	wHAXPI034453-52	wHAXPI034454-53	wHAXPI034455-54	wHAXPI034456-57	wHAXPI034457-58	wHAXPI034458-59	wHAXPI034459-60	wHAXPI034460-61	wHAXPI034461-62	wHAXPI034462-63	wHAXPI034463-68	wHAXPI034464-70	wHAXPI034465-71	wHAXPI034466-72	wHAXPI034467-73	wHAXPI034468-74	wHAXPI034918-16	wHAXPI034919-17	wHAXPI034920-8	wHAXPI034921-9	wHAXPI034922-11	wHAXPI034923-12	wHAXPI034924-13	wHAXPI034925-14	wHAXPI034926-15	wHAXPI037144-8	wHAXPI037145-9	wHAXPI037146-11	wHAXPI037147-12	wHAXPI043592-8	wHAXPI043593-9	wHAXPI043594-11	wHAXPI047830-11	wHAXPI048670-90
s__Ruminococcus_bicirculans	0	0.01203	0.0	0.0	0.0	2.78821	0.33671	0.07544	0.17321	0.0	0.63137	0.00451	0.00111	0.00556	0.00152	0.0	0.0352	1.06001	0.00306	0.21732	0.00774	0.00183	0.0	0.1871	0.84301	0.0	0.02667	0.0	1.63344	0.01425	0.0008	0.00183	1.69555	0.09534	0.29406	0.0	0.0045	0.06511	0.04473	0.04805	1.11887	0.00505	0.0	0.0632	0.41256	0.0	0.0	0.00524	0.00117	2.23704	0.0	0.0	0.37643	0.0	0.0	0.23391	0.56283	1.78361	0.01631	0.0056	0.00498	0.00452	0.00216	0.01138	0.06113	0.05084	0.0	0.00051	0.0	0.0	0.13521	0.02158	0.0	0.0	0.0	0.0	0.0	0.0	0.1034	0.35816	0.0	0.00092	0.06446	0.35375	0.00417	0.79518	0.0	0.0	0.00409	0.33492	0.0	2.08618	0.00029	0.00122	0.16571	0.0	0.0	0.07378	0.44749	0.97547	0.45646	0.0	0.0	1.1179	0.0	0.0	0.0	0.31965	0.14938	0.0	0.05275	0.0	0.0	0.53055	0.0	0.0	0.54693	0.0	0.05222	0.0	0.0	0.5856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23621	0.0	0.0	0.00657	0.04317	0.0	0.02253	0.83949	0.0	0.0	0.0	0.0	0.0	0.0	0.623	0.0	0.0	0.10821	0.0	0.0	0.00025	0.00071	0.00589	0.12659	0.0	0.0	0.0	0.0	0.28167	0.0	0.00965	0.0	0.0	0.09637	0.02758	0.0	0.47128	0.0	0.03707	0.75644	0.0	0.0	0.0
s__Asaccharobacter_celatus	0	0.01166	0.0	0.0	0.0	0.07686	0.0022	0.04024	0.00309	0.0	0.00266	0.0046	0.00635	0.04592	0.0	0.0	0.00175	0.27807	0.00251	0.0	0.01461	0.00247	0.0	0.0287	0.0	0.0	0.03008	0.0	0.00026	0.07139	0.0	0.0	0.02236	0.00663	0.0	0.02391	0.19144	0.04534	0.03304	0.01934	0.05723	0.00201	0.0	0.0	0.0	0.0	0.0	0.00332	0.0	0.00889	0.0	0.0	0.0	0.0	0.0	0.06969	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.00993	0.00281	0.0	0.0	0.00019	0.00057	0.00466	0.00385	0.00537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18473	0.00016	0.0	0.07635	0.00051	0.0	0.0	0.0	0.0	0.01047	0.00932	0.0	0.0	0.0015	0.0	0.0235	0.00968	0.0	0.01626	0.00109	0.0	0.0	0.0	0.0	0.01019	0.0	0.0	0.0	0.00401	0.0	0.0	0.00549	0.0	0.0	0.0	0.0	0.0	0.02696	0.0	0.0	0.0	0.0	0.0037	0.0053	0.0	0.01311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01006	0.00181	0.00387	0.01397	0.0	0.0	0.00206	0.0	0.0	0.00052	0.0	0.0	0.01669	0.0	0.0	0.0	0.0	0.0	0.00086	0.00169	0.00164	0.01496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00046	0.00331	0.0	0.0	0.0	0.0	0.0	0.00223	0.0	0.0
s__Eubacterium_ventriosum	0	0.01105	0.0	0.18624	0.0	0.0218	0.0	0.01022	0.14152	0.00447	0.0	0.01834	0.02579	0.00294	0.0	0.0	0.01628	0.11309	0.00761	0.04301	0.01357	0.02054	0.0	0.02047	0.2278	0.01846	0.02172	0.52181	0.28949	0.00349	0.0	0.0	0.22923	0.0	0.00263	0.02521	0.37036	0.0	0.0	0.00165	0.0031	0.0058	0.02562	0.09982	0.20399	0.64835	0.06903	0.00922	0.0	0.0182	0.98432	0.00586	0.2249	0.10326	0.02286	0.1331	0.07606	0.06123	0.00016	0.0	0.0	0.0	0.0	0.01074	0.04197	0.01179	0.04428	0.04959	0.02981	0.04928	0.00607	0.01131	0.00422	0.00631	0.00507	0.03512	0.02619	0.00019	0.00826	0.11893	0.0	0.00074	0.00351	0.00479	0.49299	0.38476	0.09664	0.0	0.0	0.04955	0.0	0.03282	0.0	0.0	0.0149	0.01177	0.0	0.00785	0.0	0.07912	0.0	0.00794	0.04609	0.36004	0.01638	0.01071	0.0	0.29266	0.219	0.0336	0.0	0.01033	0.00027	0.29938	0.0	0.0037	0.05955	0.24192	0.03151	0.02033	0.05092	0.21971	0.01243	0.64909	0.0	0.3523	0.64624	0.02403	0.00915	0.04532	0.05018	0.01835	0.0	0.05343	0.0	0.02169	0.0	0.01576	0.0335	0.0	0.0	0.0	0.05577	0.02629	0.0	0.02902	0.08129	0.00182	0.0	0.01751	0.0	0.00785	0.05784	0.0	0.0	0.0	0.0	0.03074	0.0	0.00327	0.0	0.0	0.0	0.0	0.07224	0.0	0.0	0.00065	0.0	0.01853	0.39311	0.06838
s__Comamonas_kerstersii	0	0.01056	0.0	0.0	0.0	0.0	0.01786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01725	0.0	0.0	0.0	0.02379	0.0	0.0	0.01007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01538	0.0	0.0	0.0	0.0007	0.0	0.00958	0.00108	0.01297	0.0	0.0	0.0	2.59977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00169	0.0	0.00627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0227	0.0	0.0	0.0	0.0	0.0	0.48902	0.0	0.00878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00543	0.0	0.0	3.04359	0.0	0.0	0.0	0.0	0.08453	0.0	0.0	0.00787	0.0	0.0	0.0	0.00777	0.0	0.0	0.02045	0.0	0.31324	1.59092	0.0	0.0	0.0	0.0	0.0	0.0	0.00335	0.0567	0.0	0.0	0.00727	0.00194	0.0	0.00096	0.0	0.0	0.0	0.05605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_goldsteinii	0	0.0104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00937	0.16888	0.0	0.0173	0.0	0.0	0.0	0.0	0.0	0.0	0.02154	0.0	0.0	0.0	0.04468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01039	0.20072	0.37254	0.0	0.01205	0.0	0.0	0.0	0.0	0.00768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0564	0.01678	0.0299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02983	0.0	0.01336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0058	0.0	0.0	0.0	0.0	0.0	0.0	0.07371	0.0	0.0	0.0	0.0	0.0	0.03952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00814	0.0	0.0	0.0	0.0	0.0	0.0	0.06033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01199	0.01166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04935	0.24814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00105	0.0	0.0	0.0	0.04977
s__Lactobacillus_ruminis	0	0.0096	0.0	0.0	0.1326	0.0	0.0	0.0	0.0	0.0	0.0	0.00042	0.0	1.39821	0.00091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18238	0.0	0.0	0.13185	0.1517	0.0	0.0	0.0	0.06113	0.0	0.0	0.0	0.0	0.00423	0.00692	0.00727	0.00714	0.01013	0.02815	0.31723	3.24285	0.00776	0.00729	0.00624	0.0	0.21559	0.0	0.0	0.0	0.04334	0.0	0.0	0.0	0.0	0.0	0.0	1.10716	0.00078	3.01497	0.00071	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0294	0.0	0.09747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39868	0.0	0.0	0.12961	0.0	0.0
s__Ruthenibacterium_lactatiformans	0	0.0092	0.03429	0.09395	0.0	0.17207	0.01762	0.48334	0.18335	0.01701	0.03355	0.07895	0.0	0.09709	0.0	0.0	0.02691	0.00461	0.00291	0.00808	0.04437	0.00692	0.05205	0.01612	0.20922	0.06508	0.0	0.0	0.0	0.08536	0.0	0.0	0.30276	0.00172	0.83055	0.07467	0.04362	0.79938	0.06546	0.00338	0.01535	0.00217	0.0	0.0	0.04333	0.05856	0.00241	0.00125	0.0	0.70607	0.0	0.00086	0.01754	0.0	0.01346	0.00162	0.00367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00148	0.00101	0.0	0.00299	0.0075	0.00885	0.05149	0.06518	0.0	0.0	0.07138	0.30185	0.0	0.09478	0.15604	0.00372	0.0	0.00269	0.12537	1.1625	0.00456	0.0	0.02903	0.10608	0.0	0.0909	0.01201	0.0	0.0301	0.26138	2.3321	0.09951	0.01681	0.05207	0.02531	0.0	0.03402	0.0024	0.04365	0.0007	0.07024	0.11247	0.02145	0.02013	1.48968	0.20167	0.0	0.00517	0.0008	0.0	0.05043	0.0	0.00512	0.0	0.00356	0.06003	0.056	0.0	0.03369	0.00538	0.0	0.0	0.02606	0.0	0.0	0.00149	0.0	0.0013	0.00206	0.00324	0.10827	0.0	0.00123	0.01411	0.00346	0.14146	0.0	0.10299	0.02473	0.01507	0.01963	0.00564	0.0	0.0	0.0	0.0	0.00672	0.0009	0.01899	0.08525	0.01056	0.02264	0.0	0.00852	0.0	0.0	0.02532	0.06274	0.0	0.04427	0.27152	0.008	0.3173	0.03397	0.0	0.00282
s__Cronobacter_sakazakii	0	0.00873	0.00234	0.00474	0.00128	0.03763	0.00868	0.01226	0.03942	0.0	0.01234	0.01629	0.00564	0.04549	0.01023	0.00772	0.00669	0.0	0.01778	0.13609	0.00561	0.01474	0.00943	0.00119	0.00965	0.01229	0.01353	0.00795	0.0166	0.01216	0.00591	0.02827	0.03408	0.01397	0.0017	0.01993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_parainfluenzae	0	0.00818	0.0	0.02524	0.0008	0.0	0.0	0.0	0.0	0.00759	0.05514	0.04483	0.00266	0.0	0.05351	0.00566	0.00075	0.0	0.19231	0.2553	0.04301	0.00791	0.0	0.02524	0.00205	0.01516	0.01454	0.0	0.00914	0.12984	0.0	0.0	0.0	0.0	0.00506	0.0	0.0	0.00287	0.0	0.18709	0.06922	0.00172	0.0	0.01552	0.02894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10698	0.13921	0.16637	0.0	0.0	0.0	0.02164	0.0	0.07169	0.05529	0.03873	0.12356	0.049	0.04298	0.00073	0.02519	0.0	0.11348	0.0	0.0	0.0	0.0186	0.0	0.01301	0.09375	0.0	0.0	0.00329	0.0	0.00126	0.0	0.021	0.0	0.0	0.05053	0.0138	0.00369	0.0	0.00298	0.82344	0.02109	0.01001	0.01538	0.05625	0.00486	0.01837	0.02804	0.0037	0.01425	0.07953	0.61878	0.00411	0.0	0.00269	0.08837	0.00214	0.0	0.0	0.0	0.18358	0.0	0.17351	0.0	0.0	0.00371	0.21195	0.06817	0.07596	0.0	0.08866	0.44137	0.0	0.0	0.05805	0.0	0.0074	0.0	0.0	0.74021	0.02395	0.0	0.00799	0.0	0.82848	0.35552	0.15153	0.0019	0.07147	0.10313	0.0	0.87767	0.00153	0.33693	0.00174	0.0	0.00707	0.0	0.0	0.05621	0.00119	0.00987	0.042	0.01921	0.13341	0.01255	0.0272	0.56952	0.0	0.0	0.0	0.0	0.00461	0.06848	0.07421	0.0	0.0	0.0	0.13966
s__Gordonibacter_pamelaeae	0	0.00716	0.0	0.02312	0.0	0.02605	0.00169	0.01979	0.00057	0.0	0.00432	0.0128	0.00155	0.01281	0.00171	0.0	0.0	0.00054	0.0	0.0	0.00781	0.00791	0.0044	0.01976	0.0	0.0	0.00431	0.0	0.00256	0.01646	0.0	0.00199	0.02263	0.0	0.00356	0.01172	0.0172	0.0	0.00064	0.00196	0.01263	0.00067	0.0	0.0	0.00053	0.0	0.0	0.0	0.0	0.01743	0.00042	0.0	0.00101	0.0	0.00143	0.00827	0.0	0.00121	0.0	0.0	0.00133	0.0	0.0	0.0	0.00176	0.0	0.0	0.0	0.0	0.00696	0.0	0.00281	0.0	0.0	0.00283	0.0	0.0025	0.00841	0.0	0.11193	0.00352	0.0	0.00874	0.0	0.00672	0.12753	0.00515	0.0	0.0	0.00943	0.0	0.08898	0.00189	0.0	0.0	0.01613	0.02179	0.01654	0.00794	0.01999	0.03348	0.0	0.01313	0.00503	0.008	0.0	0.00036	0.0	0.0	0.0	0.00046	0.0	0.0	0.0	0.0	0.0	0.03321	0.0	0.0	0.0	0.0	0.01677	0.0	0.0	0.0034	0.0	0.0	0.0	0.00174	0.0	0.0	0.0	0.0	0.03073	0.00861	0.00491	0.00354	0.0	0.0	0.00202	0.0	0.01131	0.0002	0.00567	0.01305	0.03694	0.0004	0.00123	0.0	0.0	0.0	0.0	0.00906	0.0	0.01879	0.00318	0.00058	0.0018	0.0	0.0	0.0	0.00089	0.01423	0.00171	0.0	0.06066	0.00501	0.0	0.03247	0.0	0.0665	0.0
s__Lactococcus_piscium	0	0.00679	0.0	0.0	0.0	0.01105	0.00059	0.01637	0.00849	0.0	0.00567	0.0117	0.00413	0.02823	0.00301	0.00546	0.00858	0.0	0.02126	0.09304	0.00321	0.00641	0.0066	0.0	0.01117	0.00727	0.01117	0.0103	0.02151	0.01272	0.00684	0.01431	0.03747	0.01727	0.0037	0.01959	0.0	0.01154	0.01095	0.02493	0.00528	0.00733	0.01466	0.10279	0.01218	0.00766	0.00607	0.00088	0.02437	0.01969	0.03575	0.04577	0.01295	0.02347	0.019	0.01271	0.0	0.01738	0.00745	0.02053	0.12161	0.02796	0.01251	0.00348	0.10413	0.11295	0.003	0.00244	0.01068	0.00298	0.08723	0.00174	0.01651	0.01328	0.03445	0.01587	0.00076	0.0	0.00186	0.0	0.00427	0.00907	0.0	0.00072	0.18291	0.01769	0.00151	0.01408	0.0	0.00116	0.0078	0.00051	0.0	0.00396	0.0	0.0	0.0	0.0	0.00351	0.0	0.0	0.01413	0.0	0.0	0.0	0.0	0.0	0.0	0.01019	0.00158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00334	0.0	0.0	0.0	0.0	0.01229	0.0	0.0031	0.0	0.00631	0.0	0.0	0.0	0.00078	0.01175	0.0	0.0	0.0	0.0	0.00653	0.0	0.00055	0.0	0.00036	0.00299	0.0	0.0	0.0	0.0	0.00986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00399	0.0	0.0016	0.0	0.0	0.00757	0.0	0.00357	0.07184	0.00447	0.00698	0.0	0.0	0.0	0.02226	0.0
s__Citrobacter_freundii	0	0.0066	0.0	0.0	0.0	0.0	0.0	0.00294	0.0	0.0	0.0	0.0	0.0	0.0	0.02953	0.01017	0.0	0.0	0.0	0.0	0.0	0.0	0.00227	0.64152	0.0	0.0	0.0	0.00237	0.0	0.00214	0.0	0.10877	0.0	0.0	0.0	0.04073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00198	0.0	0.0	0.0389	0.0	0.0021	0.0	0.0	0.00478	0.0	0.06791	0.0	0.01109	0.0	0.0	0.01319	0.0	0.0	0.14526	0.0	0.0	0.0	0.0	0.02953	0.0	0.0221	0.0	0.0	0.01131	0.02913	0.0	0.01117	0.0	0.0	0.10924	0.0	0.0	0.16226	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02005	0.0	0.0	0.0	0.00192	0.0	0.0	0.0	0.11047	0.0	0.0	0.0	0.00499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00895	0.0	0.00692	0.0	0.0	0.0	0.0	0.0	0.14547	0.0	0.0	0.0	0.0	0.0
s__Prevotella_sp_CAG_279	0	0.00639	0.72272	0.00984	0.00683	0.0128	16.81251	0.00682	0.01058	0.00643	5.18231	12.4956	0.00819	2.05649	0.0105	0.01419	0.01352	0.01333	0.01867	0.01607	0.02179	0.00464	0.00227	0.00374	6.10875	0.00213	0.0035	0.00097	0.00186	0.0037	0.00226	0.00183	0.0	0.0	0.0	0.0	0.0	0.76288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47632	0.0	0.01451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036	0.0	0.0	5.24948	0.00025	0.00139	0.0	0.00033	0.0	0.00303	0.00513	0.00293	0.00365	0.00557	0.00516	1.79133	1.86283	1.74385	0.00636	0.00922	0.00428	0.0	0.0	0.0	0.30575	0.0	2.79925	0.00043	0.0	0.0	2.91222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00378	0.00337	0.0012	0.0056	8.92709	0.00213	0.16283	0.00261	0.00153	0.00194	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15521	3.54948	0.0	0.00037	0.00271	0.00595	0.0	0.94989	1.36024	0.00032	0.00085	0.0	2.70955	0.00407	0.00366	0.0	0.0	0.0	0.0	0.0	0.0	0.00299	0.0	0.0	0.0	0.0	0.0	0.0	0.10879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46834	0.0	0.0
s__Anaerotruncus_colihominis	0	0.00598	0.0	0.07117	0.0	0.01649	0.00313	0.01524	0.0023	0.0	0.00734	0.0	0.0	0.0	0.0	0.0	0.03318	0.0	0.0	0.00473	0.0	0.00097	0.00073	0.0055	0.0	0.0	0.0	0.01233	0.00089	0.00086	0.0	0.0	0.0447	0.0	0.18993	0.0	0.0	0.0	0.03198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04574	0.0	0.0	0.00138	0.0	0.01097	0.00828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00948	0.0	0.0	0.0044	0.00579	0.0	0.00472	0.0	0.0	0.00538	0.0	0.0	0.12278	0.02183	0.0	0.05719	0.00107	0.0	0.0	1.50794	0.00619	0.00818	0.00098	0.0376	0.05233	0.0	0.0	0.0	0.00833	0.0	0.0	0.02553	0.00176	0.0	0.0	0.0	0.0	0.02001	0.14787	0.0	0.05737	0.0	0.0	0.0	0.0	0.0	0.06169	0.00288	0.00859	0.0	0.0	0.0	0.007	0.00016	0.0	0.00083	0.0	0.0	0.00685	0.0	0.08656	0.0	0.0	0.00153	0.0	0.00297	0.0	0.001	0.00435	0.00361	0.08972	0.0	0.0	0.0	0.0	0.0	0.0	0.00834	0.0	0.0	0.0	0.0	0.0	0.00261	0.0	0.0	0.01378	0.0	0.0	0.01826	0.0	0.0	0.22731	0.03491	0.0	0.0
s__Klebsiella_pneumoniae	0	0.00424	0.0	0.0	0.00205	0.0	4.25306	1.82963	0.01178	0.0	0.0	0.14497	0.0	0.0	0.0	0.04654	0.07212	0.0	0.0	0.0	0.0	0.07653	0.0	0.0	0.00874	0.0	0.0	0.0	0.01113	0.04887	0.0	0.0	0.00598	0.67138	0.0	3.41461	0.00458	0.01357	0.0042	0.0	0.02267	0.00941	0.01869	0.0	0.0	0.06266	1.46133	0.0	0.0	0.00379	0.06157	0.00219	0.0	0.02028	0.00667	0.00606	0.0	0.00576	0.46446	0.00963	0.00504	0.0083	0.01546	2.37107	0.00508	1.18438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40256	0.05693	0.30747	0.05749	0.0135	0.70382	0.00712	0.11935	0.04033	0.07373	3.67375	0.76161	0.06101	0.0	0.04079	0.0	0.0	0.00242	0.00815	0.0	0.0	0.0	0.0	0.09202	0.0	0.13656	0.0	0.00298	0.0	0.02266	1.88217	3.20347	0.0	0.0	0.0116	0.0	0.00637	0.03899	0.0	0.0	0.0	0.00632	0.0	0.0	0.05665	0.0	0.04436	0.02043	0.00654	0.45371	0.03342	0.0	0.0	0.18836	0.0	0.0	0.0	0.08054	2.0724	0.15138	0.07445	0.0	0.44988	2.32814	0.07158	0.21698	0.01747	0.02109	0.0954	0.00365	0.2847	0.02059	1.31483	0.03347	0.00943	0.0	0.03538	0.0	2.96059	0.0187	0.03715	0.21561	0.01449	0.9441	0.01211	0.06753	4.43716	0.13568	0.04988	0.4144	0.04975	0.00827	0.40267	0.02065	0.03113	0.03349	0.16478	0.0418
