study	display_name	model	model_key	rmse	mae	recon_loss	kl_divergence	balanced_accuracy	f1_macro	auroc	balanced_accuracy_std	f1_macro_std	auroc_std	n_seeds	latent_dim	epochs
SankaranarayananK_2015	SankaranarayananK_2015	PhyloFusion VAE	fuse-vae	0.1718	0.0848	0.0066	18.7471	0.7335	0.7211	0.7798	0.0183	0.0188	0.0073	5	14	100.0
SankaranarayananK_2015	SankaranarayananK_2015	$\beta$-VAE	beta-vae	0.1457	0.075	0.0056	15.1631	0.7048	0.6898	0.7817	0.0155	0.0176	0.0176	5	10	100.0
SankaranarayananK_2015	SankaranarayananK_2015	Hyperbolic VAE	hyp-vae	0.129	0.0618	0.0047	13.7528	0.6692	0.6541	0.7105	0.0189	0.0199	0.0072	5	7	100.0
SankaranarayananK_2015	SankaranarayananK_2015	Graph VAE	graph-vae	0.3014	0.1224	0.023	3.6908	0.6598	0.6426	0.697	0.0213	0.0194	0.0148	5	15	100.0
SankaranarayananK_2015	SankaranarayananK_2015	Tax-aware VAE	tax-vae	0.1122	0.0575	0.0032	32.374	0.6052	0.586	0.597	0.0181	0.0156	0.0136	5	20	100.0
SankaranarayananK_2015	SankaranarayananK_2015	PhILR-VAE	philrvae	0.1696	0.0663	81.9641	23.9543	0.5978	0.5734	0.6392	0.0233	0.0256	0.0194	5	7	
SankaranarayananK_2015	SankaranarayananK_2015	dsvae-unsup	dsvae-unsup	0.1978	0.0787	98.2475	20.0458	0.5922	0.5704	0.6181	0.008	0.0054	0.0079	5	32	100.0
SankaranarayananK_2015	SankaranarayananK_2015	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.2111	0.0937	74.5202	52.3854	0.5855	0.5649	0.612	0.0224	0.0238	0.0219	5	20	
SankaranarayananK_2015	SankaranarayananK_2015	PhILR-Gauss VAE	philr-gauss-vae	0.2237	0.1849	0.0179	33.9044	0.584	0.5606	0.6398	0.0113	0.0131	0.0146	5	15	
SankaranarayananK_2015	SankaranarayananK_2015	TreePrior VAE	treeprior-vae	0.2958	0.1091	0.0215	8.1205	0.5818	0.5537	0.6533	0.0121	0.0163	0.0093	5	24	100.0
SankaranarayananK_2015	SankaranarayananK_2015	dsvae-sup	dsvae-sup	0.3358	0.1441	164.8165	21.8262	0.5777	0.5584	0.5813	0.0062	0.0083	0.0081	5	32	100.0
SankaranarayananK_2015	SankaranarayananK_2015	TreeNB-VAE	treenbvae	0.1847	0.0676	85.6138	24.7465	0.5758	0.5525	0.6008	0.0116	0.0108	0.0148	5	16	
SankaranarayananK_2015	SankaranarayananK_2015	Hyp+Tax VAE	hyp-tax-vae	0.1506	0.0704	0.0062	24.8948	0.528	0.5048	0.5023	0.0258	0.0236	0.0073	5	12	100.0
SankaranarayananK_2015	SankaranarayananK_2015	TreeDirichlet VAE	treedirichlet-vae	0.3304	0.2349	-2738.511	6.1147	0.4933	0.465	0.4779	0.0212	0.0233	0.0167	5	2	
SankaranarayananK_2015	SankaranarayananK_2015	Hyp-PhILR-NB VAE	hyp-philrvae	0.1636	0.0743	68.3612	31.1702	0.4747	0.4526	0.4451	0.0244	0.0267	0.0228	5	14	
SankaranarayananK_2015	SankaranarayananK_2015	Vanilla VAE	vanilla-vae	0.2949	0.1166	0.0218	0.0052	0.2863	0.2601	0.24	0.0113	0.0119	0.0085	5	8	100.0
ThomasAM_2018a	ThomasAM_2018a	PhILR-Gauss VAE	philr-gauss-vae	0.2099	0.1633	0.0199	56.9654	0.4979	0.4846	0.6691	0.0195	0.0201	0.0141	5	24	
ThomasAM_2018a	ThomasAM_2018a	Hyp-PhILR-NB VAE	hyp-philrvae	0.1245	0.0457	64.3801	31.5576	0.4534	0.4425	0.6015	0.0083	0.0091	0.011	5	15	
ThomasAM_2018a	ThomasAM_2018a	dsvae-sup	dsvae-sup	0.2463	0.0877	133.3479	6.6496	0.4389	0.4281	0.6243	0.0073	0.0057	0.0022	5	32	100.0
ThomasAM_2018a	ThomasAM_2018a	TreeNB-VAE	treenbvae	0.1214	0.0353	66.383	18.5619	0.4169	0.4012	0.6104	0.0102	0.0095	0.0094	5	16	
ThomasAM_2018a	ThomasAM_2018a	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.2107	0.0592	67.7388	14.5081	0.4122	0.3984	0.5779	0.0179	0.0178	0.0115	5	20	
ThomasAM_2018a	ThomasAM_2018a	Graph VAE	graph-vae	0.2307	0.0712	0.0137	9.8799	0.396	0.3811	0.5681	0.0079	0.0078	0.0058	5	10	100.0
ThomasAM_2018a	ThomasAM_2018a	dsvae-unsup	dsvae-unsup	0.1186	0.0348	68.159	14.3122	0.391	0.3732	0.5574	0.0139	0.0152	0.0093	5	32	100.0
ThomasAM_2018a	ThomasAM_2018a	TreePrior VAE	treeprior-vae	0.2505	0.0804	0.0152	4.6154	0.3903	0.3755	0.5613	0.0191	0.0218	0.0188	5	12	100.0
ThomasAM_2018a	ThomasAM_2018a	Hyp+Tax VAE	hyp-tax-vae	0.15	0.0665	0.0061	20.4992	0.3798	0.3661	0.5763	0.0086	0.0111	0.0063	5	13	100.0
ThomasAM_2018a	ThomasAM_2018a	TreeDirichlet VAE	treedirichlet-vae	0.2289	0.1469	-3797.2883	11.1342	0.3753	0.3612	0.5384	0.0107	0.0116	0.0105	5	4	
ThomasAM_2018a	ThomasAM_2018a	Tax-aware VAE	tax-vae	0.1964	0.0758	0.01	8.2008	0.3345	0.3208	0.5514	0.014	0.0151	0.011	5	11	100.0
ThomasAM_2018a	ThomasAM_2018a	Hyperbolic VAE	hyp-vae	0.2368	0.0706	0.0138	2.4942	0.3305	0.3149	0.4984	0.0039	0.0061	0.0082	5	11	100.0
ThomasAM_2018a	ThomasAM_2018a	$\beta$-VAE	beta-vae	0.1339	0.057	0.0046	13.8903	0.329	0.3158	0.5064	0.0132	0.0127	0.0112	5	15	100.0
ThomasAM_2018a	ThomasAM_2018a	PhILR-VAE	philrvae	0.0833	0.0244	55.5922	49.9659	0.3122	0.3004	0.5004	0.0096	0.0093	0.005	5	16	
ThomasAM_2018a	ThomasAM_2018a	Vanilla VAE	vanilla-vae	0.2509	0.0745	0.0151	0.0373	0.3088	0.2968	0.464	0.0125	0.0137	0.0062	5	12	100.0
ThomasAM_2018a	ThomasAM_2018a	PhyloFusion VAE	fuse-vae	0.2367	0.074	0.0139	1.7763	0.2945	0.2837	0.4862	0.0161	0.0166	0.0123	5	9	100.0
ThomasAM_2018b	ThomasAM_2018b	dsvae-sup	dsvae-sup	0.2272	0.0839	135.2769	5.5607	0.6315	0.6208	0.6917	0.0157	0.0189	0.012	5	32	100.0
ThomasAM_2018b	ThomasAM_2018b	Hyperbolic VAE	hyp-vae	0.2309	0.0804	0.0132	0.0	0.6145	0.6042	0.6803	0.0153	0.0153	0.0215	5	8	100.0
ThomasAM_2018b	ThomasAM_2018b	PhILR-Gauss VAE	philr-gauss-vae	0.2343	0.1708	0.0371	46.7262	0.5943	0.5828	0.6186	0.0107	0.011	0.0081	5	15	
ThomasAM_2018b	ThomasAM_2018b	TreeDirichlet VAE	treedirichlet-vae	0.2136	0.1338	-3914.9548	5.2445	0.5878	0.5747	0.6416	0.0136	0.0124	0.01	5	4	
ThomasAM_2018b	ThomasAM_2018b	TreeNB-VAE	treenbvae	0.2033	0.0731	118.1396	23.535	0.5814	0.5681	0.5786	0.0132	0.0145	0.004	5	16	
ThomasAM_2018b	ThomasAM_2018b	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.1748	0.0985	84.7978	51.247	0.527	0.5139	0.5415	0.0221	0.0232	0.0166	5	24	
ThomasAM_2018b	ThomasAM_2018b	dsvae-unsup	dsvae-unsup	0.153	0.0543	95.9647	22.3396	0.5201	0.5084	0.5382	0.0099	0.0117	0.017	5	32	100.0
ThomasAM_2018b	ThomasAM_2018b	Hyp+Tax VAE	hyp-tax-vae	0.2313	0.0817	0.0135	3.9592	0.5196	0.507	0.5114	0.0101	0.0085	0.0102	5	10	100.0
ThomasAM_2018b	ThomasAM_2018b	Hyp-PhILR-NB VAE	hyp-philrvae	0.1446	0.068	91.9035	32.7964	0.5085	0.4967	0.5098	0.0203	0.0204	0.0203	5	20	
ThomasAM_2018b	ThomasAM_2018b	PhyloFusion VAE	fuse-vae	0.1488	0.0648	0.0055	11.9591	0.5062	0.4913	0.5022	0.0075	0.0085	0.0102	5	9	100.0
ThomasAM_2018b	ThomasAM_2018b	PhILR-VAE	philrvae	0.1774	0.0698	106.8413	25.2598	0.5042	0.4901	0.509	0.0151	0.0145	0.0131	5	12	
ThomasAM_2018b	ThomasAM_2018b	TreePrior VAE	treeprior-vae	0.2317	0.0828	0.0136	1.7192	0.4632	0.4435	0.4317	0.0181	0.0203	0.0126	5	13	100.0
ThomasAM_2018b	ThomasAM_2018b	$\beta$-VAE	beta-vae	0.1866	0.0761	0.0087	10.5406	0.4489	0.4335	0.4122	0.0095	0.0103	0.0195	5	7	100.0
ThomasAM_2018b	ThomasAM_2018b	Graph VAE	graph-vae	0.2305	0.0807	0.0132	7.3634	0.4335	0.418	0.4241	0.0108	0.0121	0.01	5	13	100.0
ThomasAM_2018b	ThomasAM_2018b	Vanilla VAE	vanilla-vae	0.2305	0.0792	0.0132	0.0001	0.4129	0.3953	0.4099	0.0182	0.0218	0.0182	5	10	100.0
ThomasAM_2018b	ThomasAM_2018b	Tax-aware VAE	tax-vae	0.2311	0.0801	0.0164	8.8666	0.4086	0.3925	0.3572	0.0256	0.0242	0.017	5	11	100.0
ThomasAM_2019_c	ThomasAM_2019_c	dsvae-sup	dsvae-sup	0.2538	0.0938	151.9547	5.7092	0.659	0.6528	0.7167	0.0094	0.0104	0.0046	5	32	100.0
ThomasAM_2019_c	ThomasAM_2019_c	$\beta$-VAE	beta-vae	0.202	0.0908	0.0103	15.2594	0.6188	0.6109	0.6393	0.0054	0.0057	0.0056	5	13	100.0
ThomasAM_2019_c	ThomasAM_2019_c	PhILR-VAE	philrvae	0.0934	0.0309	67.9588	50.5147	0.6008	0.5917	0.6373	0.0143	0.015	0.0112	5	24	
ThomasAM_2019_c	ThomasAM_2019_c	Hyp-PhILR-NB VAE	hyp-philrvae	0.1559	0.0661	80.5559	12.7659	0.5945	0.585	0.619	0.0096	0.0093	0.0117	5	14	
ThomasAM_2019_c	ThomasAM_2019_c	Hyperbolic VAE	hyp-vae	0.1771	0.0741	0.008	10.5717	0.5933	0.5841	0.6138	0.0162	0.0163	0.0177	5	13	100.0
ThomasAM_2019_c	ThomasAM_2019_c	Graph VAE	graph-vae	0.2529	0.0874	0.0157	0.0092	0.5853	0.5788	0.6439	0.0082	0.0082	0.0128	5	10	100.0
ThomasAM_2019_c	ThomasAM_2019_c	dsvae-unsup	dsvae-unsup	0.1457	0.0465	85.9628	23.6422	0.5815	0.5734	0.5871	0.0216	0.0215	0.0129	5	32	100.0
ThomasAM_2019_c	ThomasAM_2019_c	TreeNB-VAE	treenbvae	0.1647	0.0528	89.6506	21.7655	0.5773	0.5685	0.6119	0.0155	0.014	0.0057	5	12	
ThomasAM_2019_c	ThomasAM_2019_c	Tax-aware VAE	tax-vae	0.1616	0.0777	0.0071	19.1326	0.5677	0.5588	0.5897	0.0034	0.0042	0.0027	5	12	100.0
ThomasAM_2019_c	ThomasAM_2019_c	PhILR-Gauss VAE	philr-gauss-vae	0.2441	0.1728	0.0514	33.7803	0.5592	0.5519	0.5882	0.0166	0.0172	0.0196	5	14	
ThomasAM_2019_c	ThomasAM_2019_c	TreeDirichlet VAE	treedirichlet-vae	0.2329	0.1504	-4111.4814	35.9815	0.5435	0.5346	0.5699	0.0103	0.011	0.0098	5	16	
ThomasAM_2019_c	ThomasAM_2019_c	Hyp+Tax VAE	hyp-tax-vae	0.1475	0.0714	0.0056	17.0953	0.5397	0.5299	0.553	0.0217	0.022	0.0124	5	12	100.0
ThomasAM_2019_c	ThomasAM_2019_c	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.1779	0.0936	80.5618	68.9311	0.537	0.5268	0.5513	0.0195	0.0197	0.0178	5	24	
ThomasAM_2019_c	ThomasAM_2019_c	PhyloFusion VAE	fuse-vae	0.1968	0.0881	0.0117	17.7084	0.519	0.5085	0.5171	0.018	0.0167	0.0139	5	8	100.0
ThomasAM_2019_c	ThomasAM_2019_c	Vanilla VAE	vanilla-vae	0.2491	0.0852	0.0153	0.0091	0.4825	0.472	0.4795	0.0097	0.0104	0.0177	5	4	100.0
ThomasAM_2019_c	ThomasAM_2019_c	TreePrior VAE	treeprior-vae	0.2499	0.0811	0.0153	5.319	0.4755	0.4636	0.4657	0.0113	0.0124	0.0103	5	20	100.0
VincentC_2016	VincentC_2016	dsvae-sup	dsvae-sup	0.211	0.075	126.4018	16.5295	0.8382	0.8353	0.9292	0.0038	0.0072	0.0055	5	32	100.0
VincentC_2016	VincentC_2016	Hyp+Tax VAE	hyp-tax-vae	0.128	0.0516	0.0041	23.53	0.7955	0.8039	0.8601	0.0076	0.01	0.0039	5	15	100.0
VincentC_2016	VincentC_2016	TreeNB-VAE	treenbvae	0.1162	0.0335	69.8402	72.0905	0.7899	0.7958	0.8632	0.0072	0.0098	0.0078	5	16	
VincentC_2016	VincentC_2016	PhILR-Gauss VAE	philr-gauss-vae	0.1845	0.1352	0.012	37.6206	0.7869	0.7977	0.891	0.0059	0.0031	0.0059	5	16	
VincentC_2016	VincentC_2016	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.0968	0.0312	55.3135	55.1825	0.7854	0.793	0.8775	0.0041	0.0052	0.0033	5	20	
VincentC_2016	VincentC_2016	PhyloFusion VAE	fuse-vae	0.1412	0.0547	0.0056	19.5763	0.7849	0.7955	0.8648	0.012	0.0127	0.0016	5	14	100.0
VincentC_2016	VincentC_2016	Tax-aware VAE	tax-vae	0.1901	0.0643	0.009	16.0601	0.7849	0.7809	0.9031	0.0107	0.0112	0.0047	5	15	100.0
VincentC_2016	VincentC_2016	Hyp-PhILR-NB VAE	hyp-philrvae	0.1272	0.0408	70.0845	14.7381	0.781	0.793	0.8824	0.0136	0.0104	0.0015	5	12	
VincentC_2016	VincentC_2016	dsvae-unsup	dsvae-unsup	0.0951	0.0254	68.4888	17.7454	0.7775	0.7818	0.9054	0.0049	0.0063	0.0034	5	32	100.0
VincentC_2016	VincentC_2016	$\beta$-VAE	beta-vae	0.1753	0.0629	0.0079	14.1523	0.767	0.7791	0.8843	0.0071	0.0068	0.0051	5	16	100.0
VincentC_2016	VincentC_2016	PhILR-VAE	philrvae	0.1033	0.0315	68.1559	42.0293	0.7625	0.7715	0.8518	0.0064	0.0073	0.0101	5	16	
VincentC_2016	VincentC_2016	TreeDirichlet VAE	treedirichlet-vae	0.2003	0.1166	-5026.4285	22.5178	0.7526	0.7453	0.8147	0.006	0.0077	0.0066	5	12	
VincentC_2016	VincentC_2016	Hyperbolic VAE	hyp-vae	0.1291	0.0536	0.0044	33.3716	0.7456	0.7518	0.8099	0.0128	0.0134	0.0029	5	14	100.0
VincentC_2016	VincentC_2016	TreePrior VAE	treeprior-vae	0.1998	0.0594	0.0101	4.4769	0.7394	0.7422	0.865	0.0077	0.0065	0.0064	5	20	100.0
VincentC_2016	VincentC_2016	Vanilla VAE	vanilla-vae	0.2395	0.0672	0.0136	0.2175	0.732	0.735	0.7944	0.0069	0.0084	0.0105	5	9	100.0
VincentC_2016	VincentC_2016	Graph VAE	graph-vae	0.2447	0.0692	0.0146	5.5359	0.7119	0.7192	0.7316	0.0079	0.0087	0.0054	5	9	100.0
VogtmannE_2016	VogtmannE_2016	$\beta$-VAE	beta-vae	0.2321	0.0737	0.0133	0.5861	0.6061	0.5997	0.6391	0.0246	0.024	0.0195	5	24	100.0
VogtmannE_2016	VogtmannE_2016	dsvae-unsup	dsvae-unsup	0.1215	0.0399	87.9594	15.0056	0.5937	0.5883	0.6185	0.0108	0.0107	0.0121	5	32	100.0
VogtmannE_2016	VogtmannE_2016	Vanilla VAE	vanilla-vae	0.2315	0.0795	0.0134	0.0076	0.5714	0.565	0.6029	0.0134	0.0121	0.0076	5	11	100.0
VogtmannE_2016	VogtmannE_2016	PhyloFusion VAE	fuse-vae	0.1508	0.0701	0.0058	22.5454	0.5679	0.5613	0.5791	0.0082	0.0092	0.0079	5	12	100.0
VogtmannE_2016	VogtmannE_2016	Tax-aware VAE	tax-vae	0.231	0.0744	0.0137	0.0001	0.5657	0.5598	0.5818	0.0147	0.0151	0.0138	5	12	100.0
VogtmannE_2016	VogtmannE_2016	Hyp-PhILR-NB VAE	hyp-philrvae	0.1705	0.0557	82.9135	13.4994	0.5643	0.5577	0.5859	0.0059	0.0072	0.0123	5	14	
VogtmannE_2016	VogtmannE_2016	Hyp+Tax VAE	hyp-tax-vae	0.1491	0.068	0.0061	36.5503	0.5591	0.552	0.5832	0.0075	0.0078	0.0104	5	20	100.0
VogtmannE_2016	VogtmannE_2016	dsvae-sup	dsvae-sup	0.2457	0.0898	153.3675	5.2469	0.5565	0.5479	0.5924	0.0079	0.0075	0.0085	5	32	100.0
VogtmannE_2016	VogtmannE_2016	TreeNB-VAE	treenbvae	0.2106	0.0705	115.6536	15.9077	0.5345	0.5272	0.5192	0.0086	0.0097	0.0154	5	4	
VogtmannE_2016	VogtmannE_2016	TreePrior VAE	treeprior-vae	0.2177	0.0708	0.0128	1.9741	0.5288	0.5215	0.5325	0.0034	0.0041	0.0058	5	20	100.0
VogtmannE_2016	VogtmannE_2016	PhILR-VAE	philrvae	0.1104	0.0384	79.0205	49.1276	0.5193	0.5118	0.514	0.0154	0.015	0.0113	5	15	
VogtmannE_2016	VogtmannE_2016	TreeDirichlet VAE	treedirichlet-vae	0.2573	0.1628	-4208.3447	27.5339	0.5111	0.5037	0.5022	0.0094	0.0105	0.01	5	10	
VogtmannE_2016	VogtmannE_2016	Hyperbolic VAE	hyp-vae	0.2308	0.0755	0.0143	4.4523	0.5092	0.5008	0.5288	0.0144	0.0144	0.0141	5	16	100.0
VogtmannE_2016	VogtmannE_2016	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.2234	0.0938	79.0385	69.0546	0.5018	0.4949	0.5182	0.0112	0.0116	0.014	5	16	
VogtmannE_2016	VogtmannE_2016	PhILR-Gauss VAE	philr-gauss-vae	0.2148	0.157	0.024	31.9452	0.488	0.4802	0.4862	0.011	0.0103	0.0106	5	13	
VogtmannE_2016	VogtmannE_2016	Graph VAE	graph-vae	0.2306	0.077	0.0132	1.4479	0.4329	0.425	0.4023	0.0089	0.0095	0.0126	5	4	100.0
WirbelJ_2018	WirbelJ_2018	dsvae-sup	dsvae-sup	0.2423	0.0862	146.1288	3.4388	0.7534	0.7513	0.8234	0.0062	0.0061	0.0047	5	32	100.0
WirbelJ_2018	WirbelJ_2018	PhILR-Gauss VAE	philr-gauss-vae	0.2148	0.1577	0.0245	63.0502	0.6394	0.6353	0.6902	0.0123	0.0127	0.0146	5	24	
WirbelJ_2018	WirbelJ_2018	TreeDirichlet VAE	treedirichlet-vae	0.2455	0.1517	-4214.1914	23.7654	0.6236	0.6196	0.6578	0.0111	0.0113	0.0143	5	8	
WirbelJ_2018	WirbelJ_2018	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.163	0.0718	73.9863	45.9461	0.623	0.6192	0.6656	0.004	0.0044	0.0064	5	24	
WirbelJ_2018	WirbelJ_2018	Hyp+Tax VAE	hyp-tax-vae	0.1445	0.0638	0.0053	22.9588	0.6108	0.6068	0.6411	0.0141	0.0131	0.011	5	14	100.0
WirbelJ_2018	WirbelJ_2018	Graph VAE	graph-vae	0.2259	0.0723	0.0126	0.3437	0.5999	0.5955	0.6238	0.0147	0.0145	0.0148	5	9	100.0
WirbelJ_2018	WirbelJ_2018	dsvae-unsup	dsvae-unsup	0.1375	0.0453	88.4807	23.8017	0.5874	0.5828	0.6282	0.0094	0.009	0.0111	5	32	100.0
WirbelJ_2018	WirbelJ_2018	PhILR-VAE	philrvae	0.1326	0.0474	86.0345	44.2389	0.5872	0.5828	0.6155	0.0071	0.007	0.0104	5	15	
WirbelJ_2018	WirbelJ_2018	TreeNB-VAE	treenbvae	0.1252	0.0406	82.0794	57.9294	0.5708	0.5659	0.5818	0.0061	0.0065	0.0066	5	12	
WirbelJ_2018	WirbelJ_2018	$\beta$-VAE	beta-vae	0.2133	0.0694	0.0118	2.6863	0.5698	0.5644	0.6038	0.0075	0.0085	0.0101	5	8	100.0
WirbelJ_2018	WirbelJ_2018	PhyloFusion VAE	fuse-vae	0.1061	0.0485	0.0028	26.6034	0.5626	0.5581	0.5861	0.011	0.0111	0.0087	5	16	100.0
WirbelJ_2018	WirbelJ_2018	Tax-aware VAE	tax-vae	0.2042	0.0702	0.0107	3.1109	0.5543	0.5493	0.5878	0.0122	0.0122	0.0086	5	8	100.0
WirbelJ_2018	WirbelJ_2018	Hyp-PhILR-NB VAE	hyp-philrvae	0.1538	0.0734	79.052	36.3977	0.554	0.5496	0.5872	0.0116	0.0113	0.0143	5	20	
WirbelJ_2018	WirbelJ_2018	TreePrior VAE	treeprior-vae	0.2258	0.0731	0.0126	0.001	0.5203	0.5144	0.5326	0.0094	0.0096	0.0153	5	9	100.0
WirbelJ_2018	WirbelJ_2018	Hyperbolic VAE	hyp-vae	0.2257	0.0725	0.0126	0.0003	0.5083	0.5028	0.5235	0.0077	0.0082	0.0111	5	16	100.0
WirbelJ_2018	WirbelJ_2018	Vanilla VAE	vanilla-vae	0.2257	0.0714	0.0129	0.0	0.4782	0.4726	0.4774	0.0074	0.0077	0.0086	5	15	100.0
XieH_2016	XieH_2016	dsvae-sup	dsvae-sup	0.225	0.0755	140.2668	7.9453	0.3864	0.3825	0.6168	0.0077	0.0101	0.0033	5	32	100.0
XieH_2016	XieH_2016	Hyp+Tax VAE	hyp-tax-vae	0.1296	0.0475	0.0044	32.6405	0.3612	0.3528	0.5742	0.0022	0.0028	0.0054	5	16	100.0
XieH_2016	XieH_2016	PhILR-Gauss VAE	philr-gauss-vae	0.2124	0.1502	0.0264	50.3203	0.3541	0.3437	0.5193	0.0107	0.0137	0.0046	5	24	
XieH_2016	XieH_2016	Vanilla VAE	vanilla-vae	0.2174	0.0667	0.0117	0.0061	0.3518	0.3439	0.5728	0.0063	0.0059	0.0054	5	16	100.0
XieH_2016	XieH_2016	TreeNB-VAE	treenbvae	0.1361	0.0419	88.2516	76.2349	0.3498	0.3395	0.5421	0.0022	0.0025	0.0048	5	16	
XieH_2016	XieH_2016	dsvae-unsup	dsvae-unsup	0.1211	0.0368	88.4262	14.3506	0.3456	0.3341	0.5356	0.0022	0.0017	0.0046	5	32	100.0
XieH_2016	XieH_2016	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.1674	0.0879	82.4664	53.5797	0.3428	0.329	0.5399	0.002	0.003	0.0074	5	24	
XieH_2016	XieH_2016	Graph VAE	graph-vae	0.2171	0.0656	0.0116	0.1404	0.3278	0.3237	0.5172	0.0062	0.0055	0.0044	5	4	100.0
XieH_2016	XieH_2016	Hyp-PhILR-NB VAE	hyp-philrvae	0.1978	0.0793	87.1593	71.4553	0.3277	0.3104	0.501	0.008	0.01	0.0075	5	16	
XieH_2016	XieH_2016	TreeDirichlet VAE	treedirichlet-vae	0.184	0.1088	-4701.3796	39.7111	0.3276	0.316	0.515	0.0051	0.0058	0.0024	5	10	
XieH_2016	XieH_2016	PhILR-VAE	philrvae	0.1318	0.0456	89.9118	46.599	0.3256	0.31	0.5286	0.0054	0.0064	0.0048	5	24	
XieH_2016	XieH_2016	Tax-aware VAE	tax-vae	0.1518	0.0666	0.0059	23.1193	0.3211	0.3069	0.4533	0.0041	0.0045	0.0067	5	13	100.0
XieH_2016	XieH_2016	TreePrior VAE	treeprior-vae	0.1858	0.0581	0.009	6.7272	0.3206	0.3122	0.4713	0.0062	0.0053	0.0107	5	5	100.0
XieH_2016	XieH_2016	PhyloFusion VAE	fuse-vae	0.157	0.06	0.0067	17.1331	0.3199	0.3019	0.4931	0.0028	0.0045	0.0064	5	14	100.0
XieH_2016	XieH_2016	$\beta$-VAE	beta-vae	0.1386	0.052	0.0049	35.4572	0.3104	0.2877	0.4984	0.0028	0.003	0.008	5	16	100.0
XieH_2016	XieH_2016	Hyperbolic VAE	hyp-vae	0.2051	0.0611	0.0106	1.5516	0.307	0.3018	0.4673	0.0058	0.0063	0.0043	5	5	100.0
YachidaS_2019	YachidaS_2019	Hyp-PhILR-NB VAE	hyp-philrvae	0.141	0.049	71.2065	84.083	0.3062	0.2981	0.5712	0.003	0.0035	0.0038	5	24	
YachidaS_2019	YachidaS_2019	PhILR-Gauss VAE	philr-gauss-vae	0.2001	0.1317	0.0262	46.7603	0.3017	0.2916	0.6034	0.0051	0.0058	0.0015	5	20	
YachidaS_2019	YachidaS_2019	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.2125	0.0751	68.7171	126.3873	0.299	0.2855	0.5837	0.0026	0.0036	0.0047	5	24	
YachidaS_2019	YachidaS_2019	PhyloFusion VAE	fuse-vae	0.1133	0.0484	0.0035	32.9136	0.2925	0.2842	0.5719	0.0055	0.0059	0.003	5	24	100.0
YachidaS_2019	YachidaS_2019	$\beta$-VAE	beta-vae	0.1296	0.046	0.0045	33.0452	0.2886	0.2825	0.5604	0.0034	0.0048	0.0026	5	13	100.0
YachidaS_2019	YachidaS_2019	Hyperbolic VAE	hyp-vae	0.1258	0.0415	0.004	26.892	0.2834	0.2743	0.5588	0.0033	0.0036	0.004	5	13	100.0
YachidaS_2019	YachidaS_2019	Hyp+Tax VAE	hyp-tax-vae	0.2104	0.0569	0.0109	10.3985	0.28	0.2745	0.5571	0.0025	0.0035	0.0049	5	14	100.0
YachidaS_2019	YachidaS_2019	dsvae-unsup	dsvae-unsup	0.1234	0.0338	85.4297	17.0223	0.2783	0.2677	0.5699	0.0028	0.0041	0.0055	5	32	100.0
YachidaS_2019	YachidaS_2019	PhILR-VAE	philrvae	0.0873	0.0255	70.7691	70.2378	0.2782	0.2704	0.5494	0.0033	0.004	0.0038	5	24	
YachidaS_2019	YachidaS_2019	TreeDirichlet VAE	treedirichlet-vae	0.1603	0.0873	-5916.9411	35.2728	0.2761	0.2681	0.5345	0.0027	0.0032	0.004	5	12	
YachidaS_2019	YachidaS_2019	Tax-aware VAE	tax-vae	0.1385	0.0414	0.005	14.7203	0.2755	0.2683	0.5336	0.0045	0.0047	0.0057	5	12	100.0
YachidaS_2019	YachidaS_2019	Graph VAE	graph-vae	0.2102	0.057	0.0108	0.0001	0.2577	0.2523	0.4871	0.0044	0.0046	0.004	5	5	100.0
YachidaS_2019	YachidaS_2019	dsvae-sup	dsvae-sup	0.2038	0.0632	128.1301	9.6744	0.2503	0.2439	0.5325	0.0023	0.0025	0.0049	5	32	100.0
YachidaS_2019	YachidaS_2019	Vanilla VAE	vanilla-vae	0.2101	0.0568	0.0108	0.0	0.2435	0.2353	0.5022	0.0006	0.0012	0.0045	5	16	100.0
YachidaS_2019	YachidaS_2019	TreeNB-VAE	treenbvae	0.2036	0.0561	104.0475	23.4226	0.2341	0.2313	0.4741	0.0049	0.0052	0.0035	5	12	
YachidaS_2019	YachidaS_2019	TreePrior VAE	treeprior-vae	0.2012	0.0557	0.0102	0.134	0.2331	0.2288	0.4797	0.0033	0.0037	0.002	5	14	100.0
YeZ_2018	YeZ_2018	Graph VAE	graph-vae	0.2715	0.0835	0.0182	4.8847	0.6983	0.683	0.703	0.0075	0.0133	0.0071	5	13	100.0
YeZ_2018	YeZ_2018	Tax-aware VAE	tax-vae	0.2422	0.0788	0.0148	7.9597	0.5861	0.5782	0.6327	0.01	0.0102	0.0217	5	13	100.0
