clade_name	NCBI_tax_id	frank_P10	frank_P14	frank_P16	frank_P17	frank_P22	frank_P23	frank_P24	frank_P25	frank_P28	frank_P30	frank_P32	frank_P33	frank_P34	frank_P35	frank_P39	frank_P42	frank_P44	frank_P45	frank_P46	frank_P48	frank_P49	frank_P52	frank_P53	frank_P54	frank_P55	frank_P56	frank_P57	frank_P58	frank_P59	frank_P61	frank_P63	frank_P64	frank_P65	frank_P66	frank_P67	frank_P68	frank_P69	frank_P7	frank_P8
s__Ruminococcus_bromii	0	16.29094	16.56839	2.81541	6.94469	20.42771	9.42687	0.10764	0.01049	0.01106	0.0067	0.09035	0.03998	18.20186	0.03666	0.03273	0.0064	0.02181	0.00799	3.6694	0.06289	3.39145	0.29081	0.02822	9.74491	0.01744	0.01634	0.02331	0.01568	0.02133	14.71115	7.12079	0.00427	0.00292	0.10032	0.01103	6.34491	0.00382	0.00039	9e-05
s__Alistipes_finegoldii	0	8.71915	2.49939	0.03551	0.67411	0.21838	0.32174	0.10639	0.00508	0.12804	1.34819	2.4573	0.98101	1.99492	0.00711	0.00955	0.00299	0.00097	0.00018	0.00132	0.12283	0.12145	0.11039	8.94131	1.02836	0.01252	1.53534	0.6598	0.10259	0.01393	0.01101	0.02057	0.0	0.0	0.0	0.00158	0.23039	0.0	2.50159	0.01851
s__Alistipes_putredinis	0	7.82034	3.29806	1.33605	0.00663	0.54343	5.29959	0.00762	12.93334	5.35858	0.03759	0.01555	4.26277	0.01307	4.35042	0.29689	3.2656	0.00474	0.18486	0.00621	1.61799	0.03752	0.60783	7.94635	5.33712	3.22243	0.00885	4.4056	0.39177	3.17435	0.01611	4.94443	5.94229	0.00549	0.00713	6.04959	3.52461	0.00945	2.84115	3.34924
s__Eubacterium_hallii	0	6.5149	0.00402	1.08077	0.00554	1.40935	0.54687	0.86011	0.17195	0.00493	1.33024	2.1701	2.33166	0.55196	0.96272	1.43279	6.15492	0.53874	1.27898	0.53579	0.02104	0.00801	0.91571	0.15097	0.24037	0.33113	0.79439	0.98367	1.35644	0.00454	0.36911	0.71008	0.0	0.0	0.30433	0.0	0.82114	0.0	0.00603	1.18649
s__Bacteroides_uniformis	0	5.75665	17.92353	1.87776	0.00922	0.26314	0.01469	0.56136	13.63573	11.32041	11.44233	1.56902	13.12101	0.52838	4.23437	1.80033	5.2816	14.75453	0.0869	20.47231	8.00595	5.14856	0.20061	3.23255	0.02438	8.75009	2.08811	1.66173	0.35428	2.18066	6.03464	3.509	9.96786	19.23425	10.05477	10.18167	6.25606	3.68251	5.73609	6.24678
s__Faecalibacterium_prausnitzii	0	5.0021	0.02467	18.57029	5.73003	7.42124	1.74472	9.9619	9.28587	0.0191	4.70274	0.11782	8.44082	5.14766	2.32465	1.44296	6.6314	0.01409	6.82043	0.01268	0.32268	1.45508	4.04562	0.08032	3.45518	5.59295	14.52062	11.35075	6.92138	0.06343	2.42318	14.96163	0.84572	0.00834	0.01117	2.87073	8.93399	10.92857	0.03335	14.71678
s__Dorea_longicatena	0	4.37074	0.00145	1.84051	0.0068	2.94261	0.0151	10.48523	1.01659	0.00044	0.0	1.09189	1.98531	0.75453	2.18881	2.92983	2.6591	1.52629	7.72652	0.00476	0.00266	0.01753	0.9039	1.29714	0.38063	0.00072	1.86745	1.29551	1.32191	0.00576	0.00116	0.70495	1.90313	0.00067	1.36106	0.00199	2.57022	2.31526	0.00353	2.00337
s__Barnesiella_intestinihominis	0	2.53701	0.00087	2.59937	0.0	0.0	0.0	0.06948	3.3421	0.0	0.00014	0.71852	3.08193	0.00071	0.00083	0.33869	1.69489	0.0	0.02046	0.0	0.8665	0.0	0.39901	0.0	0.0	0.0008	0.0	0.0	0.00028	0.00059	0.0	1.57409	0.0	0.0	0.0	2.59672	0.0	0.0	0.00012	2.62638
s__Blautia_obeum	0	2.51416	0.00072	1.13559	0.00017	2.01971	0.00421	0.2946	0.00269	0.00209	0.07103	1.53302	0.01585	0.00971	4.21546	4.74281	6.66948	0.25765	1.29255	0.00727	0.2966	9.02211	1.2078	14.26651	0.41063	10.7451	0.71291	3.53468	0.92231	15.12323	0.02049	0.69745	0.48616	0.00572	1.81944	6.67105	3.24162	0.00437	23.29269	0.30503
s__Blautia_wexlerae	0	2.49014	0.01953	0.14624	13.64429	0.02276	0.66377	0.00465	0.42453	3.65994	0.1553	0.01552	0.00973	0.89707	3.82984	1.69489	0.00378	0.25831	0.45341	0.69529	0.01708	0.00324	0.74578	0.01472	0.23683	1.96133	0.40226	0.36679	0.13105	0.00676	0.30556	0.59703	0.66118	0.137	2.5011	0.25391	2.41484	4.59712	0.01349	1.85545
s__Eubacterium_sp_CAG_251	0	2.39751	0.0	0.0	0.0	2.3321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80961	0.00102	2.12019	0.00098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_eligens	0	2.03525	0.0	2.69256	0.0	4.69739	1.51195	0.0	5.85059	5.81263	0.01106	0.00836	0.00628	1.58081	1.62373	2.52141	0.0	0.0	0.18187	0.22624	0.04385	0.0	0.07043	1.43783	0.35081	0.00126	0.00102	0.40617	7.81926	0.00112	0.32281	0.96148	0.0	0.0	0.0	0.0	0.0	0.0	0.01213	0.17546
s__Roseburia_hominis	0	1.87837	0.0	0.52748	0.0	0.0	0.37369	0.15104	0.3892	0.00695	0.49106	0.0	0.0	0.05227	0.33751	0.04509	0.0	0.0	0.0	0.0	0.01733	0.14066	0.01926	0.0244	0.10395	0.0	0.23634	0.55749	0.0293	0.11472	0.52278	1.15731	0.02399	0.00077	1.62213	0.00108	0.29789	3.5542	0.0	0.04771
s__Eubacterium_rectale	0	1.80811	4.31282	3.71423	0.00831	0.01889	7.07854	0.45308	1.46583	0.04287	6.55379	0.0159	0.15051	3.18069	3.06497	1.59767	5.47815	13.23351	13.10642	0.0324	0.07931	0.00986	0.40101	0.05542	4.73993	0.02035	13.41502	3.5297	9.87125	0.04061	0.02514	9.64055	4.69092	0.01917	11.23954	3.08227	6.67923	0.01187	0.00391	0.10049
s__Collinsella_aerofaciens	0	1.80565	0.00855	1.15219	0.00548	3.55352	2.58626	1.43993	0.00832	0.01192	3.76556	5.02442	0.01947	1.47628	0.69174	12.87271	1.00059	0.00461	0.00346	0.00785	5.39806	3.45605	7.19832	0.0321	3.87479	3.18571	4.25411	0.99216	2.00083	0.02253	0.01822	1.3995	5.06326	0.00929	3.78911	0.00929	0.70416	0.00809	0.0063	0.6139
s__Fusicatenibacter_saccharivorans	0	1.76154	0.00061	3.09354	0.00355	1.83493	0.37348	0.84792	0.0	0.00055	0.75591	0.10622	9.20141	1.78086	4.24203	4.55798	4.8341	3.02597	8.2046	4.65537	0.05568	0.00739	0.29938	0.01094	0.56429	4.19741	3.28846	0.85661	1.05472	0.01148	4.08433	0.94069	0.90908	0.0	0.57289	0.00029	2.48711	0.0	0.00812	5.15358
s__Parabacteroides_merdae	0	1.71386	0.01061	0.45701	0.00166	0.0021	0.00195	0.40359	3.43448	0.01248	3.26212	0.14549	2.07423	2.36268	2.43785	0.18208	5.15023	0.00227	0.07104	0.00266	1.65948	0.244	1.73586	0.80568	1.32459	1.0511	0.30822	0.0096	0.57815	0.00617	0.00764	0.43781	3.48419	0.00149	0.00101	0.00629	1.24737	0.16444	0.71935	0.35613
s__Bacteroides_vulgatus	0	1.68833	4.0525	4.52078	19.42405	6.80925	7.22359	4.2496	6.78344	1.95978	14.76118	0.27865	11.83153	1.69561	13.78614	1.53727	0.02449	19.54859	0.44266	0.02947	2.26254	0.06867	1.74039	1.90797	0.03179	6.39824	4.03978	12.43987	0.88812	5.7062	9.09518	4.32217	16.5468	8.99254	12.61873	5.67597	9.83941	0.03045	0.03819	8.10172
s__Ruminococcus_bicirculans	0	1.6319	0.0	0.17077	0.00149	0.0	1.0152	0.0013	1.87232	0.0	0.0	0.02091	0.00931	6.67144	1.81122	0.02069	0.0	0.0	0.0	0.0	0.18935	0.0	0.14186	0.0	2.68324	0.0005	0.53514	0.24375	0.0	0.00109	0.0	0.00026	0.00078	0.00196	0.00146	0.00318	6.10868	0.00051	0.00463	0.81277
s__Methanobrevibacter_smithii	0	1.5158	1.87086	1.3643	0.0	1.26621	1.92641	0.0	0.20762	0.0	0.0	0.00118	0.00309	0.00165	0.00289	0.01381	0.00131	0.00504	0.00368	0.00313	11.82522	2.52904	1.66756	0.19147	0.00093	0.00024	0.33536	1.5509	0.0	0.00115	0.00146	0.00035	0.0	0.0	2.86202	0.00076	0.0	0.0	1.3869	0.0
s__Parabacteroides_distasonis	0	1.34917	3.57721	1.75389	7.40849	0.436	0.01243	0.23628	5.09618	3.55544	0.01826	0.34616	0.00594	0.97252	0.56226	0.19293	0.00253	1.59928	0.06954	0.00107	1.1435	1.19396	0.566	0.01078	3.15768	0.00627	2.44231	0.72812	0.25546	1.48496	2.90059	0.61697	0.01173	7.67077	2.66443	4.82554	0.77007	0.0138	1.36037	0.5709
s__Firmicutes_bacterium_CAG_83	0	1.09838	0.00106	0.26419	0.00341	1.82934	0.18876	0.01005	0.0	0.0	0.68516	1.00077	2.08544	0.00836	3.32926	5.17768	0.38956	1.92875	0.02921	0.00335	1.21946	0.0426	0.09266	1.18468	0.01476	1.54337	0.17138	1.56336	0.03285	0.00309	0.00439	2.85178	0.13664	0.0	0.0	0.26457	2.85745	0.0	0.00142	0.15534
s__Dorea_formicigenerans	0	1.07871	0.0	0.68918	0.0	0.62537	0.15475	2.47789	0.18798	0.0	0.2309	0.17129	1.00925	0.00017	0.62764	2.37755	0.25198	0.65965	1.86081	0.0	0.00555	0.12076	0.77156	0.00985	0.15395	2.33102	0.33038	0.50078	0.56759	0.00204	0.00048	0.83373	0.0	0.00013	0.77726	0.00048	1.07676	3.14037	0.0	0.73303
s__Eisenbergiella_massiliensis	0	0.99575	0.61482	0.0	1.53055	0.0	0.04362	0.0	0.0	0.88138	0.04662	0.02042	0.07957	0.0	0.02847	0.04766	0.0	0.44138	0.01734	0.0	0.14043	0.12872	0.0	0.00151	0.0	0.32463	0.0	0.00853	0.001	0.45895	0.00566	0.01061	0.0122	0.0	0.0	0.14979	0.01193	0.73376	1.45951	0.10128
s__Anaerostipes_hadrus	0	0.9289	0.01556	3.50048	7.5858	3.0263	0.78621	3.3697	1.51609	0.0145	1.31203	2.77587	13.62209	0.287	2.59538	8.14334	4.73733	1.21303	1.84111	0.00422	0.06416	0.07982	0.04788	0.55229	0.32899	6.52787	0.38806	1.04075	3.40661	3.37299	8.69025	1.70523	1.14112	0.00817	5.29724	0.01455	5.32861	7.35995	0.01046	3.6634
s__Ruthenibacterium_lactatiformans	0	0.85372	10.11624	0.14973	1.70099	0.98816	1.42706	0.06547	0.39906	2.11214	0.1471	7.646	0.1622	0.3126	0.64147	5.33936	0.15151	0.73944	0.02659	1.83351	0.43355	1.57768	0.06113	0.70951	1.93428	0.21875	0.30625	0.0978	0.02847	2.34724	0.18966	0.1414	0.17314	0.35731	0.33329	0.31399	0.35463	0.96087	0.3998	0.1228
s__Odoribacter_splanchnicus	0	0.81795	0.65558	1.42422	0.00019	0.69339	0.44908	0.23651	1.19044	0.68457	0.00123	0.48123	1.19365	0.00418	1.22373	0.06479	0.65643	0.0	0.0	0.0	2.24238	0.53547	0.24954	3.8544	0.50295	0.30146	0.00044	0.35897	0.25493	0.46742	0.61993	0.3989	0.0	0.0	0.0	1.4514	0.31341	0.0	0.12945	0.56568
s__Bacteroides_plebeius	0	0.68401	0.0	0.0	0.00943	0.01325	0.01292	0.00785	0.0	0.0	0.0	0.03328	0.01207	10.67389	0.01047	0.00889	0.0	0.0	0.0	0.0	0.0	0.0	0.78039	0.00831	0.00351	3.07587	0.00229	0.00799	8.45034	0.00714	0.00553	0.00544	0.00366	4.24862	0.00628	7.0159	0.00367	0.00398	0.0	0.0
s__Escherichia_coli	0	0.66488	1.09383	0.58719	0.2835	0.76802	0.62485	0.09142	0.0	0.04865	0.0	7.00938	3.73779	0.16163	0.08153	0.11126	0.02694	0.02452	0.0	2.27702	1.36425	0.55746	1.42428	0.46388	2.78411	0.00695	0.17194	0.01189	0.00581	0.01077	0.35712	0.88234	0.21229	0.00666	0.17554	0.3522	0.00556	0.00066	0.00187	0.0321
s__Asaccharobacter_celatus	0	0.62784	0.00115	0.0	0.00069	0.10157	0.28143	0.05641	0.00218	0.84589	0.03678	0.14865	0.0	0.0961	0.14301	0.23711	0.09773	0.00059	0.11171	0.26177	0.0228	0.00316	0.04374	0.04313	0.05418	0.00114	0.13611	0.11189	0.43574	2.07816	0.00229	0.0438	0.07586	0.0	0.29536	0.00211	0.07762	0.9909	0.40747	0.54006
s__Clostridium_leptum	0	0.51068	0.0476	0.02984	0.00125	1.06779	0.40942	0.00163	0.05633	0.22951	0.02535	0.22973	0.00635	0.07669	0.0025	0.28328	0.27411	0.06682	0.07471	0.88366	0.25794	0.00772	0.12156	0.12451	0.48306	0.0236	0.10054	0.0036	0.00909	0.10631	0.44136	0.01125	0.02919	0.89445	0.2057	0.02038	0.05597	0.02288	0.06369	0.00702
s__Clostridium_sp_CAG_58	0	0.45744	0.01632	0.20946	0.0	0.03863	0.53472	0.30976	0.01095	0.77626	0.0	0.0	0.0	0.04494	0.19531	0.26477	0.42639	0.0	0.42567	0.0	0.0	0.1414	0.01826	0.01841	0.14102	0.39996	0.10568	0.15283	0.01843	0.05093	0.0	0.44277	0.0	0.0	0.0	0.0	0.09253	0.33008	0.0	0.17159
s__Coprococcus_catus	0	0.45255	0.0	0.07628	0.0	0.30502	0.0	0.0	0.0	0.0	0.4987	1.18848	0.74165	0.00176	0.97744	0.00097	0.03406	0.0	0.70001	0.0	0.0	0.0	0.05336	0.25509	0.43934	0.01465	0.15498	0.47139	0.00664	0.0	0.0	0.34577	0.45428	0.0	0.0	3.29052	0.05786	0.0	0.0	0.0
s__Adlercreutzia_equolifaciens	0	0.43219	0.00178	0.00052	0.00093	0.1634	0.57448	0.04039	0.00206	0.47628	0.07731	0.48528	0.0	0.04491	0.16882	0.07574	0.03946	0.0	0.09648	0.19044	0.03776	0.00295	0.06185	0.07237	0.03716	0.00146	0.16215	0.15023	0.26236	2.98531	0.00211	0.06343	0.06618	0.0	0.17686	0.00224	0.28858	1.10051	0.36175	0.15899
s__Roseburia_faecis	0	0.42885	0.00445	0.01211	0.0	0.00122	0.37992	0.12393	0.79226	0.0	0.0	0.00635	0.00679	0.59798	0.00386	0.00765	5.15776	0.0	0.0	1.4842	0.12821	0.0	0.50311	0.02043	2.87238	0.00523	5.40651	0.67112	0.00562	1.56996	0.04431	3.9058	0.00083	0.00052	1.07572	0.00225	1.95406	0.00037	0.00495	1.25023
s__Bacteroides_thetaiotaomicron	0	0.40762	0.05406	0.66523	0.00033	0.00028	0.72899	0.66162	0.71116	0.09377	4.22884	0.02312	0.8779	0.01233	0.87975	0.06305	0.00259	5.48654	0.00652	0.00294	0.00181	1.42175	0.00199	0.00423	0.51733	0.00132	0.86071	0.13589	0.07587	2.27018	1.20073	0.03203	3.12289	4.55424	0.01328	3.56436	0.80301	3.8427	2.35383	0.26645
s__Phascolarctobacterium_succinatutens	0	0.40039	0.0	0.0	0.0	0.0	0.00013	2.15511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9235	1.84781	0.0	0.0	0.0004	0.0	0.0	0.0	0.00103	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_caccae	0	0.38246	0.00033	0.15253	0.00434	0.00884	0.0105	1.20795	2.5341	0.00669	0.00428	1.93465	1.35408	0.57267	0.74664	5.47694	0.0	0.0	0.15024	0.00046	1.68246	0.00226	0.27942	0.00677	1.05155	0.00262	0.73551	0.72327	0.15436	0.58617	3.61131	0.45055	0.00095	0.0008	0.00032	3.26825	0.67354	0.00116	0.927	0.6982
s__Bacteroides_massiliensis	0	0.36923	0.40491	0.0	0.00088	0.0	0.00073	1.78177	0.0	0.0	1.12761	0.05724	0.00145	0.00326	0.00195	0.18031	0.0	0.0	0.0	0.0	0.52484	0.0	0.0006	0.63337	0.00281	1.64711	1.35595	0.00254	0.07668	0.00315	0.00442	1.93568	0.0	0.00034	0.0	0.95581	0.0	0.0	0.00907	6.24992
s__Streptococcus_salivarius	0	0.36139	0.15393	0.14698	0.34298	0.02425	0.01027	0.09041	0.05602	0.1854	0.18876	0.33487	0.03631	0.01069	0.1596	0.14149	0.0	0.06688	0.45755	0.00255	0.0	0.0028	0.00505	0.18243	0.1692	0.04364	0.81789	0.01234	0.09207	11.14684	0.03471	0.05509	0.25696	0.21654	0.17444	0.13558	1.46723	0.0611	0.0	0.07628
s__Holdemania_filiformis	0	0.30269	0.0	0.01729	0.0	0.0808	0.0	0.0	0.06519	0.0	0.0	0.0	0.02541	0.06006	0.12201	0.06042	0.1017	0.0	0.00836	0.0	0.0	0.0	0.01279	0.0	0.0	0.04763	0.02725	0.006	0.00684	0.0	0.01463	0.0	0.0	0.0	0.33707	0.25304	0.01532	0.43751	0.0	0.01514
s__Bifidobacterium_adolescentis	0	0.2896	0.0	0.0	0.0	1.86043	0.07564	0.0	0.00257	0.00226	4.95382	0.01849	0.00738	6.41031	0.00403	0.4583	0.80442	0.00554	0.00249	0.001	8.63768	0.00286	10.33177	0.01816	0.40778	0.01135	0.01088	0.00683	0.52121	0.00949	0.01079	0.07687	0.0	0.0	0.0	0.0	0.0	0.0	0.00079	0.00064
s__Streptococcus_mutans	0	0.25954	0.0004	0.00032	0.0	0.0	0.0	0.05181	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.00544	0.0	0.0	0.0	0.0	0.04671	0.0	0.01289	0.00301	0.00487	0.0	0.09949	0.0	0.0	0.0	0.00216	0.0	0.03793	0.04771	0.05282	0.0	0.0	0.00303	0.0	0.0
s__Roseburia_inulinivorans	0	0.2425	0.001	1.23383	0.00389	0.09644	0.02365	7.55664	0.67497	0.0006	2.50787	0.01929	0.00777	0.20025	0.62711	1.79618	0.38695	0.0	0.0	0.01317	0.0	1.19309	0.25083	0.00516	0.01332	0.0035	1.09764	0.06541	1.78596	0.00467	2.27815	1.04471	2.99235	0.00223	1.95367	0.00317	0.05882	1.07172	0.0	0.14637
s__Dorea_sp_CAG_317	0	0.23441	0.09358	0.00265	0.0	0.0	0.57091	0.00853	0.00346	4.02196	0.276	0.27378	0.091	0.2748	0.21487	4.46308	0.0	0.00116	0.04355	3.07226	0.07148	0.0	0.00032	0.649	0.12325	3.12425	0.0	0.01123	0.00334	0.00168	1.2051	0.21424	0.37436	0.06281	0.50343	0.0	0.01245	0.06991	0.0	0.07936
s__Lachnospira_pectinoschiza	0	0.23347	0.0	0.30716	0.0	1.32085	0.67643	0.01967	1.23791	1.11068	0.0	0.01629	0.01573	0.30219	0.01122	10.38168	0.0	0.0	0.0	3.96914	0.00159	0.0	0.00654	0.0	0.0	0.0	0.0	0.00011	0.0	0.00024	0.00077	2.41778	0.5366	0.0114	0.0	0.0	0.0	0.0	0.00048	1.65994
s__Acidaminococcus_fermentans	0	0.22005	0.0	0.0	0.0	0.24353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_intestinalis	0	0.21491	0.02663	0.02194	0.00661	0.02143	0.41956	0.96181	0.26246	0.09446	0.01045	0.00179	0.00339	0.07672	2.38254	0.15505	1.57284	0.517	8.94329	12.92282	0.0224	0.00403	0.06139	0.02423	0.00525	0.00602	0.46575	1.61061	1.72709	0.00663	8.30328	0.27512	2.40944	0.00449	4.58127	1.04762	0.40176	0.00232	0.01944	8.56504
s__Alistipes_indistinctus	0	0.18967	0.0	0.04533	0.0	0.0	0.34246	0.0	0.08457	0.57691	0.0	0.29497	0.02231	0.0	0.0	0.03685	0.0	0.0	0.0	0.0	0.00899	0.09286	0.07384	0.67869	0.00853	0.0	0.0	0.07778	0.01227	0.0	0.18524	0.30277	0.0	0.0	0.0	0.75275	0.0	0.11081	0.06594	0.0
s__Proteobacteria_bacterium_CAG_139	0	0.17626	0.31211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08269	0.0	0.60887	0.00015	0.0	0.0	0.00727	0.0	0.00052	0.0	0.0	0.0	0.2764	0.0	0.63491	0.014	0.00085	0.00331	0.00096	0.00742	0.0	0.41663	0.0812	0.0	0.0	0.0	0.02738	0.0	0.03445	0.0
s__Bacteroides_stercoris	0	0.15937	0.0	0.28311	0.00253	0.00755	0.00467	0.73249	0.03963	0.03657	20.90118	0.16732	0.00457	2.59115	0.00477	0.5783	14.97948	14.53608	0.07338	0.01615	2.59837	0.78901	0.30787	10.20242	10.61026	14.43804	2.34796	0.02925	0.28341	0.02573	0.02161	0.37922	11.42625	4.0453	0.02522	4.17423	1.09219	5.42314	0.0014	1.82555
s__Bacteroides_fragilis	0	0.1561	0.05473	1.23247	0.0	0.0	0.46772	0.0	0.06187	2.57872	0.22896	0.0	0.0	0.0	0.17779	0.0	3.29235	0.00139	0.00088	10.69763	1.02231	0.00167	0.0	1.76062	0.26914	0.00085	0.01221	0.51499	0.0	0.0	0.0	0.00143	0.0	0.0	0.00062	0.00084	0.0032	0.62044	0.008	0.00753
s__Coprococcus_comes	0	0.15082	0.0	0.16724	0.00018	1.07647	0.00144	0.85272	0.41464	0.0	0.8336	1.20236	1.48957	0.00277	1.29501	0.01845	0.0	0.87149	2.4498	0.0002	0.00057	1.19225	0.18996	5.0091	0.8161	0.00128	2.34024	0.41203	0.96112	0.00359	0.00262	0.00502	0.45833	0.00117	1.34634	3.6937	0.00024	0.00059	0.0	0.7559
s__Bacteroides_salyersiae	0	0.12597	0.0	0.0	0.0	0.04958	0.0	0.0	0.00047	1.29566	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09545	0.0	0.01553	0.0	0.0	0.0	0.0	0.0	0.14087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_thermophilus	0	0.12516	0.0055	0.0	0.02917	0.0	0.47976	0.00241	0.01469	0.17032	0.0	15.71232	0.01742	0.02676	0.00494	0.36379	0.0	0.01011	0.08609	0.00438	0.0	0.23327	0.00204	0.08129	0.00228	0.00068	0.00153	0.00321	0.06006	1.23297	0.0	0.00211	0.0	0.01249	0.0	2.27121	0.03928	0.0	0.92702	0.0
s__Anaeromassilibacillus_sp_An250	0	0.12244	0.0	0.0	0.04057	0.10338	0.0	0.00306	0.229	0.06636	0.01503	0.0	0.13686	0.09783	0.0	0.0	0.0	0.0	0.0	0.00731	0.00707	0.03223	0.01742	0.0	0.11158	0.0	0.0215	0.00468	0.0023	0.08699	0.12332	0.01467	0.06941	0.0	0.00205	0.6551	0.01369	0.0	0.0	0.00646
s__Gordonibacter_pamelaeae	0	0.11975	0.20864	0.00041	0.21684	0.17011	0.25523	0.05218	0.30649	1.28974	0.04519	1.7476	0.42228	0.17144	0.2416	0.39184	0.05726	0.10095	0.16609	0.57603	0.05493	0.09414	0.00125	0.48846	0.16478	0.30551	0.02595	0.01202	0.0859	0.14487	0.41764	0.06483	0.08705	0.00085	0.09376	0.73615	0.39433	0.23881	1.03725	0.21906
s__Streptococcus_parasanguinis	0	0.11306	0.04655	0.0178	0.10168	0.01535	0.00666	0.08783	0.01883	0.10202	0.13923	0.25232	0.0	0.02604	0.23166	0.03747	0.02035	0.07202	0.17479	0.0	0.0	0.14075	0.00183	0.45034	0.12534	0.03862	0.35263	0.00141	0.04151	3.80172	0.01454	0.01545	0.77348	0.20842	0.05727	0.027	0.14161	0.02724	0.0	0.07236
s__Butyricimonas_synergistica	0	0.11088	0.0459	0.02143	0.0	0.0	0.0	0.00554	0.0	0.0	0.0	0.0076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038	0.0	0.0	0.06852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05715
s__Eubacterium_ventriosum	0	0.10282	0.0	0.07035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35295	0.7734	0.12386	1.82914	0.0	0.0	0.81797	0.0	0.0	0.0	0.00865	0.0	0.0	0.0	0.0	0.09657	0.0	0.0	0.0	0.0	0.68373	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_cellulosilyticus	0	0.10016	2.15402	0.04464	0.0	0.17299	0.0	0.07728	1.26929	0.00299	0.07051	0.01947	0.0	0.29181	0.0	0.01463	0.0	0.0	0.0	0.0	0.00346	0.49982	0.0001	0.01605	0.04461	7e-05	0.0	0.0	0.0141	0.18181	0.0	0.02243	0.0016	2.82759	0.00052	0.00133	0.00691	0.0	0.0	0.0
s__Clostridium_sp_CAG_242	0	0.09584	0.0	0.0	0.0	0.0	3.64247	0.0	0.0	0.98626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01017	0.0	0.0	0.0	0.0	0.0	0.05054	0.0	0.0	0.0	0.27141	0.15901	0.0	0.0	0.19546	0.082	0.72588	0.0	0.0	0.1567
s__Bacteroides_finegoldii	0	0.09567	0.0	1.00199	0.0	0.0	0.0	0.04769	0.00163	0.0	0.0	0.0	0.0	0.38333	0.0	0.0	0.0	0.0	0.0	0.0	0.00443	0.0	0.02668	0.0	1.30155	1.14403	0.945	0.00183	0.37439	0.00192	0.00161	1.38907	0.0	2.40443	0.00108	0.0616	0.0	0.0	0.0	0.0
s__Akkermansia_muciniphila	0	0.09401	10.98227	7.87055	0.00206	0.0077	0.51693	0.00108	3.75156	0.03964	0.07113	0.09973	0.00776	0.00898	5.20785	0.0098	0.09885	0.02043	0.0131	0.02429	0.46611	26.37364	0.00246	3.26092	0.00842	0.0035	0.00583	0.01339	0.00288	0.00443	2.42688	1.86064	0.0	0.05275	0.71847	0.00709	0.0	0.0	13.11729	0.01024
s__Lactobacillus_fermentum	0	0.09357	0.08641	0.02848	0.00414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01486	0.0	0.0	0.0	0.10673	0.0	0.0	0.04251	0.00094	0.00504	0.6333	0.0	0.01998	0.00099	0.0	6.70247	0.00155	0.00727	0.0	0.00757	0.00117	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_gasseri	0	0.09087	0.01034	0.04674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00148	0.0	0.0	0.00743	0.0	0.0	0.01371	0.0	0.0	0.0	0.0	0.57555	0.0	0.0071	0.03867	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pyramidobacter_piscolens	0	0.08949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gemmiger_formicilis	0	0.08088	0.0	0.11993	0.0	0.47733	0.3386	0.15684	0.37963	0.0	0.35436	0.02296	0.31658	0.3647	1.35034	0.10731	0.21119	0.0	0.02589	0.0	0.02082	0.0	0.09517	0.04898	0.13481	0.00024	1.13726	0.33205	0.30938	0.00348	0.00161	0.49844	0.03459	0.0	0.0	1.93864	0.03611	0.00256	0.0	0.02153
