clade_name	NCBI_tax_id	SAMEA1966431	SAMEA2017457	SAMEA2017458	SAMEA2017459	SAMEA2017460	SAMEA2055106	SAMEA2055107	SAMEA2055108	SAMEA2055109	SAMEA2055266	SAMEA2055267	SAMEA2055268	SAMEA2055269	SAMEA2055272	SAMEA2055273	SAMEA2055274	SAMEA2055275	SAMEA2055276	SAMEA2055277	SAMEA2055278	SAMEA2055279	SAMEA2055280	SAMEA2055281	SAMEA2055282	SAMEA2055283	SAMEA2055284	SAMEA2055285	SAMEA2055286	SAMEA2055287	SAMEA2055288	SAMEA2055289	SAMEA2055290	SAMEA2055291	SAMEA2055292	SAMEA2055293	SAMEA2055294
s__Bacteroides_thetaiotaomicron	0	14.08759	0.02967	0.06666	0.95651	0.25777	0.01286	0.01133	0.38085	0.24586	0.17254	0.02772	0.2548	0.37955	0.50248	0.89002	0.1123	0.01945	2.52083	0.04475	0.14523	0.07135	0.36881	0.05427	0.03742	0.41216	0.11878	0.03097	0.06239	2.1467	0.60589	0.48155	0.3707	0.0	0.16061	0.26753	0.38989
s__Bacteroides_ovatus	0	13.04369	0.31308	2.43329	3.46893	1.02496	0.05866	0.0108	0.51288	0.07819	0.1402	0.04257	0.06164	0.12737	0.01773	3.53796	0.25587	1.21165	1.64382	0.31378	0.04849	0.01163	0.07394	0.03564	0.50859	0.09078	0.06033	0.1912	0.33806	0.52913	0.0886	0.91681	0.34491	0.01648	0.31513	0.75514	0.13341
s__Bifidobacterium_pseudocatenulatum	0	9.05172	0.0	0.0	0.0	12.84284	0.20673	0.0	0.96527	1.14841	0.04682	0.04177	0.03546	0.64237	3.47982	0.0	0.0	0.0	0.0	0.36526	0.0	0.0	0.0	0.07806	0.0	0.40694	0.02556	0.17926	0.38747	0.501	0.20373	0.06045	0.08813	2.03382	0.0	0.0	8.36876
s__Anaerostipes_hadrus	0	7.25128	1.86679	6.90874	1.24578	1.66169	32.23257	0.56868	8.31269	9.94682	2.32893	2.45628	6.49134	7.58274	3.0511	2.40162	11.92585	0.0	0.63497	15.18893	8.79979	4.31479	2.15462	0.56674	1.82191	1.54783	6.48012	2.36261	4.08703	1.06133	0.5051	2.52771	3.09541	9.33964	0.66245	1.79873	2.12241
s__Bacteroides_massiliensis	0	5.89975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04381	0.42566	0.0	0.0	0.0	0.0	0.0	0.0	0.2113	1.75791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Faecalibacterium_prausnitzii	0	5.50705	6.07049	4.46862	5.19593	8.3074	0.64972	7.37198	4.08372	4.6252	10.65269	6.06987	8.31027	5.63263	4.14867	5.38222	9.8928	0.0	4.03005	4.01922	2.53353	0.56072	4.37746	3.15832	8.69282	4.50903	1.92708	4.54514	4.89294	2.58086	10.54369	6.92015	9.14146	6.2327	8.68102	18.32253	3.21436
s__Citrobacter_braakii	0	5.28153	0.0	0.0	0.32203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Proteobacteria_bacterium_CAG_139	0	5.22228	4.25536	0.76642	0.0	0.68259	0.0	0.0	0.0	0.0	0.00332	0.0	0.0	0.0	0.94532	0.20301	0.00233	0.0	0.18142	0.0	0.0	0.0	0.0	0.0	0.00251	0.0	0.0	0.00112	0.01524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Fusicatenibacter_saccharivorans	0	5.00869	1.97713	7.15117	1.30458	2.59576	0.08796	0.57802	4.80132	3.01524	1.46881	1.18978	0.95171	0.59162	5.50287	3.47094	8.2515	0.0	0.9254	4.14875	2.67724	0.48038	1.0937	1.01365	1.08568	1.7974	1.75776	2.2181	3.01699	0.17428	0.86794	2.15152	2.51915	3.5778	0.40671	3.63171	0.26443
s__Eubacterium_eligens	0	2.98788	0.73065	0.53947	0.81443	0.09444	1.11612	3.16106	0.14012	0.05256	0.19156	0.70139	6.18212	1.22771	0.00731	0.33508	0.2667	0.0	0.0	0.0	0.59336	0.0	9.61722	1.76386	3.83083	0.43378	5.66777	7.07182	1.95461	0.0	0.0	4.22958	1.50215	0.10748	5.72641	0.25422	0.10775
s__Parabacteroides_gordonii	0	2.75081	0.0	0.0	0.0	0.0	0.00192	0.0	0.0	0.0	0.0	0.0	0.0	0.00473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07405	0.0227	0.0	0.04352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Dialister_sp_CAG_357	0	2.45957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07678	0.1172	1.55804	0.0	0.63637	0.0	0.0	0.0	0.0	0.0	0.0	7.52844	6.33205	0.0	0.0	0.0	5.67138	0.0	0.0	0.0	0.0	0.0	1.53706
s__Blautia_wexlerae	0	2.27276	0.55204	0.25975	0.1141	0.03031	0.64957	0.29948	0.26238	0.40216	0.30545	0.20387	0.04621	0.03182	0.35739	0.27208	0.46369	0.0	0.38615	0.22915	0.59868	0.05643	0.65139	0.01321	0.0581	0.11933	0.11304	0.14877	0.36327	0.32367	0.23064	0.21037	0.45227	1.79089	0.33292	0.82297	0.87908
s__Ruminococcus_bromii	0	2.22153	0.0	0.0	7.16912	0.99592	0.38781	0.28295	6.33626	0.22933	0.28691	0.10157	6.239	1.34294	7.851	8.37956	6.04605	0.0	0.1017	0.58575	0.80772	1.34844	0.0117	6.38228	2.17996	1.03455	4.8914	1.70933	6.7212	0.0	0.0	6.78696	8.51693	9.83093	0.0	2.20448	2.03855
s__Eubacterium_rectale	0	2.18599	11.63722	3.97634	0.80569	3.07955	0.48272	2.15566	1.79405	13.53081	0.53513	0.1714	2.36424	6.72051	6.13572	0.02262	2.32591	0.0	0.42456	4.87313	5.53164	0.39125	0.36799	2.1801	1.75988	2.51585	2.48856	5.18974	0.18629	0.70807	2.3562	1.30744	1.66527	0.0	0.13064	13.24429	0.54821
s__Bifidobacterium_longum	0	1.65524	0.0	0.0	0.00083	0.18328	0.0041	0.00519	2.19294	0.21669	0.7523	0.88938	0.00235	0.15333	5.77865	4.12534	2.84677	0.0	0.03694	2.03789	4.51499	1.73084	0.06601	0.92045	1.01297	2.71298	1.74015	0.20215	0.61483	0.93244	0.38526	0.58975	1.282	4.21182	0.22554	2.66302	13.78975
s__Roseburia_inulinivorans	0	1.58804	4.66987	0.75149	0.15737	0.51341	2.98352	0.19685	0.41894	5.57848	2.44064	1.0826	0.01792	0.19742	0.25494	1.1716	1.44886	0.0	0.3568	0.07032	0.0	0.13967	2.14172	0.65393	0.03243	0.12052	0.12362	0.98865	1.06231	0.21486	6.11847	0.64967	3.79641	0.41932	2.67363	0.70762	0.12805
s__Coprococcus_comes	0	1.19346	0.21377	0.14106	0.1225	0.13878	0.04064	0.79552	0.32291	0.94579	0.59544	0.30922	0.14444	0.24045	0.23547	0.0	0.74951	0.0	0.07498	0.64618	0.53234	0.83817	0.96334	0.34732	0.25383	0.1637	0.1417	0.6418	0.46756	0.28708	0.26236	1.12384	0.76306	0.0	0.50553	1.26679	0.66685
s__Bacteroides_xylanisolvens	0	1.0486	0.0	0.0	4.29361	0.60668	0.06578	0.06624	0.06961	0.00705	0.0892	0.06395	0.15952	0.0919	0.14155	0.3046	0.0	0.0	0.41635	0.26193	0.61646	0.0346	0.08469	0.0	0.26582	0.11236	0.0493	1.31308	0.62763	0.59389	0.0911	0.15291	0.23544	0.0	0.06149	0.06486	0.02138
s__Parasutterella_excrementihominis	0	0.90745	0.37677	0.06811	0.0	0.06853	0.0	0.0	0.0	0.0	0.08038	0.00281	0.0235	0.01576	0.22898	0.01999	0.00519	0.0	0.49518	0.0	0.0	0.0	0.0	0.0168	0.00406	0.0	0.0	0.09973	0.19848	0.00999	0.04257	0.0	0.0	0.0	0.0481	0.0	0.0
s__Flavonifractor_plautii	0	0.89347	0.07262	0.25782	0.08471	0.0007	0.00998	0.01619	0.01122	0.01202	0.01426	0.01999	0.00093	0.02534	0.00275	0.0453	0.0119	0.0	0.7775	0.01382	0.16332	0.0	0.0	0.00245	0.0	0.0	0.0	0.00247	0.0045	0.1301	0.3342	0.04388	0.00678	0.0	0.0	0.08745	0.01023
s__Bifidobacterium_bifidum	0	0.87657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93985	0.0	0.0	1.71059	0.0	0.0	0.0	0.0	1.98941	0.0	0.0	0.0	0.0	1.55403	1.9039	0.03709	0.0	0.0	0.0	0.72861	0.22244	1.01473	0.0	0.0	0.0	0.0
s__Roseburia_faecis	0	0.68457	4.54512	4.143	0.0	0.01653	0.11572	0.11493	3.19655	3.12057	1.36355	4.36494	1.21607	0.63878	1.21583	2.08778	0.93032	0.0	0.0	0.33657	0.0	1.57082	0.43452	1.78454	0.35722	1.63706	0.35265	4.65134	3.88351	0.06495	0.40304	2.4326	1.79965	5.41459	0.20071	1.48271	0.01099
s__Intestinibacter_bartlettii	0	0.56279	0.48798	0.48038	0.00306	0.85405	0.54042	0.01713	1.06004	2.64087	0.28016	0.64548	0.0	0.14056	0.08817	0.43378	0.50439	0.0	0.08368	0.0	0.0	0.35772	0.01964	0.79072	0.03926	0.07051	0.0	0.01784	0.0	0.08864	0.37743	0.41449	0.32217	2.25904	0.00403	0.51345	0.0
s__Roseburia_hominis	0	0.52299	0.20013	0.0	0.0	0.00659	0.02534	0.03713	0.48589	4.32655	0.71549	0.58863	0.17272	0.48555	0.04907	1.68096	0.16785	0.0	0.0	0.27352	0.0	0.11084	0.04262	0.23939	0.3842	0.13373	0.04539	1.46337	0.61017	0.00097	0.14698	0.6725	1.96951	0.0	0.00957	1.77849	0.07685
s__Dorea_longicatena	0	0.51089	0.70394	0.81532	0.53575	0.50347	0.86412	1.70612	1.38085	1.30137	2.03508	0.72397	0.7095	1.10585	1.01746	1.32589	1.79756	0.0	0.13714	0.85871	1.58445	2.36825	3.2032	0.70875	1.02586	1.0633	1.30205	0.33426	0.60057	1.00552	0.88778	1.11264	1.09916	2.6807	0.89983	3.35431	1.15308
s__Eubacterium_sp_CAG_274	0	0.4878	0.0062	0.0	0.0	0.0	0.0	0.0	0.0	0.23713	0.0	0.52603	0.05581	0.04174	0.00648	0.0	0.26324	0.0	0.0	0.24586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04465	0.71341	0.0	0.1565	0.10735	0.02398	0.0	0.0	0.0	0.08126
s__Ruminococcus_gnavus	0	0.43977	0.03314	0.08729	0.03478	0.24177	0.0	0.06848	0.01211	0.00579	0.0	0.0	0.0	0.0	0.02476	0.38668	1.42632	0.0	0.62932	0.0	0.12818	0.0	0.0	0.0	0.0	0.0	0.0	0.0018	0.01506	0.26928	0.19064	0.0	0.0	0.68435	0.0	0.0	0.0
s__Eubacterium_hallii	0	0.37538	1.15537	0.91501	0.66052	0.7074	0.64601	0.54183	4.23339	5.36194	1.25415	1.02476	1.8135	2.43081	0.3201	2.83003	0.4145	0.0	0.05042	2.039	3.77884	3.16565	2.07269	0.73104	1.14462	0.50829	1.73306	0.42086	0.67604	0.12837	0.51934	1.47072	1.75941	1.96716	0.70528	4.81903	1.40649
s__Ruminococcus_bicirculans	0	0.36912	12.15863	0.0	0.41543	0.0	0.0	0.08044	2.39514	4.48531	0.0	0.0	0.00944	0.1977	0.11866	3.05059	0.0	0.0	0.0	0.31479	0.72111	0.0	0.0	0.00729	0.21915	0.03747	0.0	0.69008	0.65121	0.0	0.0	0.0	0.0	0.04554	0.0	0.0	0.75085
s__Agathobaculum_butyriciproducens	0	0.34058	0.10424	0.17899	0.25993	0.04702	0.0014	0.19082	0.17036	0.15443	0.26324	0.06815	0.0978	0.10033	0.48233	0.48128	1.36432	0.0	0.08595	0.13469	0.05623	0.09511	0.22256	0.04068	0.11005	0.0	0.0	0.06851	0.02403	0.02172	0.2989	0.65212	0.19669	0.51281	0.06949	0.98221	0.0154
s__Turicimonas_muris	0	0.3289	0.2605	0.03406	0.0	0.00512	0.0	0.0	0.0	0.0	0.00949	0.0	0.0	0.0	0.07181	0.01215	0.0	0.0	0.04996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_youngae	0	0.31211	0.02075	0.0	1.41378	0.0	0.0	0.06549	0.0	0.0	0.05941	0.0	0.2823	0.0	0.00983	0.09089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bilophila_wadsworthia	0	0.27326	0.0	0.0	0.0	0.0	0.0	0.0	0.00357	0.0	0.0	0.0	0.14634	0.16077	0.0	0.00295	0.0	0.0	0.01654	0.0	0.00671	0.0	0.00202	0.13584	0.06398	0.00222	0.0	0.0	0.00875	0.07156	0.1138	0.03035	0.0	0.0	0.0064	0.0	0.0
s__Clostridium_bolteae	0	0.26057	0.00709	0.0	0.00483	0.0	0.0	0.0	0.0	0.00581	0.0	0.0	0.0	0.0	0.0	0.01189	0.0	0.0	0.01335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00401
s__Eubacterium_ramulus	0	0.24045	0.05822	0.15094	0.15343	0.22547	0.54768	0.13832	0.12055	0.30573	0.05582	0.02546	0.0733	0.26079	0.08302	0.03309	0.38519	0.0	0.14024	0.22105	0.02818	0.08378	0.20126	0.03676	0.03954	0.03319	0.0191	0.0277	0.06314	0.03441	0.10461	0.28094	0.24114	0.0	0.01015	0.2488	0.06432
s__Clostridium_symbiosum	0	0.22737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00588
s__Clostridium_sp_CAG_299	0	0.13912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Hungatella_hathewayi	0	0.10217	0.00499	0.0	0.01757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00798	0.0	0.0	0.0	0.0	0.0	0.0	0.00223
s__Clostridium_citroniae	0	0.0717	0.0	0.0	0.00662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00441	0.0	0.0	0.0	0.00267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01364	0.0	0.0	0.00571	0.0
s__Ruthenibacterium_lactatiformans	0	0.06641	0.0	0.0	0.15672	0.00345	0.04267	0.05344	0.07118	0.00928	0.0	0.0	0.03404	0.03604	0.01791	0.21713	0.00342	0.0	0.37024	0.01058	0.2083	0.12155	0.02977	0.0	0.06791	0.03577	0.0	0.0	0.00163	0.00811	0.0181	0.05091	0.09789	0.0	0.0	0.07106	0.14735
s__Blautia_sp_CAG_257	0	0.06371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036	0.00529	0.0	0.03558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_hydrogenotrophica	0	0.04371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01054	0.0	0.0	0.0	0.00371	0.0	0.0	0.00944
s__Erysipelatoclostridium_ramosum	0	0.03948	0.02267	0.0	0.0142	0.0	0.01136	0.0	0.00271	0.03702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00263	0.02938	0.0	0.0	0.0	0.00571	0.0	0.0	0.01989
s__Firmicutes_bacterium_CAG_424	0	0.02885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_646	0	0.02605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gordonibacter_pamelaeae	0	0.02427	0.0	0.00189	0.08777	0.03309	0.0	0.0	0.03405	0.02235	0.0	0.0	0.10568	0.00152	0.02291	0.11517	0.01533	0.0	0.0	0.01315	0.07636	0.23462	0.10465	0.0	0.0	0.00362	0.0	0.01115	0.00932	0.00827	0.00346	0.02903	0.0	0.0	0.0	0.03317	0.17043
s__Fusobacterium_ulcerans	0	0.02388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_salivarius	0	0.01931	0.36584	2.89816	0.04246	0.7972	0.10927	0.09314	0.58361	0.67544	5.7493	0.1421	0.0	0.0	0.06506	0.03668	1.62334	0.03622	0.0	0.32031	0.11237	0.38162	1.25777	0.04116	0.02747	0.01715	0.0	0.03684	0.0	0.0	0.00665	0.43623	0.01361	0.13041	0.05128	0.04634	0.33507
s__Clostridium_clostridioforme	0	0.01281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_innocuum	0	0.00705	0.01055	0.00529	0.01534	0.0	0.0	0.0	0.00798	0.0	0.0	0.0	0.0	0.0	0.0	0.01168	0.0	0.0	0.00259	0.0	0.0	0.0	0.0	0.0	0.01934	0.0	0.02721	0.0	0.0	0.12785	0.0	0.0	0.0	0.0	0.0	0.0	0.03442
s__Bacteroides_plebeius	0	0.0	28.06011	31.9245	11.55231	22.3663	0.15621	2.48522	1.78884	0.19625	3.38013	1.71427	0.42197	3.2827	15.4926	9.80104	4.55223	0.03151	0.0	0.25891	0.27085	0.23491	3.62218	0.46982	9.15915	5.66677	0.46505	19.10038	5.82653	2.29104	16.06114	7.46849	1.03885	1.5831	0.0	0.0	0.16959
s__Lactobacillus_ruminis	0	0.0	3.51248	0.0	0.0	0.0	0.00273	0.15506	0.0	0.0	1.0939	2.96774	0.04343	0.0	0.0	0.0	1.21906	0.0	0.0	0.0	0.0	0.09029	0.0	2.23307	3.77635	6.37531	15.28841	0.0	0.01409	0.0	0.0	0.26273	3.77825	0.0	3.59856	1.49093	0.0
s__Bacteroides_caccae	0	0.0	2.41119	2.86298	0.93369	0.12238	0.02181	0.9636	0.0	0.0	0.01071	0.01008	0.27475	0.10077	0.0	0.0	0.19165	0.19175	0.0	1.03202	7.69286	0.24917	0.02062	0.13544	1.93185	3.45164	0.34845	0.17428	1.49043	0.37558	0.21927	0.06879	0.18601	0.0	0.00097	0.02597	0.18175
s__Veillonella_parvula	0	0.0	1.42196	0.1415	0.0	0.10239	0.27433	0.07228	0.02495	0.04803	0.90639	0.06795	0.0	0.0	0.0	0.0	0.55835	0.0	0.0	0.0	0.0	0.0	0.0393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02707	0.00597	0.0	1.22233	0.0	0.0	0.0
s__Roseburia_intestinalis	0	0.0	1.33008	4.45276	0.25794	2.87375	0.0	0.0	0.12122	0.31839	0.56821	0.20367	0.0	0.22101	0.03465	0.0	0.30777	0.0	0.0	0.0146	0.0	0.0	0.0	0.07828	0.0	0.03541	0.0	0.49066	0.05037	0.0	0.08205	0.22531	0.67881	0.32499	0.03738	0.21986	0.0
s__Veillonella_dispar	0	0.0	1.17268	1.10716	0.02143	0.43368	0.63494	0.0	0.01078	0.03555	1.74197	0.13936	0.0	0.0	0.0	0.0	0.17662	0.01224	0.0	0.0	0.0	0.0	0.08028	0.0	0.08843	0.00561	0.0	0.0	0.0	0.0	0.2504	0.03137	0.00572	1.13377	0.00427	0.0	0.0
s__Kluyvera_ascorbata	0	0.0	1.09115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_infantium	0	0.0	0.9748	0.61424	0.00727	0.16886	0.57467	0.00207	0.00778	0.01311	0.66867	0.05829	0.0	0.0	0.0	0.0	0.10007	0.0	0.0	0.0	0.0	0.0	0.04637	0.0	0.01783	0.0	0.0	0.0	0.0	0.0	0.05032	0.01978	0.0	0.56127	0.0	0.0	0.0
s__Bifidobacterium_adolescentis	0	0.0	0.64531	0.0	0.0	0.0	0.28605	0.47564	16.98197	0.29519	0.79459	1.98718	0.0964	2.8108	15.64493	0.0	12.69204	0.00418	0.14265	8.13831	0.0	0.0	0.0	2.64368	3.38815	4.59707	2.88091	0.0	0.02633	5.32647	0.24663	1.53344	3.49662	8.19274	1.77845	0.0	22.52203
s__Collinsella_aerofaciens	0	0.0	0.60678	2.46853	0.0	0.0	1.77029	4.4442	0.0	0.30187	1.92289	1.46448	2.29616	4.03279	3.60198	2.13829	8.09489	0.0	0.0	2.09069	2.86997	3.15063	2.16715	1.59176	1.17652	1.87461	1.91631	0.484	0.85111	1.11588	0.95295	1.209	1.94101	3.73163	1.14952	0.0	7.54435
s__Bacteroides_uniformis	0	0.0	0.47969	3.03288	2.85445	2.3804	0.74239	0.75224	3.7541	0.68801	0.18442	0.07291	0.91009	1.21568	3.15824	13.76458	0.60315	0.0	16.2218	0.81292	3.12653	0.93621	1.21133	1.49512	0.97123	2.84788	2.08735	1.83427	5.29164	1.35482	0.69804	0.33976	1.52261	0.00322	0.14812	1.3078	0.0786
s__Prevotella_buccae	0	0.0	0.41213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Monoglobus_pectinilyticus	0	0.0	0.40598	0.0	0.0	0.0	0.0	0.0	0.0927	0.00403	0.0	0.0	0.0	0.0	0.0	0.07295	0.11349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12851
s__Veillonella_rogosae	0	0.0	0.38158	0.00393	0.0	0.02094	0.01299	0.0	0.0087	0.00887	0.07665	0.0	0.0	0.0	0.0	0.0	0.0181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00282	0.0	0.0	0.00495	0.00223	0.0	0.012	0.0	0.0	0.0
s__Veillonella_atypica	0	0.0	0.32286	1.45352	0.0	1.04633	0.59965	0.00233	0.01698	0.00744	0.38514	0.07268	0.0	0.0	0.0	0.0	0.10749	0.0	0.0	0.0	0.0	0.0	0.02881	0.0	0.0	0.0	0.0	0.0	0.0	0.00094	0.19412	0.00463	0.0	0.07441	0.0	0.0	0.0
s__Ruminococcus_lactaris	0	0.0	0.31467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55082	0.06	0.0	0.0	0.0	0.3984	0.29563	0.0	0.0	0.28654	0.73292	2.08394	1.78718	0.0	0.0	0.0	0.0	0.0	0.51524	0.0	0.16649	0.86987	0.00042	0.0	0.0	0.0	0.01838
s__Dorea_formicigenerans	0	0.0	0.27646	0.18128	0.37604	0.21929	0.76897	2.59885	0.39574	0.59504	0.70712	0.2789	0.83704	0.81262	0.37528	0.7478	1.06221	0.0	0.28166	0.51647	0.29515	0.39347	1.23236	0.34764	0.42031	0.53484	0.60416	0.21153	0.47991	0.39726	0.71728	0.64894	0.48096	0.0	0.2315	2.27809	0.62843
s__Blautia_obeum	0	0.0	0.27006	0.16603	0.11054	0.04462	0.96694	1.18644	0.45989	2.25418	0.59562	0.17422	0.11895	0.67952	0.23593	0.31234	0.28129	0.0	0.11076	0.22908	0.93792	2.2594	0.51879	0.20889	0.10099	0.67857	0.58973	0.03017	0.22472	0.06918	0.21392	0.18051	0.65306	0.5571	0.08419	0.51928	3.27216
s__Gemmiger_formicilis	0	0.0	0.25687	0.0	0.01089	0.08092	0.0655	0.12751	0.36755	0.25992	0.60716	0.41474	0.22886	0.10565	0.37256	0.29477	0.38961	0.0	0.05718	0.13421	0.17114	0.04358	0.16026	0.075	0.07797	0.18802	0.11163	0.30701	0.45614	0.04225	0.00716	0.30141	0.19722	0.18735	0.0384	0.49655	0.10185
s__Streptococcus_thermophilus	0	0.0	0.23111	0.0	0.00239	0.0	0.0	0.0	0.0	0.0	0.0	0.03967	0.0	0.0	0.01305	0.00903	0.0	0.16035	0.0	0.0	0.0	0.05893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16116	0.0	0.0	0.32846
s__Eubacterium_ventriosum	0	0.0	0.20424	0.17694	0.1833	0.02263	0.00719	0.10529	0.0	0.0	0.27899	0.57752	0.03336	0.03747	0.41913	1.42074	0.17906	0.0	0.072	0.51469	0.0	0.03981	0.01475	0.07969	0.13025	0.0	0.0	1.01409	0.19446	0.0	0.01469	0.18787	1.6835	0.0	0.08427	0.40178	0.0
s__Clostridium_spiroforme	0	0.0	0.18367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03003	0.0	0.00296	0.0	0.0	0.0	0.0	0.0	0.15861	0.0	0.0	0.0	0.0	0.0	0.00232	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_sp_CAG_303	0	0.0	0.15425	0.157	0.0	0.03023	0.0	0.0	0.21945	1.52106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_torques	0	0.0	0.14512	2.31316	0.59947	0.0	6.0289	2.422	1.34027	2.24799	2.75694	1.02782	0.28059	1.14332	0.66112	0.56822	0.0	0.0	0.0	0.65973	0.74565	1.63967	6.22243	0.69683	0.27954	2.26326	2.7587	0.59481	1.21606	0.0	0.73234	1.41911	1.21531	1.03315	1.09248	6.40847	0.35343
