clade_name	NCBI_tax_id	C16-20002-TZ	C16-20003-TZ	C16-20005-TZ	C16-20070-TZ	C16-20071-TZ	C16-20072-TZ	C16-20073-TZ	C16-20117-TZ	C16-20118-TZ	C16-20119-TZ	C16-20123-TZ	C16-20135-TZ	C16-20152-TZ	C16-20153-TZ	C16-20197-TZ	C16-20198-TZ	C16-20211-TZ	C16-20212-TZ	C16-20215-TZ	C16-20237-TZ	C16-20238-TZ	C16-20246-TZ	C16-20247-TZ	C16-20248-TZ	C16-20340-TZ	C16-20341-TZ	C16-20345-TZ	C16-20346-TZ	C16-20347-TZ	C16-20371-TZ	C16-20372-TZ	C16-20373-TZ	C16-20374-TZ	C16-20415-TZ	C16-20416-TZ	C16-20417-TZ	C16-20437-TZ	C16-20438-TZ	C16-20439-TZ	C16-20440-TZ	C16-20441-TZ	C16-20470-TZ	C16-20471-TZ	C16-20473-TZ	C16-20474-TZ	C16-20475-TZ	C16-20491-TZ	C16-20492-TZ	C16-20493-TZ	C16-20494-TZ	C16-20548-TZ	C16-20549-TZ	C16-20550-TZ	C16-20551-TZ	C16-20554-TZ	C16-20557-TZ	C16-20558-TZ	C16-20625-TZ	C16-20626-TZ	C16-20627-TZ	C16-20645-TZ	C16-20646-TZ	C16-20647-TZ	C16-20648-TZ	C16-20649-TZ	C16-20650-TZ	C16-20651-TZ	C16-20652-TZ
s__Bilophila_wadsworthia	0	0.0	0.0	0.0	0.0	0.01023	0.0	0.0	0.00956	0.0	0.01962	0.05366	0.00075	0.0	0.05919	0.0	0.00569	0.00453	0.06298	0.0	0.0	0.02574	0.0	0.00897	0.00377	0.00042	0.01183	0.0	0.0	0.0	0.0	0.00181	0.00112	0.0	0.0	0.0	0.0	0.04413	0.07802	0.00141	0.01339	0.0	0.00451	0.0	0.0	0.09849	0.00453	0.0	0.15242	0.0023	0.0	0.0	0.0	0.0	0.04941	0.13755	0.0	0.0	0.0	0.0	0.06227	0.0	0.01026	0.0	0.0121	0.0	0.02432	0.11036	0.0
s__Romboutsia_ilealis	0	0.0	0.0	0.0	0.0	0.0098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00402	0.0	0.0	0.0	0.0	0.0	0.00528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01969	0.0	0.0	0.0	0.00047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Intestinimonas_butyriciproducens	0	0.0	0.0	0.0	0.0	0.00855	0.0	0.0	0.0	0.0	0.00071	0.01405	0.0	0.00781	0.0	0.0	0.0	0.0	0.0	0.00208	0.0	0.0	0.0	0.0	0.0	0.12185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00093	0.00877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03007	0.0	0.0	0.0
s__Bacteroides_clarus	0	0.0	0.0	0.0	0.0	0.0	0.16597	0.0	0.0	0.0	0.03822	0.53944	0.64119	0.0	0.0783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11912	0.0	0.0	0.06288	0.59348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00756	0.0	0.0	0.0	0.0	0.0	0.0	0.0311	0.0
s__Parabacteroides_goldsteinii	0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.21537	0.0	0.68993	0.18359	0.18569	0.0	0.08119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0225	0.0	0.25619	0.00616	0.01507	0.0	0.0	0.89933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00974	0.16546	0.0	0.0	0.0	0.0	1.31628	0.0	0.0	0.0	0.0	0.0	0.0	0.16006	0.00582	0.0	0.0	0.0	0.47911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_intestinalis	0	0.0	0.0	0.0	0.0	0.0	0.03949	0.0	0.0	0.0	0.27807	0.00035	2.20638	0.96854	0.0	0.0	1.70853	0.00386	0.0	0.0	0.0	0.0	0.10662	0.0	2.63887	10.42239	8e-05	0.0	0.00766	0.0	0.0	0.0	0.0	0.00861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00212	0.29216	0.0	0.0	0.0	0.0	0.0	0.0	0.01431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_CAG_253	0	0.0	0.0	0.0	0.0	0.0	0.00558	0.0	0.0	0.0	0.0	0.0	0.24134	0.0	0.23365	0.0	0.0	0.0	0.01842	0.0	0.0	0.0	0.04315	0.0	0.0196	0.0	0.0	0.0	0.0	0.03556	0.0	0.18966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027	0.0	0.0	0.0205	0.0	0.0	0.0	0.0	0.0	0.0	0.08136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42087	0.05265	0.0	0.0	0.0	0.0	0.0	0.0	0.03037	0.0	0.0
s__Bacteroides_dorei	0	0.0	0.0	0.0	0.0	0.0	0.0	4.98492	17.41647	0.0	0.0	43.29726	0.0	0.5056	0.16744	2.91343	1.663	0.01098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.27388	0.0	0.04931	0.0	13.01181	0.00582	0.03597	0.0	0.07692	0.0	0.0	0.0	0.0	0.0	0.0	0.06463	0.0	0.0	14.65457	0.0	0.04732	0.01131	0.12562	0.0	0.01088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.298	0.0	0.0	2.44497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01585
s__Brachyspira_sp_CAG_700	0	0.0	0.0	0.0	0.0	0.0	0.0	0.19289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26617	0.30552	0.79658	0.0	8.66865	0.0	0.0	0.0	0.0	0.0	0.0	0.09169	0.0	0.04981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71806	0.53627	12.8073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23919	0.0	0.0	0.31007	0.54459	1.42582	0.0	1.71717
s__Ruthenibacterium_lactatiformans	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00134	0.00052	0.0	0.00243	0.02238	0.0	0.02728	0.05433	0.0	0.39597	0.0	0.0	0.05682	0.0	0.0	0.0	0.0	0.0	0.0463	0.0	0.01666	0.0	0.00832	0.0	0.0	0.0	0.0	0.0	0.00254	0.0	0.0	0.03961	0.0	0.0	0.0	0.0	0.0004	0.52124	0.16373	0.0	0.0	0.00188	0.0	0.0	0.0	0.0	0.0	0.03236	2.1114	0.0	0.0	0.0	0.0	0.04403	0.0	0.0	0.0	0.0	0.0	0.0	0.09432	0.0
s__Prevotella_sp_CAG_873	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.99833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.20688	0.01292	0.0	0.0	0.0	5.58622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.70736	0.06649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12266	0.0	0.02989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09886	0.0	0.0	0.0	1.04565	0.52312	0.0	0.0
s__Bacteroides_stercoris	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05783	0.05579	0.0	0.0	2.60119	0.0	0.0	0.0	0.0	1.45052	0.0	0.0	0.0	0.0	1.26177	0.02579	0.04405	0.0	0.0	0.0	0.0	4.00272	0.0	0.0	0.0	0.0	2.26005	0.0	0.23378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_onderdonkii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03103	0.0	1.06523	0.33141	0.0	0.0	0.00777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02288	0.0	0.0	0.0	0.0	0.37059	0.0	0.0	0.0	0.0	0.0	0.0	0.02306	0.0
s__Bacteroides_salyersiae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0109	0.0	0.0	3.51299	0.00628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Akkermansia_muciniphila	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00147	0.0	0.0	8.04335	0.00099	4.08517	0.0	0.0	1.4237	0.2793	0.02726	0.0	0.0	0.0	0.0	0.0	0.0	0.73239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87553	0.0	0.10922	0.0	0.0	0.00653	0.0	0.0	0.0	0.01117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.10575	0.0	0.0	0.0	0.0	0.23755	0.0	0.0	0.01892	0.25196	0.0	0.0	0.0	0.0
s__Parabacteroides_johnsonii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00772	0.00463	0.55379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04113	0.0	0.0	0.0	0.0	0.0	0.07788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Flavonifractor_plautii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00593	0.0	0.00402	0.0	0.02538	0.0077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01422	0.04386	0.0	0.38284	0.00036	0.06393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00481	0.10924	0.0	0.00604	0.0	0.07003	0.0	0.0	0.0	0.0	0.0	0.0	0.00439	0.33337	0.0	0.0	0.0	0.02162	0.0	0.0	0.0	0.0	0.0	0.0	0.26247	0.0
s__Bacillus_cereus_group	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_sartorii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_massiliensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10728	0.07038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60297	0.08793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_symbiosum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00719	0.00442	0.0	0.0	0.02483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.02485	0.6954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01558	0.0
s__Butyricimonas_synergistica	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01115	0.0	0.0	0.01274	0.01331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01345	0.0	0.0	0.0	0.00014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02135	0.0	0.0	0.0	0.0	0.0	0.0	0.08636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_gordonii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00996	0.02641	0.01197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_timonensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerotruncus_colihominis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00224	0.0	0.0	0.0	0.09452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014	0.01711	0.0	0.0	0.0	0.06049	0.0	0.0	0.0	0.0	0.0	0.0	0.19526	0.0
s__Clostridium_innocuum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00801	0.0	0.00358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07215	0.02239	0.0	0.0	0.02684	0.0	0.0	0.0	0.0	0.0	0.0	0.04394	0.04775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00122	0.0
s__Bacteroides_stercorirosoris	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_bolteae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01148	0.00507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01094	0.0	0.0	0.00946	0.0	0.0	0.0	0.0	0.0	0.02728	0.05993	0.03674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0264	0.0
s__Kluyvera_georgiana	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029	0.0	0.0	0.02052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_274	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0119	0.0	0.0	0.0	0.0	0.0	0.0	0.03296	0.03093	0.02302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03182	0.0
s__Clostridiales_bacterium_1_7_47FAA	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_pittmaniae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09702	0.0	0.0	0.0	0.0	0.0	0.34121	0.00296	0.0	0.0	0.05566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Coprobacter_secundus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Collinsella_intestinalis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00049	0.0	0.0	0.0	0.0	0.0	0.00274	0.00111	0.0	0.0	0.0	0.0	0.0	0.00235	0.00059	0.00094	0.0	0.00481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00544	0.0	0.0	0.00217	0.0	0.0	0.0094	0.00606	0.00144	0.0	0.02549	0.0	0.0	0.00717	0.0	0.0	0.00165	0.00637	0.01878	0.0	0.0	0.0	0.00421	0.0	0.0	0.00164	0.00788	0.0	0.0	0.05965	0.0
s__Sanguibacteroides_justesenii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paraprevotella_xylaniphila	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14314	0.22644	0.25722	3.55261	0.45843	0.0	0.0	0.0	0.0	0.19132	0.0	0.16293	0.67708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04542	0.0	0.08728	0.0	0.0	0.0	0.0	0.02326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00097	0.0
s__Megasphaera_elsdenii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07413	0.22175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67719	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_mucosae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02845	0.0	0.0	0.0	0.00212	0.02127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Acidaminococcus_intestini	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.20222	0.0
s__Clostridium_citroniae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04302	0.00643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00712	0.0	0.00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07815	0.0	0.0	0.0	0.0	0.00523	0.0	0.0	0.0	0.0	0.0	0.0	0.02042	0.0
s__Allisonella_histaminiformans	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00077	0.0	0.0	0.0	0.0	0.0	0.06356	0.0
s__Paraprevotella_clara	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00455	0.02163	0.0	0.42124	0.0	0.0	0.0	0.0	0.0	0.00799	0.0	0.00668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Campylobacter_hominis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_HMSC035G02	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.00052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
